	('meanTotalCellCountBeforeTreatment 0',)	('meanTotalCellCountAfterTreatment 1',)	('meanTotalControlCellCount 2',)	('meanRelativeCellCountAfterTreatment 3',)	('meanRelativeGrowthRateAfterTreatment 4',)
('326857 141', 'smSalt: 101', 'smName: XMD16-144', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	2327.0	3970.0	0.5861	0.37654
('326858 142', 'smSalt: 101', 'smName: Brivanib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3864.0	3970.0	0.97316	0.95957
('326859 143', 'smSalt: 101', 'smName: NVP-BKM120', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3831.0	3970.0	0.96485	0.94705
('326860 144', 'smSalt: 101', 'smName: BX-912', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3931.0	3970.0	0.99012	0.98511
('326861 145', 'smSalt: 102', 'smName: Canertinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3574.0	3970.0	0.90005	0.84944
('326862 146', 'smSalt: 101', 'smName: Celastrol', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	4099.0	3970.0	1.0323	1.0487
('326863 147', 'smSalt: 101', 'smName: CGP60474', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	843.0	3970.0	0.21229	-0.18651
('326864 148', 'smSalt: 101', 'smName: CGP60474', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	531.0	3970.0	0.13372	-0.30486
('326865 149', 'smSalt: 101', 'smName: CHIR-99021', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3649.0	3970.0	0.91893	0.87789
('326866 150', 'smSalt: 101', 'smName: CP724714', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3769.0	3970.0	0.94915	0.92341
('326867 151', 'smSalt: 101', 'smName: CP466722', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	4171.0	3970.0	1.0506	1.0762
('326868 152', 'smSalt: 101', 'smName: Crizotinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3808.0	3970.0	0.95897	0.9382
('326869 153', 'smSalt: 101', 'smName: CYT387', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3704.0	3970.0	0.93278	0.89875
('326870 154', 'smSalt: 101', 'smName: Dasatinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	2419.0	3970.0	0.60918	0.41132
('326871 155', 'smSalt: 101', 'smName: Dasatinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	2400.0	3970.0	0.60448	0.40423
('326872 156', 'smSalt: 101', 'smName: Dovitinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3437.0	3970.0	0.86571	0.79773
('326873 157', 'smSalt: 101', 'smName: Enzastaurin', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3928.0	3970.0	0.98936	0.98398
('326874 158', 'smSalt: 101', 'smName: Erlotinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3804.0	3970.0	0.95805	0.93681
('326875 159', 'smSalt: 101', 'smName: Foretinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	2941.0	3970.0	0.74072	0.60945
('326876 160', 'smSalt: 101', 'smName: R406', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3639.0	3970.0	0.91641	0.8741
('326877 161', 'smSalt: 101', 'smName: GDC-0941', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	2983.0	3970.0	0.7513	0.62538
('326878 162', 'smSalt: 101', 'smName: Gefitinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	4099.0	3970.0	1.0324	1.0488
('326879 163', 'smSalt: 101', 'smName: Geldanamycin', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	1117.0	3970.0	0.28146	-0.082318
('326880 164', 'smSalt: 101', 'smName: Geldanamycin', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	1210.0	3970.0	0.30488	-0.047041
('326881 165', 'smSalt: 101', 'smName: GSK1059615', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3234.0	3970.0	0.81451	0.72059
('326882 166', 'smSalt: 101', 'smName: GSK1059615', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3206.0	3970.0	0.80737	0.70985
('326883 167', 'smSalt: 101', 'smName: GSK1904529A', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3753.0	3970.0	0.94533	0.91766
('326884 168', 'smSalt: 101', 'smName: GSK2126458', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	1045.0	3970.0	0.26325	-0.10976
('326885 169', 'smSalt: 101', 'smName: GSK 690693', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3529.0	3970.0	0.88871	0.83237
('326886 170', 'smSalt: 101', 'smName: GW843682', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3380.0	3970.0	0.85136	0.7761
('326887 171', 'smSalt: 101', 'smName: HG-5-113-01', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3657.0	3970.0	0.92103	0.88105
('326888 172', 'smSalt: 101', 'smName: HG-5-88-01', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3470.0	3970.0	0.87394	0.81012
('326889 173', 'smSalt: 103', 'smName: Imatinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3727.0	3970.0	0.93866	0.9076
('326890 174', 'smSalt: 101', 'smName: JNK-9L', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3619.0	3970.0	0.91155	0.86676
('326891 175', 'smSalt: 101', 'smName: JW-7-24-1', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3536.0	3970.0	0.89056	0.83515
('326892 176', 'smSalt: 104', 'smName: Lapatinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3995.0	3970.0	1.0061	1.0091
('326893 177', 'smSalt: 102', 'smName: LDN-193189', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3838.0	3970.0	0.96653	0.94958
('326894 178', 'smSalt: 101', 'smName: Linifanib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	4249.0	3970.0	1.0701	1.1056
('326895 179', 'smSalt: 101', 'smName: Linsitinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3722.0	3970.0	0.93732	0.90558
('326896 180', 'smSalt: 102', 'smName: Mitoxantrone', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	1148.0	3970.0	0.28927	-0.070559
('326897 181', 'smSalt: 102', 'smName: Mitoxantrone', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	1526.0	3970.0	0.38446	0.072827
('326898 182', 'smSalt: 102', 'smName: MK2206', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3952.0	3970.0	0.99541	0.99308
('326899 183', 'smSalt: 101', 'smName: Neratinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	2945.0	3970.0	0.74181	0.6111
('326900 184', 'smSalt: 101', 'smName: Nilotinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	4116.0	3970.0	1.0365	1.055
('326901 185', 'smSalt: 101', 'smName: BIBF-1120', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	4041.0	3970.0	1.0177	1.0267
('326902 186', 'smSalt: 101', 'smName: NU7441', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	4100.0	3970.0	1.0325	1.049
('326903 187', 'smSalt: 101', 'smName: BEZ235', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	1715.0	3970.0	0.43197	0.14439
('326904 188', 'smSalt: 101', 'smName: NVP-TAE684', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3094.0	3970.0	0.77917	0.66736
('326905 189', 'smSalt: 101', 'smName: PD0332991', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	2967.0	3970.0	0.74735	0.61944
('326906 190', 'smSalt: 101', 'smName: PD0325901', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3846.0	3970.0	0.96854	0.95262
('326907 191', 'smSalt: 101', 'smName: PD0325901', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3518.0	3970.0	0.88603	0.82832
('326908 192', 'smSalt: 101', 'smName: PD173074', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3979.0	3970.0	1.0022	1.0033
('326909 193', 'smSalt: 101', 'smName: PD184352', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	4129.0	3970.0	1.0398	1.06
('326910 194', 'smSalt: 101', 'smName: Pelitinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3802.0	3970.0	0.95763	0.93618
('326911 195', 'smSalt: 101', 'smName: PF431396', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3260.0	3970.0	0.82097	0.73033
('326912 196', 'smSalt: 101', 'smName: PF477736', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	4033.0	3970.0	1.0157	1.0237
('326913 197', 'smSalt: 101', 'smName: PF562271', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3540.0	3970.0	0.89157	0.83667
('326914 198', 'smSalt: 101', 'smName: PHA-665752', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	4069.0	3970.0	1.0247	1.0372
('326915 199', 'smSalt: 101', 'smName: PHA-793887', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	2488.0	3970.0	0.62664	0.43762
('326916 200', 'smSalt: 101', 'smName: PI103', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3794.0	3970.0	0.95553	0.93302
('326917 201', 'smSalt: 101', 'smName: PLX-4720', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	4044.0	3970.0	1.0185	1.0279
('326918 202', 'smSalt: 101', 'smName: QL-X-138', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3182.0	3970.0	0.80133	0.70074
('326919 203', 'smSalt: 101', 'smName: QL-XII-47', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3397.0	3970.0	0.85547	0.7823
('326920 204', 'smSalt: 101', 'smName: Radicicol', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	1952.0	3970.0	0.49157	0.23417
('326921 205', 'smSalt: 101', 'smName: Radicicol', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	2069.0	3970.0	0.52104	0.27855
('326922 206', 'smSalt: 101', 'smName: (R)- Roscovitine', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	4007.0	3970.0	1.0092	1.0138
('326923 207', 'smSalt: 105', 'smName: Ruxolitinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3911.0	3970.0	0.985	0.9774
('326924 208', 'smSalt: 101', 'smName: XL147', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	4014.0	3970.0	1.0109	1.0165
('326925 209', 'smSalt: 101', 'smName: Saracatinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3738.0	3970.0	0.94135	0.91165
('326926 210', 'smSalt: 101', 'smName: Selumetinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	4277.0	3970.0	1.0772	1.1162
('326927 211', 'smSalt: 101', 'smName: Rapamycin', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	2412.0	3970.0	0.6075	0.40879
('326928 212', 'smSalt: 101', 'smName: Sorafenib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3764.0	3970.0	0.94806	0.92177
('326929 213', 'smSalt: 101', 'smName: SU11274', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	4234.0	3970.0	1.0664	1.1001
('326930 214', 'smSalt: 101', 'smName: TG 101348', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3935.0	3970.0	0.99096	0.98638
('326931 215', 'smSalt: 101', 'smName: TGX221', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3991.0	3970.0	1.0051	1.0076
('326932 216', 'smSalt: 101', 'smName: Torin1', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	1692.0	3970.0	0.42618	0.13567
('326933 217', 'smSalt: 101', 'smName: Torin2', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	1185.0	3970.0	0.29842	-0.056777
('326934 218', 'smSalt: 101', 'smName: Tozasertib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	1220.0	3970.0	0.30723	-0.0435
('326935 219', 'smSalt: 101', 'smName: Trametinib', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3519.0	3970.0	0.88619	0.82858
('326936 220', 'smSalt: 101', 'smName: TWS119', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	4209.0	3970.0	1.06	1.0903
('326937 221', 'smSalt: 101', 'smName: PLX4032', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3808.0	3970.0	0.95914	0.93846
('326938 222', 'smSalt: 101', 'smName: Withaferin A', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	3607.0	3970.0	0.90836	0.86196
('326939 223', 'smSalt: 101', 'smName: Withaferin A', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	4046.0	3970.0	1.019	1.0286
('326940 224', 'smSalt: 101', 'smName: WYE-125132', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	2175.0	3970.0	0.54773	0.31876
('326941 225', 'smSalt: 101', 'smName: WZ3105', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	1118.0	3970.0	0.28155	-0.082192
('326942 226', 'smSalt: 101', 'smName: XMD11-50', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3897.0	3970.0	0.98147	0.97209
('326943 227', 'smSalt: 102', 'smName: Y39983', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	4299.0	3970.0	1.0826	1.1245
('326944 228', 'smSalt: 101', 'smName: YM 201636', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1334.0	4143.0	3970.0	1.0435	1.0655
('326945 229', 'smSalt: 101', 'smName: ZSTK474', 'clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1334.0	3917.0	3970.0	0.98659	0.9798
('326946 230', 'smSalt: 101', 'smName: Afatinib', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	3305.0	3970.0	0.8323	0.7474
('326947 231', 'smSalt: 101', 'smName: Sigma A6730', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	3862.0	3970.0	0.97274	0.95894
('326948 232', 'smSalt: 101', 'smName: Flavopiridol', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	746.0	3970.0	0.18787	-0.2233
('326949 233', 'smSalt: 101', 'smName: AT-7519', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	3020.0	3970.0	0.7607	0.63954
('326950 234', 'smSalt: 101', 'smName: AZD 5438', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	2710.0	3970.0	0.68246	0.5217
('326951 235', 'smSalt: 101', 'smName: AZD-6482', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	3487.0	3970.0	0.87814	0.81644
('326952 236', 'smSalt: 101', 'smName: AZD7762', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	3122.0	3970.0	0.78622	0.67798
('326953 237', 'smSalt: 101', 'smName: AZD8055', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	1601.0	3970.0	0.40327	0.10115
('326954 238', 'smSalt: 101', 'smName: AZD8330', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	3272.0	3970.0	0.82399	0.73488
('326955 239', 'smSalt: 101', 'smName: AZD1152-HQPA', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	1947.0	3970.0	0.4904	0.2324
('326956 240', 'smSalt: 101', 'smName: BI-2536', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	624.0	3970.0	0.15714	-0.26958
('326957 241', 'smSalt: 102', 'smName: BMS345541', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	3830.0	3970.0	0.9646	0.94668
('326958 242', 'smSalt: 101', 'smName: BMS-387032', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	752.0	3970.0	0.18955	-0.22077
('326959 243', 'smSalt: 101', 'smName: GDC-0980', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	1192.0	3970.0	0.30018	-0.054122
('326960 244', 'smSalt: 101', 'smName: NVP-AEW541', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	4223.0	3970.0	1.0635	1.0956
('326961 245', 'smSalt: 101', 'smName: SB590885', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	4088.0	3970.0	1.0296	1.0445
('326962 246', 'smSalt: 101', 'smName: PIK-93', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	4274.0	3970.0	1.0764	1.1151
('326963 247', 'smSalt: 101', 'smName: KIN001-043', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	3439.0	3970.0	0.86605	0.79823
('326964 248', 'smSalt: 101', 'smName: BYL719', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	3247.0	3970.0	0.8177	0.7254
('326965 249', 'smSalt: 101', 'smName: NVP-AUY922', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	949.0	3970.0	0.23899	-0.1463
('326966 250', 'smSalt: 101', 'smName: A443654', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	2004.0	3970.0	0.50475	0.25402
('326967 251', 'smSalt: 102', 'smName: OSI-027', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	3179.0	3970.0	0.80057	0.69961
('326968 252', 'smSalt: 101', 'smName: XMD11-85h', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	4105.0	3970.0	1.0338	1.0509
('326969 253', 'smSalt: 101', 'smName: HG-6-64-01', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	4162.0	3970.0	1.0481	1.0725
('326970 254', 'smSalt: 101', 'smName: WH-4-025', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	2805.0	3970.0	0.70647	0.55786
('326971 255', 'smSalt: 101', 'smName: WZ-4-145', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	3941.0	3970.0	0.99247	0.98865
('326972 256', 'smSalt: 101', 'smName: XMD16-144', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	1362.0	3970.0	0.34308	0.010491
('326973 257', 'smSalt: 101', 'smName: Brivanib', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	3929.0	3970.0	0.98953	0.98423
('326974 258', 'smSalt: 101', 'smName: NVP-BKM120', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	2698.0	3970.0	0.67953	0.51727
('326975 259', 'smSalt: 101', 'smName: BX-912', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	3753.0	3970.0	0.94512	0.91734
('326976 260', 'smSalt: 102', 'smName: Canertinib', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	3516.0	3970.0	0.88552	0.82757
('326977 261', 'smSalt: 101', 'smName: Celastrol', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	3678.0	3970.0	0.9264	0.88914
('326978 262', 'smSalt: 101', 'smName: CGP60474', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	410.0	3970.0	0.10325	-0.35076
('326979 263', 'smSalt: 101', 'smName: CGP60474', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	508.0	3970.0	0.1281	-0.31333
('326980 264', 'smSalt: 101', 'smName: CHIR-99021', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	3888.0	3970.0	0.97912	0.96855
('326981 265', 'smSalt: 101', 'smName: CP724714', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	3663.0	3970.0	0.92246	0.8832
('326982 266', 'smSalt: 101', 'smName: CP466722', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	4028.0	3970.0	1.0145	1.0219
('326983 267', 'smSalt: 101', 'smName: Crizotinib', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	3429.0	3970.0	0.86361	0.79456
('326984 268', 'smSalt: 101', 'smName: CYT387', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	3659.0	3970.0	0.92145	0.88168
('326985 269', 'smSalt: 101', 'smName: Dasatinib', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	1596.0	3970.0	0.40209	0.09938
('326986 270', 'smSalt: 101', 'smName: Dasatinib', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	1773.0	3970.0	0.4465	0.16627
('326987 271', 'smSalt: 101', 'smName: Dovitinib', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	2549.0	3970.0	0.64209	0.46088
('326988 272', 'smSalt: 101', 'smName: Enzastaurin', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	4117.0	3970.0	1.037	1.0557
('326989 273', 'smSalt: 101', 'smName: Erlotinib', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	3961.0	3970.0	0.99759	0.99637
('326990 274', 'smSalt: 101', 'smName: Foretinib', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	1368.0	3970.0	0.34459	0.012767
('326991 275', 'smSalt: 101', 'smName: R406', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	3747.0	3970.0	0.9437	0.91519
('326992 276', 'smSalt: 101', 'smName: GDC-0941', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	2996.0	3970.0	0.75457	0.63031
('326993 277', 'smSalt: 101', 'smName: Gefitinib', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	3831.0	3970.0	0.96493	0.94718
('326994 278', 'smSalt: 101', 'smName: Geldanamycin', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	1009.0	3970.0	0.25427	-0.12329
('326995 279', 'smSalt: 101', 'smName: Geldanamycin', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1334.0	991.0	3970.0	0.24956	-0.13037
('326996 280', 'smSalt: 101', 'smName: GSK1059615', 'clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1334.0	1606.0	3970.0	0.40461	0.10317
