	('cellCount 0',)	('percentApoptoticCells 1',)
('477 158', 'recordedWell: E15', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 3.703706667')	130.0	39.231
('478 159', 'recordedWell: E16', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 11.11111333')	418.0	39.234
('479 160', 'recordedWell: E16', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 11.11111333')	469.0	58.422
('480 161', 'recordedWell: E16', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 11.11111333')	213.0	61.033
('481 162', 'recordedWell: E17', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.005083333')	646.0	23.22
('482 163', 'recordedWell: E17', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.005083333')	505.0	43.168
('483 164', 'recordedWell: E17', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.005083333')	173.0	31.214
('484 165', 'recordedWell: E18', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 11.11111333')	332.0	36.747
('485 166', 'recordedWell: E18', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 11.11111333')	430.0	57.209
('486 167', 'recordedWell: E18', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 11.11111333')	163.0	60.736
('487 168', 'recordedWell: E19', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.005083333')	442.0	43.439
('488 169', 'recordedWell: E19', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.005083333')	259.0	50.579
('489 170', 'recordedWell: E19', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.005083333')	220.0	44.091
('490 171', 'recordedWell: E20', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.045726667')	404.0	40.842
('491 172', 'recordedWell: E20', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.045726667')	217.0	43.318
('492 173', 'recordedWell: E20', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.045726667')	186.0	28.495
('493 174', 'recordedWell: E21', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	531.0	42.373
('494 175', 'recordedWell: E21', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	216.0	38.426
('495 176', 'recordedWell: E21', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	138.0	38.406
('496 177', 'recordedWell: E22', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.045726667')	344.0	51.163
('497 178', 'recordedWell: E22', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.045726667')	276.0	48.913
('498 179', 'recordedWell: E22', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.045726667')	170.0	31.765
('499 180', 'recordedWell: F03', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 11.11111333')	756.0	9.2593
('500 181', 'recordedWell: F03', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 11.11111333')	1197.0	14.871
('501 182', 'recordedWell: F03', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 11.11111333')	1461.0	35.729
('502 183', 'recordedWell: F04', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	485.0	45.979
('503 184', 'recordedWell: F04', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	338.0	47.337
('504 185', 'recordedWell: F04', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	351.0	48.718
('505 186', 'recordedWell: F05', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 11.11111333')	757.0	5.9445
('506 187', 'recordedWell: F05', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 11.11111333')	1743.0	15.032
('507 188', 'recordedWell: F05', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 11.11111333')	1528.0	36.126
('508 189', 'recordedWell: F06', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 11.11111333')	669.0	51.719
('509 190', 'recordedWell: F06', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 11.11111333')	310.0	57.419
('510 191', 'recordedWell: F06', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 11.11111333')	411.0	24.088
('511 192', 'recordedWell: F07', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.015243333')	1048.0	7.6336
('512 193', 'recordedWell: F07', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.015243333')	3390.0	5.4572
('513 194', 'recordedWell: F07', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.015243333')	444.0	45.27
('514 195', 'recordedWell: F08', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 11.11111333')	476.0	58.613
('515 196', 'recordedWell: F08', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 11.11111333')	227.0	57.269
('516 197', 'recordedWell: F08', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 11.11111333')	1020.0	16.765
('517 198', 'recordedWell: F09', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.015243333')	665.0	25.714
('518 199', 'recordedWell: F09', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.015243333')	1109.0	15.69
('519 200', 'recordedWell: F09', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.015243333')	265.0	37.736
('520 201', 'recordedWell: F10', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.015243333')	844.0	14.573
('521 202', 'recordedWell: F10', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.015243333')	1439.0	21.265
('522 203', 'recordedWell: F10', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.015243333')	334.0	41.617
('523 204', 'recordedWell: F11', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	1022.0	18.591
('524 205', 'recordedWell: F11', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	1295.0	25.792
('525 206', 'recordedWell: F11', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	269.0	45.725
('526 207', 'recordedWell: F12', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.015243333')	967.0	9.2037
('527 208', 'recordedWell: F12', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.015243333')	2604.0	7.8725
('528 209', 'recordedWell: F12', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.015243333')	926.0	33.585
('529 210', 'recordedWell: F13', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 3.703706667')	746.0	8.7131
('530 211', 'recordedWell: F13', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 3.703706667')	837.0	21.266
('531 212', 'recordedWell: F13', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 3.703706667')	787.0	50.318
('532 213', 'recordedWell: F14', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	1171.0	8.7959
('533 214', 'recordedWell: F14', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	1179.0	20.017
('534 215', 'recordedWell: F14', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	236.0	38.983
('535 216', 'recordedWell: F15', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 3.703706667')	612.0	11.438
('536 217', 'recordedWell: F15', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 3.703706667')	898.0	22.16
('537 218', 'recordedWell: F15', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 3.703706667')	841.0	52.556
('538 219', 'recordedWell: F16', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 11.11111333')	370.0	45.405
('539 220', 'recordedWell: F16', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 11.11111333')	266.0	62.782
('540 221', 'recordedWell: F16', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 11.11111333')	212.0	45.755
('541 222', 'recordedWell: F17', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.005083333')	811.0	17.756
('542 223', 'recordedWell: F17', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.005083333')	532.0	34.774
('543 224', 'recordedWell: F17', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.005083333')	340.0	38.235
('544 225', 'recordedWell: F18', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 11.11111333')	359.0	50.696
('545 226', 'recordedWell: F18', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 11.11111333')	280.0	63.571
('546 227', 'recordedWell: F18', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 11.11111333')	234.0	44.017
('547 228', 'recordedWell: F19', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.005083333')	385.0	55.065
('548 229', 'recordedWell: F19', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.005083333')	180.0	55.0
('549 230', 'recordedWell: F19', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.005083333')	385.0	45.195
('550 231', 'recordedWell: F20', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.015243333')	320.0	56.875
('551 232', 'recordedWell: F20', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.015243333')	163.0	63.19
('552 233', 'recordedWell: F20', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.015243333')	275.0	51.273
('553 234', 'recordedWell: F21', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	338.0	56.509
('554 235', 'recordedWell: F21', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	179.0	49.162
('555 236', 'recordedWell: F21', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	456.0	38.377
('556 237', 'recordedWell: F22', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.015243333')	275.0	60.727
('557 238', 'recordedWell: F22', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.015243333')	200.0	65.0
('558 239', 'recordedWell: F22', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.015243333')	196.0	48.98
('559 240', 'recordedWell: G03', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 3.703706667')	415.0	63.614
('560 241', 'recordedWell: G03', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 3.703706667')	265.0	70.189
('561 242', 'recordedWell: G03', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 3.703706667')	240.0	50.0
('562 243', 'recordedWell: G04', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	531.0	55.932
('563 244', 'recordedWell: G04', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	196.0	67.347
('564 245', 'recordedWell: G04', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	392.0	38.01
('565 246', 'recordedWell: G05', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 3.703706667')	525.0	60.571
('566 247', 'recordedWell: G05', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 3.703706667')	513.0	39.181
('567 248', 'recordedWell: G05', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 3.703706667')	289.0	50.865
('568 249', 'recordedWell: G06', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 3.703706667')	757.0	32.893
('569 250', 'recordedWell: G06', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 3.703706667')	611.0	66.612
('570 251', 'recordedWell: G06', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 3.703706667')	366.0	77.869
('571 252', 'recordedWell: G07', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.005083333')	723.0	30.152
('572 253', 'recordedWell: G07', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.005083333')	689.0	32.511
('573 254', 'recordedWell: G07', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.005083333')	336.0	42.262
('574 255', 'recordedWell: G08', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 3.703706667')	662.0	36.103
('575 256', 'recordedWell: G08', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 3.703706667')	469.0	67.164
('576 257', 'recordedWell: G08', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 3.703706667')	312.0	69.551
('577 258', 'recordedWell: G09', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.005083333')	832.0	26.442
('578 259', 'recordedWell: G09', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.005083333')	1546.0	20.31
('579 260', 'recordedWell: G09', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.005083333')	401.0	38.155
('580 261', 'recordedWell: G10', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.005083333')	422.0	45.735
('581 262', 'recordedWell: G10', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.005083333')	1273.0	25.295
('582 263', 'recordedWell: G10', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.005083333')	418.0	45.694
('583 264', 'recordedWell: G11', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	884.0	25.566
('584 265', 'recordedWell: G11', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	1728.0	17.245
('585 266', 'recordedWell: G11', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	360.0	43.333
('586 267', 'recordedWell: G12', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.005083333')	860.0	15.0
('587 268', 'recordedWell: G12', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.005083333')	1350.0	27.481
('588 269', 'recordedWell: G12', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.005083333')	943.0	50.371
('589 270', 'recordedWell: G13', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 1.23457')	697.0	35.868
('590 271', 'recordedWell: G13', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 1.23457')	433.0	83.141
('591 272', 'recordedWell: G13', 'day_timepoint: 3', 'cell_clName: COLO-800', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 1.23457')	400.0	53.0
('592 273', 'recordedWell: G14', 'day_timepoint: 1', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	944.0	18.962
('593 274', 'recordedWell: G14', 'day_timepoint: 2', 'cell_clName: COLO-800', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	1054.0	25.332
