	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCount 3',)	('normalizedGrowthRateInhibitionValue 4',)
('CP466722 98', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I10')	1209.0	4211.0	4376.0	0.96226	0.95896
('CP466722 99', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I09')	1209.0	3723.0	3980.0	0.93541	0.92377
('CP466722 100', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I09')	1209.0	4150.0	4252.0	0.97583	0.97321
('CP466722 101', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I09')	1209.0	3600.0	4376.0	0.82264	0.80022
('CP466722 102', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I08')	1209.0	3625.0	3980.0	0.91079	0.89414
('CP466722 103', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I08')	1209.0	3322.0	4252.0	0.78114	0.74538
('CP466722 104', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I08')	1209.0	3050.0	4376.0	0.69696	0.64632
('CP466722 105', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I07')	1209.0	1651.0	3980.0	0.41482	0.19849
('CP466722 106', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I07')	1209.0	1740.0	4252.0	0.40914	0.22197
('CP466722 107', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I07')	1209.0	1837.0	4376.0	0.41978	0.25264
('CP724714 108', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A12')	1209.0	3849.0	3980.0	0.96707	0.9614
('CP724714 109', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A12')	1209.0	3767.0	4252.0	0.88577	0.87064
('CP724714 110', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A12')	1209.0	3823.0	4376.0	0.8736	0.8595
('CP724714 111', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A11')	1209.0	3494.0	3980.0	0.87787	0.854
('CP724714 112', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A11')	1209.0	3586.0	4252.0	0.84321	0.82054
('CP724714 113', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A11')	1209.0	4160.0	4376.0	0.95061	0.94613
('CP724714 114', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A10')	1209.0	3434.0	3980.0	0.8628	0.8354
('CP724714 115', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A10')	1209.0	3365.0	4252.0	0.79125	0.7578
('CP724714 116', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A10')	1209.0	3788.0	4376.0	0.8656	0.8503
('CP724714 117', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A09')	1209.0	3806.0	3980.0	0.95626	0.94862
('CP724714 118', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A09')	1209.0	3515.0	4252.0	0.82652	0.80058
('CP724714 119', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A09')	1209.0	3778.0	4376.0	0.86332	0.84767
('CP724714 120', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A08')	1209.0	3752.0	3980.0	0.9427	0.93248
('CP724714 121', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A08')	1209.0	3783.0	4252.0	0.88953	0.87501
('CP724714 122', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A08')	1209.0	3753.0	4376.0	0.8576	0.84107
('CP724714 123', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A07')	1209.0	2500.0	3980.0	0.62813	0.52581
('CP724714 124', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A07')	1209.0	2873.0	4252.0	0.67556	0.61111
('CP724714 125', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A07')	1209.0	2961.0	4376.0	0.67662	0.62025
('Flavopiridol 126', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A18')	1209.0	702.0	3823.0	0.18363	-0.27943
('Flavopiridol 127', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A18')	1209.0	638.0	4093.0	0.15584	-0.30487
('Flavopiridol 128', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A18')	1209.0	681.0	4121.0	0.16524	-0.27733
('Flavopiridol 129', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A17')	1209.0	586.0	3823.0	0.15328	-0.35371
('Flavopiridol 130', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A17')	1209.0	609.0	4093.0	0.14876	-0.32302
('Flavopiridol 131', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A17')	1209.0	679.0	4121.0	0.16476	-0.27853
('Flavopiridol 132', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A16')	1209.0	595.0	3823.0	0.15564	-0.34775
('Flavopiridol 133', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A16')	1209.0	658.0	4093.0	0.16073	-0.29257
('Flavopiridol 134', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A16')	1209.0	677.0	4121.0	0.16427	-0.27974
('Flavopiridol 135', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A15')	1209.0	672.0	3823.0	0.17578	-0.29814
('Flavopiridol 136', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A15')	1209.0	674.0	4093.0	0.16464	-0.28284
('Flavopiridol 137', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A15')	1209.0	610.0	4121.0	0.14801	-0.32095
('Flavopiridol 138', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A14')	1209.0	688.0	3823.0	0.17996	-0.28812
('Flavopiridol 139', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A14')	1209.0	742.0	4093.0	0.18125	-0.24256
('Flavopiridol 140', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A14')	1209.0	652.0	4121.0	0.15821	-0.2949
('Flavopiridol 141', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A13')	1209.0	763.0	3823.0	0.19958	-0.24234
('Flavopiridol 142', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A13')	1209.0	620.0	4093.0	0.15145	-0.31609
('Flavopiridol 143', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A13')	1209.0	655.0	4121.0	0.15893	-0.29306
('GW843682 144', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B18')	1209.0	2511.0	3823.0	0.65681	0.55264
('GW843682 145', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B18')	1209.0	2450.0	4093.0	0.59846	0.49373
('GW843682 146', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B18')	1209.0	2610.0	4121.0	0.63331	0.54475
('GW843682 147', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B17')	1209.0	1561.0	3823.0	0.40832	0.16607
('GW843682 148', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B17')	1209.0	1590.0	4093.0	0.38839	0.16821
('GW843682 149', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B17')	1209.0	1691.0	4121.0	0.41032	0.20859
('GW843682 150', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B16')	1209.0	1370.0	3823.0	0.35836	0.07791
('GW843682 151', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B16')	1209.0	1540.0	4093.0	0.37617	0.14719
('GW843682 152', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B16')	1209.0	1552.0	4121.0	0.37659	0.15137
('GW843682 153', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B15')	1209.0	1294.0	3823.0	0.33848	0.041485
('GW843682 154', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B15')	1209.0	1383.0	4093.0	0.33782	0.079158
('GW843682 155', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B15')	1209.0	1426.0	4121.0	0.34601	0.097549
('GW843682 156', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B14')	1209.0	1342.0	3823.0	0.35103	0.064586
('GW843682 157', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B14')	1209.0	1323.0	4093.0	0.32317	0.052287
('GW843682 158', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B14')	1209.0	1265.0	4121.0	0.30695	0.025665
('GW843682 159', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B13')	1209.0	2148.0	3823.0	0.56186	0.41327
('GW843682 160', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B13')	1209.0	1676.0	4093.0	0.40939	0.20373
('GW843682 161', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B13')	1209.0	1613.0	4121.0	0.39139	0.17674
('HG-5-113-01 162', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B12')	1209.0	3718.0	3980.0	0.93415	0.92227
('HG-5-113-01 163', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B12')	1209.0	3993.0	4252.0	0.93891	0.9317
('HG-5-113-01 164', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B12')	1209.0	4160.0	4376.0	0.95061	0.94613
('HG-5-113-01 165', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B11')	1209.0	3758.0	3980.0	0.9442	0.93428
('HG-5-113-01 166', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B11')	1209.0	3426.0	4252.0	0.80559	0.7753
('HG-5-113-01 167', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B11')	1209.0	3986.0	4376.0	0.91085	0.90182
('HG-5-113-01 168', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B10')	1209.0	2099.0	3980.0	0.52738	0.37821
('HG-5-113-01 169', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B10')	1209.0	2077.0	4252.0	0.48839	0.34725
('HG-5-113-01 170', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B10')	1209.0	2283.0	4376.0	0.52169	0.40834
('HG-5-113-01 171', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B09')	1209.0	1519.0	3980.0	0.38165	0.14176
('HG-5-113-01 172', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B09')	1209.0	1419.0	4252.0	0.33366	0.092032
('HG-5-113-01 173', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B09')	1209.0	1408.0	4376.0	0.32174	0.085334
('HG-5-113-01 174', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B08')	1209.0	1298.0	3980.0	0.32612	0.041924
('HG-5-113-01 175', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B08')	1209.0	1363.0	4252.0	0.3205	0.068059
('HG-5-113-01 176', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B08')	1209.0	1287.0	4376.0	0.29409	0.034018
('HG-5-113-01 177', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B07')	1209.0	591.0	3980.0	0.14849	-0.34085
('HG-5-113-01 178', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B07')	1209.0	517.0	4252.0	0.12157	-0.37411
('HG-5-113-01 179', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B07')	1209.0	601.0	4376.0	0.13734	-0.31409
('HG-5-88-01 180', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A24')	1209.0	2907.0	3823.0	0.7604	0.69581
('HG-5-88-01 181', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A24')	1209.0	3044.0	4093.0	0.74355	0.68993
('HG-5-88-01 182', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A24')	1209.0	3271.0	4121.0	0.7937	0.75506
('HG-5-88-01 183', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A23')	1209.0	2673.0	3823.0	0.69919	0.61222
('HG-5-88-01 184', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A23')	1209.0	2918.0	4093.0	0.71278	0.6498
('HG-5-88-01 185', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A23')	1209.0	2883.0	4121.0	0.69955	0.63413
('HG-5-88-01 186', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A22')	1209.0	2308.0	3823.0	0.60371	0.47577
('HG-5-88-01 187', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A22')	1209.0	2402.0	4093.0	0.58673	0.47702
('HG-5-88-01 188', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A22')	1209.0	2614.0	4121.0	0.63428	0.54609
('HG-5-88-01 189', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A21')	1209.0	2025.0	3823.0	0.52969	0.36396
('HG-5-88-01 190', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A21')	1209.0	2299.0	4093.0	0.56157	0.44067
('HG-5-88-01 191', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A21')	1209.0	2321.0	4121.0	0.56318	0.44558
('HG-5-88-01 192', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A20')	1209.0	1868.0	3823.0	0.48862	0.29924
('HG-5-88-01 193', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A20')	1209.0	1926.0	4093.0	0.47046	0.30274
