	('measuredProteinValue 0',)
(' 201', 'clName: 184B5', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	1407.444315
(' 202', 'clName: 184B5', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	1183.358427
(' 203', 'clName: 184B5', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	1392.666365
(' 204', 'clName: 184B5', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	69.63576811
(' 205', 'clName: 184B5', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	67.07939286
(' 206', 'clName: 184B5', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	64.37524987
(' 207', 'clName: 184B5', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	67.5704405
(' 208', 'clName: 184B5', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	64.17114706
(' 209', 'clName: 184B5', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	63.81436172
(' 210', 'clName: 184B5', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	202.7339835
(' 211', 'clName: 184B5', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	218.0942216
(' 212', 'clName: 184B5', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	206.4218878
(' 213', 'clName: 184B5', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	199.0691633
(' 214', 'clName: 184B5', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	212.90258
(' 215', 'clName: 184B5', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	203.5709395
(' 216', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	426.1537964
(' 217', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	911.9808088
(' 218', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	403.4072035
(' 219', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	833.2847711
(' 220', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	434.3488219
(' 221', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	1166.487799
(' 222', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	1343.348885
(' 223', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	1928.765639
(' 224', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	905.0629399
(' 225', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	955.4058752
(' 226', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	1102.544042
(' 227', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	1059.120626
(' 228', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	59.34625144
(' 229', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	59.59170536
(' 230', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	82.95998084
(' 231', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	68.55745957
(' 232', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	68.95129799
(' 233', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	70.96673557
(' 234', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	210.4694734
(' 235', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	211.9319185
(' 236', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	208.9538323
(' 237', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	210.9789153
(' 238', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	195.2218298
(' 239', 'clName: 184B5', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	234.2624399
(' 240', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	526.1476751
(' 241', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	673.49031
(' 242', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	422.0132597
(' 243', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	584.4362079
(' 244', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	466.6944425
(' 245', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	695.5890184
(' 246', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	1125.516396
(' 247', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	1339.780022
(' 248', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	908.3170671
(' 249', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	1043.804821
(' 250', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	1198.30047
(' 251', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	1098.816225
(' 252', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	67.35968485
(' 253', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	64.08852166
(' 254', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	99.45506145
(' 255', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	64.00192028
(' 256', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	71.50805586
(' 257', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	61.93564806
(' 258', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	205.353867
(' 259', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	214.9029454
(' 260', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	207.8078006
(' 261', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	203.4916206
(' 262', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	203.8566812
(' 263', 'clName: 184B5', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	207.091102
(' 264', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	404.1748172
(' 265', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	437.3078077
(' 266', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	375.7455765
(' 267', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	391.736268
(' 268', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	508.4826433
(' 269', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	431.1893081
(' 270', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	999.918782
(' 271', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	1379.969599
(' 272', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	1129.413051
(' 273', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	1292.93357
(' 274', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	1330.536466
(' 275', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	1401.589934
(' 276', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	60.96386357
(' 277', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	79.16236163
(' 278', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	70.20787345
(' 279', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	76.69620685
(' 280', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	76.315297
(' 281', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	57.18508633
(' 282', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	199.5104461
(' 283', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	206.4697275
(' 284', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	199.18233
(' 285', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	189.0993463
(' 286', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	192.7099221
(' 287', 'clName: 184B5', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	200.4542517
(' 288', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	446.2544181
(' 289', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	422.0370569
(' 290', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	430.8082997
(' 291', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	484.848292
(' 292', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	459.9716958
(' 293', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	450.0549886
(' 294', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	1277.522388
(' 295', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	1104.547283
(' 296', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	926.5867953
(' 297', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	888.5374601
(' 298', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	1274.166174
(' 299', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	1314.826547
(' 300', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	72.93899496
(' 301', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	80.95871962
(' 302', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	71.12443986
(' 303', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	71.64405895
(' 304', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	61.13637939
(' 305', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	70.7250528
(' 306', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	204.3363964
(' 307', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	206.3861047
(' 308', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	205.7834891
(' 309', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	209.0937359
(' 310', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	201.9646616
(' 311', 'clName: 184B5', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	196.8533507
(' 312', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	451.1065879
(' 313', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	96.21139967
(' 314', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	463.0740973
(' 315', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	460.8082695
(' 316', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	459.3450855
(' 317', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	470.0932016
(' 318', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	1348.413351
(' 319', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	1235.924088
(' 320', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	1084.903458
(' 321', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	898.5492459
(' 322', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	1446.110878
(' 323', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	1151.852106
(' 324', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	60.71041502
(' 325', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	147.8740012
(' 326', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	67.876723
(' 327', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	68.31942323
(' 328', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	59.19498678
(' 329', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	198.6640467
(' 330', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	201.6363734
(' 331', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	215.352992
(' 332', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	207.2682413
(' 333', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	208.73722
(' 334', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	207.095241
(' 335', 'clName: 184B5', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	212.6198688
(' 336', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	353.084345
(' 337', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	384.594397
(' 338', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	438.0368715
(' 339', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	369.0111391
(' 340', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	408.2261015
(' 341', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	414.1613212
(' 342', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	1071.856706
(' 343', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	1107.668901
(' 344', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	936.3726327
(' 345', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	1121.237556
(' 346', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	1352.141399
(' 347', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	1339.784791
(' 348', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	80.54882622
(' 349', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	66.75659986
(' 350', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	71.38891774
(' 351', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	64.20726568
(' 352', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	87.84258674
(' 353', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	66.65749962
(' 354', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	173.5505727
(' 355', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	178.6434244
(' 356', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	184.2624389
(' 357', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	201.5707673
(' 358', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	179.9082664
(' 359', 'clName: 184B5', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	190.3106792
