	('cellCount 0',)	('percentApoptoticCells 1',)	('percentDeadCells 2',)
('3534 95', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E10', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	217.0	42.198864	55.147728
('3535 96', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	514.0	1.570503	2.531208
('3536 97', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	508.0	28.641542	30.548288
('3537 98', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E12', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 1.0')	195.0	25.452301	28.851234
('3538 99', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E12', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	258.0	42.95789	50.709499
('3539 100', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E13', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 1.0')	196.0	22.754297	23.310501
('3540 101', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E13', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	210.0	45.396122	41.451488
('3541 102', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	447.0	1.13513	2.979741
('3542 103', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	536.0	23.716818	23.841208
('3543 104', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E15', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 1.0')	199.0	30.701942	27.447762
('3544 105', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E15', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	192.0	54.419712	48.799789
('3545 106', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E16', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	189.0	30.548269	29.157516
('3546 107', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E16', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	213.0	59.12368	56.373901
('3547 108', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E17', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 1.0')	467.0	1.676772	2.503684
('3548 109', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E17', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 2.0')	506.0	23.69949	25.637217
('3549 110', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E18', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	186.0	35.915188	33.781151
('3550 111', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E18', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	235.0	46.462311	50.519821
('3551 112', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E19', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 1.0')	465.0	1.84702	3.494726
('3552 113', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E19', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 2.0')	515.0	25.332594	24.587973
('3553 114', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E20', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	509.0	2.132948	2.61687
('3554 115', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E20', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	551.0	27.444803	26.189993
('3555 116', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	540.0	1.934691	3.389347
('3556 117', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	426.0	42.434959	40.866798
('3557 118', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E22', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	548.0	2.687431	3.343203
('3558 119', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E22', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	530.0	33.448345	29.803755
('3559 120', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F03', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	456.0	1.140705	3.66673
('3560 121', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F03', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	450.0	14.373138	22.397499
('3561 122', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	561.0	1.668881	2.812438
('3562 123', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	552.0	16.990086	22.220959
('3563 124', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F05', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	522.0	1.369474	3.287121
('3564 125', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F05', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	498.0	18.629454	24.615471
('3565 126', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F06', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	185.0	18.972229	24.515955
('3566 127', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F06', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	249.0	25.511402	45.985851
('3567 128', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F07', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 1.0')	461.0	1.514004	2.753165
('3568 129', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F07', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	518.0	22.63122	24.386232
('3569 130', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F08', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	184.0	19.092861	29.005653
('3570 131', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F08', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	188.0	24.929432	45.571331
('3571 132', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F09', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 1.0')	502.0	1.383102	2.316509
('3572 133', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F09', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	524.0	22.902737	25.426474
('3573 134', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F10', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 1.0')	492.0	1.297551	2.935446
('3574 135', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F10', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	560.0	20.953674	22.346739
('3575 136', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	476.0	1.819994	3.045077
('3576 137', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	511.0	22.029264	24.183571
('3577 138', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F12', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 1.0')	467.0	1.625288	2.284222
('3578 139', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F12', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	498.0	24.532928	25.263083
('3579 140', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F13', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 1.0')	229.0	22.18755	22.580257
('3580 141', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F13', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	235.0	49.779613	41.913357
('3581 142', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	526.0	1.116184	2.126592
('3582 143', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	500.0	21.594538	23.51543
('3583 144', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F15', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 1.0')	223.0	22.041161	24.25354
('3584 145', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F15', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	203.0	50.881554	48.375351
('3585 146', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F16', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	173.0	35.583603	59.229118
('3586 147', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F16', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	193.0	35.863346	65.384193
('3587 148', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F17', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 1.0')	479.0	2.44048	3.625516
('3588 149', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F17', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 2.0')	519.0	25.582176	25.421108
('3589 150', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F18', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	180.0	46.024166	56.023548
('3590 151', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F18', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	177.0	39.599209	63.821293
('3591 152', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F19', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 1.0')	549.0	1.881205	3.367154
('3592 153', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F19', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 2.0')	485.0	25.19986	28.986889
('3593 154', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F20', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 1.0')	181.0	32.223732	44.791874
('3594 155', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F20', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	191.0	38.641197	66.847923
('3595 156', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	536.0	1.830942	3.609478
('3596 157', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	480.0	29.342682	27.764652
('3597 158', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F22', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 1.0')	160.0	37.232456	44.006653
('3598 159', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F22', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	196.0	40.46859	62.979767
('3599 160', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G03', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 1.0')	216.0	19.085552	18.383106
('3600 161', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G03', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	248.0	43.734322	50.297634
('3601 162', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	441.0	1.809043	3.807311
('3602 163', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	530.0	27.117241	30.08584
('3603 164', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G05', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 1.0')	248.0	22.843605	19.432739
('3604 165', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G05', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	302.0	47.850758	52.911057
('3605 166', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G06', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 1.0')	207.0	7.442917	13.907529
('3606 167', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G06', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	176.0	56.077503	60.640465
('3607 168', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G07', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 1.0')	446.0	3.268013	4.010389
('3608 169', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G07', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 2.0')	505.0	22.029339	23.874514
('3609 170', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G08', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 1.0')	198.0	10.466771	18.062185
('3610 171', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G08', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	156.0	62.029881	62.29425
('3611 172', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G09', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 1.0')	417.0	1.67136	3.317816
('3612 173', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G09', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 2.0')	418.0	28.395546	31.704828
