	('totalNumberofCells(Nuclei) 0',)	('numberofApoptoticCells 1',)	('relativeViability 2',)	('meanRelativeViability 3',)	('apoptosisFraction 4',)	('meanApoptosisFraction 5',)
('PLX-4720 99', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 4')	1975.0	233.0	1.0072	1.0031	0.11797	0.12066
('PLX-4720 100', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 1')	1600.0	351.0	0.60773	0.90503	0.21937	0.15858
('PLX-4720 101', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 2')	1831.0	271.0	0.75905	0.90503	0.14801	0.15858
('PLX-4720 102', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 3')	2570.0	368.0	1.0714	0.90503	0.14319	0.15858
('PLX-4720 103', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 4')	2772.0	343.0	1.1819	0.90503	0.12374	0.15858
('PLX-4720 104', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 1')	2471.0	251.0	0.96926	1.085	0.10158	0.08491
('PLX-4720 105', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 2')	2714.0	194.0	1.1002	1.085	0.071481	0.08491
('PLX-4720 106', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 3')	2728.0	221.0	1.0946	1.085	0.081012	0.08491
('PLX-4720 107', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 4')	2945.0	252.0	1.1758	1.085	0.085569	0.08491
('PLX-4720 108', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 1')	1988.0	307.0	0.97189	1.0403	0.15443	0.11934
('PLX-4720 109', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 2')	2082.0	257.0	1.0551	1.0403	0.12344	0.11934
('PLX-4720 110', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 3')	2094.0	231.0	1.0771	1.0403	0.11032	0.11934
('PLX-4720 111', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 4')	2007.0	179.0	1.0569	1.0403	0.089188	0.11934
('PLX-4720 112', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 1')	1968.0	401.0	0.76246	0.92863	0.20376	0.15827
('PLX-4720 113', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 2')	2008.0	355.0	0.80431	0.92863	0.17679	0.15827
('PLX-4720 114', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 3')	2529.0	355.0	1.0578	0.92863	0.14037	0.15827
('PLX-4720 115', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 4')	2523.0	283.0	1.0899	0.92863	0.11217	0.15827
('PLX-4720 116', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 1')	2777.0	157.0	1.1439	1.0994	0.056536	0.068417
('PLX-4720 117', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 2')	2641.0	217.0	1.0583	1.0994	0.082166	0.068417
('PLX-4720 118', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 3')	2778.0	174.0	1.1369	1.0994	0.062635	0.068417
('PLX-4720 119', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 4')	2613.0	189.0	1.0583	1.0994	0.072331	0.068417
('PLX-4720 120', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 1')	1907.0	284.0	0.93835	1.0076	0.14893	0.15253
('PLX-4720 121', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 2')	2021.0	293.0	0.99906	1.0076	0.14498	0.15253
('PLX-4720 122', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 3')	2245.0	377.0	1.08	1.0076	0.16793	0.15253
('PLX-4720 123', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 4')	2057.0	305.0	1.0129	1.0076	0.14827	0.15253
('PLX-4720 124', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 1')	2122.0	316.0	0.87875	1.0106	0.14892	0.10524
('PLX-4720 125', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 2')	2218.0	242.0	0.96147	1.0106	0.10911	0.10524
('PLX-4720 126', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 3')	2511.0	244.0	1.1031	1.0106	0.097172	0.10524
('PLX-4720 127', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 4')	2418.0	159.0	1.0992	1.0106	0.065757	0.10524
('PLX-4720 128', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 1')	2073.0	69.0	0.87495	0.93739	0.033285	0.035393
('PLX-4720 129', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 2')	2304.0	100.0	0.96227	0.93739	0.043403	0.035393
('PLX-4720 130', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 3')	2300.0	79.0	0.9697	0.93739	0.034348	0.035393
('PLX-4720 131', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 4')	2227.0	68.0	0.94263	0.93739	0.030534	0.035393
('PLX-4720 132', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 1')	1973.0	326.0	0.95223	0.94211	0.16523	0.17369
('PLX-4720 133', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 2')	1982.0	341.0	0.94876	0.94211	0.17205	0.17369
('PLX-4720 134', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 3')	2025.0	391.0	0.94471	0.94211	0.19309	0.17369
('PLX-4720 135', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 4')	1910.0	314.0	0.92274	0.94211	0.1644	0.17369
('PLX-4720 136', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 1')	1854.0	281.0	0.76538	0.85746	0.15156	0.14311
('PLX-4720 137', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 2')	1860.0	308.0	0.75516	0.85746	0.16559	0.14311
('PLX-4720 138', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 3')	2288.0	288.0	0.97315	0.85746	0.12587	0.14311
('PLX-4720 139', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 4')	2210.0	286.0	0.93617	0.85746	0.12941	0.14311
('PLX-4720 140', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 1')	1393.0	337.0	0.46105	0.51607	0.24192	0.21461
('PLX-4720 141', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 2')	1482.0	315.0	0.50952	0.51607	0.21255	0.21461
('PLX-4720 142', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 3')	1549.0	345.0	0.52567	0.51607	0.22272	0.21461
('PLX-4720 143', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 4')	1589.0	288.0	0.56802	0.51607	0.18125	0.21461
('PLX-4720 144', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 1')	1929.0	469.0	0.84411	0.82359	0.24313	0.2452
('PLX-4720 145', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 2')	1949.0	537.0	0.81636	0.82359	0.27553	0.2452
('PLX-4720 146', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 3')	1814.0	427.0	0.80191	0.82359	0.23539	0.2452
('PLX-4720 147', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 4')	1861.0	422.0	0.83197	0.82359	0.22676	0.2452
('PLX-4720 148', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 1')	1558.0	719.0	0.40824	0.45422	0.46149	0.46527
('PLX-4720 149', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 2')	1581.0	885.0	0.33866	0.45422	0.55977	0.46527
('PLX-4720 150', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 3')	1923.0	772.0	0.56005	0.45422	0.40146	0.46527
('PLX-4720 151', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 4')	1866.0	818.0	0.50993	0.45422	0.43837	0.46527
('PLX-4720 152', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 1')	937.0	599.0	0.14757	0.18174	0.63927	0.61917
('PLX-4720 153', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 2')	1088.0	688.0	0.17464	0.18174	0.63235	0.61917
('PLX-4720 154', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 3')	1109.0	685.0	0.18512	0.18174	0.61767	0.61917
('PLX-4720 155', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 4')	1219.0	716.0	0.21961	0.18174	0.58737	0.61917
('PLX-4720 156', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 1')	1770.0	516.0	0.72501	0.69278	0.29153	0.29047
('PLX-4720 157', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 2')	1777.0	592.0	0.68512	0.69278	0.33315	0.29047
('PLX-4720 158', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 3')	1520.0	387.0	0.65506	0.69278	0.25461	0.29047
('PLX-4720 159', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 4')	1702.0	481.0	0.70593	0.69278	0.28261	0.29047
('PLX-4720 160', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 1')	1504.0	1209.0	0.14354	0.15497	0.80386	0.78396
('PLX-4720 161', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 2')	1321.0	1073.0	0.12067	0.15497	0.81226	0.78396
('PLX-4720 162', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 3')	1443.0	1101.0	0.16641	0.15497	0.76299	0.78396
('PLX-4720 163', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 4')	1599.0	1210.0	0.18928	0.15497	0.75672	0.78396
('PLX-4720 164', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 1')	873.0	773.0	0.04366	0.06691	0.88545	0.81335
('PLX-4720 165', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 2')	820.0	631.0	0.082518	0.06691	0.76951	0.81335
('PLX-4720 166', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 3')	856.0	729.0	0.055449	0.06691	0.85164	0.81335
('PLX-4720 167', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 4')	778.0	581.0	0.086011	0.06691	0.74679	0.81335
('AZ-628 168', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.00316', 'timePoint: 24', 'replicate: 1')	2282.0	195.0	1.2066	1.0868	0.085451	0.088646
('AZ-628 169', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.00316', 'timePoint: 24', 'replicate: 2')	2319.0	203.0	1.2234	1.0868	0.087538	0.088646
('AZ-628 170', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.00316', 'timePoint: 24', 'replicate: 3')	1783.0	165.0	0.93546	1.0868	0.092541	0.088646
('AZ-628 171', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.00316', 'timePoint: 24', 'replicate: 4')	1864.0	166.0	0.98172	1.0868	0.089056	0.088646
('AZ-628 172', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.00316', 'timePoint: 48', 'replicate: 1')	2574.0	263.0	1.1245	1.1683	0.10218	0.086454
('AZ-628 173', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.00316', 'timePoint: 48', 'replicate: 2')	2432.0	229.0	1.0719	1.1683	0.094161	0.086454
('AZ-628 174', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.00316', 'timePoint: 48', 'replicate: 3')	2780.0	201.0	1.2549	1.1683	0.072302	0.086454
('AZ-628 175', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.00316', 'timePoint: 48', 'replicate: 4')	2721.0	210.0	1.2218	1.1683	0.077178	0.086454
('AZ-628 176', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.00316', 'timePoint: 72', 'replicate: 1')	1962.0	179.0	0.77846	0.99185	0.091233	0.082931
('AZ-628 177', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.00316', 'timePoint: 72', 'replicate: 2')	2241.0	176.0	0.90159	0.99185	0.078536	0.082931
('AZ-628 178', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.00316', 'timePoint: 72', 'replicate: 3')	2977.0	256.0	1.188	0.99185	0.085993	0.082931
('AZ-628 179', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.00316', 'timePoint: 72', 'replicate: 4')	2725.0	207.0	1.0994	0.99185	0.075963	0.082931
('AZ-628 180', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 1')	2299.0	252.0	1.1835	1.1216	0.10961	0.12765
('AZ-628 181', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 2')	2199.0	325.0	1.0835	1.1216	0.14779	0.12765
('AZ-628 182', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 3')	2168.0	256.0	1.1054	1.1216	0.11808	0.12765
('AZ-628 183', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 4')	2228.0	301.0	1.1141	1.1216	0.1351	0.12765
('AZ-628 184', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 1')	2389.0	230.0	1.0505	1.1445	0.096275	0.10333
('AZ-628 185', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 2')	2205.0	279.0	0.93714	1.1445	0.12653	0.10333
('AZ-628 186', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 3')	3067.0	264.0	1.3639	1.1445	0.086078	0.10333
('AZ-628 187', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: C32', 'clCenterSpecificID: 50112', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 4')	2815.0	294.0	1.2267	1.1445	0.10444	0.10333
