	('meanTotalCellCountBeforeTreatment 0',)	('meanTotalCellCountAfterTreatment 1',)	('meanTotalControlCellCount 2',)	('meanRelativeCellCount 3',)	('meanNormalizedGrowthRateInhibitionValue 4',)
('474167 77', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10018', 'smallmolecule_smLincsID: LSM-1018', 'smallmolecule_smName: Neratinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	1235.0	1169.0	4267.0	0.27408	-0.031193
('474168 78', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10019', 'smallmolecule_smLincsID: LSM-5674', 'smallmolecule_smName: JW-7-24-1', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1235.0	2487.0	4056.0	0.61291	0.50297
('474169 79', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10019', 'smallmolecule_smLincsID: LSM-5674', 'smallmolecule_smName: JW-7-24-1', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1235.0	2410.0	4056.0	0.59428	0.47654
('474170 80', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10019', 'smallmolecule_smLincsID: LSM-5674', 'smallmolecule_smName: JW-7-24-1', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1235.0	1837.0	4056.0	0.45278	0.26002
('474171 81', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10019', 'smallmolecule_smLincsID: LSM-5674', 'smallmolecule_smName: JW-7-24-1', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	1235.0	1666.0	4056.0	0.41062	0.1902
('474172 82', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10019', 'smallmolecule_smLincsID: LSM-5674', 'smallmolecule_smName: JW-7-24-1', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1235.0	1581.0	4056.0	0.39037	0.15502
('474173 83', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10019', 'smallmolecule_smLincsID: LSM-5674', 'smallmolecule_smName: JW-7-24-1', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	1235.0	962.0	4056.0	0.23758	-0.13605
('474174 84', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1235.0	2621.0	4267.0	0.61574	0.52348
('474175 85', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1235.0	1127.0	4056.0	0.27808	-0.051961
('474176 86', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1235.0	1273.0	4267.0	0.29876	0.017302
('474177 87', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1235.0	989.0	4056.0	0.24423	-0.12184
('474178 88', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1235.0	906.0	4267.0	0.21269	-0.15887
('474179 89', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1235.0	972.0	4056.0	0.23952	-0.13082
('474180 90', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	1235.0	999.0	4267.0	0.23439	-0.11225
('474181 91', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	1235.0	1065.0	4056.0	0.26306	-0.083111
('474182 92', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1235.0	972.0	4267.0	0.22797	-0.12566
('474183 93', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1235.0	916.0	4056.0	0.22602	-0.16008
('474184 94', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	1235.0	918.0	4267.0	0.215	-0.15382
('474185 95', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	1235.0	786.0	4056.0	0.19383	-0.23167
('474186 96', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10021', 'smallmolecule_smLincsID: LSM-1021', 'smallmolecule_smName: Tozasertib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1235.0	1440.0	4267.0	0.33769	0.08936
('474187 97', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10021', 'smallmolecule_smLincsID: LSM-1021', 'smallmolecule_smName: Tozasertib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1235.0	1383.0	4267.0	0.32441	0.065272
('474188 98', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10021', 'smallmolecule_smLincsID: LSM-1021', 'smallmolecule_smName: Tozasertib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1235.0	1483.0	4267.0	0.34791	0.10785
('474189 99', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10021', 'smallmolecule_smLincsID: LSM-1021', 'smallmolecule_smName: Tozasertib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	1235.0	1368.0	4267.0	0.32075	0.058647
('474190 100', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10021', 'smallmolecule_smLincsID: LSM-1021', 'smallmolecule_smName: Tozasertib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1235.0	1433.0	4267.0	0.33654	0.087166
('474191 101', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10021', 'smallmolecule_smLincsID: LSM-1021', 'smallmolecule_smName: Tozasertib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	1235.0	1318.0	4267.0	0.30928	0.036917
('474192 102', 'smallmolecule_smSalt: 103', 'smallmolecule_smCenterCompoundID: 10023', 'smallmolecule_smLincsID: LSM-1023', 'smallmolecule_smName: Imatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1235.0	4481.0	4056.0	1.1045	1.1187
('474193 103', 'smallmolecule_smSalt: 103', 'smallmolecule_smCenterCompoundID: 10023', 'smallmolecule_smLincsID: LSM-1023', 'smallmolecule_smName: Imatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1235.0	4463.0	4056.0	1.1009	1.1145
('474194 104', 'smallmolecule_smSalt: 103', 'smallmolecule_smCenterCompoundID: 10023', 'smallmolecule_smLincsID: LSM-1023', 'smallmolecule_smName: Imatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1235.0	4629.0	4056.0	1.142	1.1596
('474195 105', 'smallmolecule_smSalt: 103', 'smallmolecule_smCenterCompoundID: 10023', 'smallmolecule_smLincsID: LSM-1023', 'smallmolecule_smName: Imatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	1235.0	4431.0	4056.0	1.0919	1.1043
('474196 106', 'smallmolecule_smSalt: 103', 'smallmolecule_smCenterCompoundID: 10023', 'smallmolecule_smLincsID: LSM-1023', 'smallmolecule_smName: Imatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1235.0	4335.0	4056.0	1.0693	1.0789
('474197 107', 'smallmolecule_smSalt: 103', 'smallmolecule_smCenterCompoundID: 10023', 'smallmolecule_smLincsID: LSM-1023', 'smallmolecule_smName: Imatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	1235.0	3826.0	4056.0	0.94309	0.931
('474198 108', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1235.0	2633.0	4056.0	0.64987	0.5548
('474199 109', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1235.0	1410.0	4056.0	0.34784	0.080269
('474200 110', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1235.0	1196.0	4056.0	0.29493	-0.018711
('474201 111', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	1235.0	1065.0	4056.0	0.26301	-0.083418
('474202 112', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1235.0	1021.0	4056.0	0.25152	-0.10583
('474203 113', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	1235.0	1168.0	4056.0	0.28811	-0.031928
('474204 114', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1235.0	4211.0	4267.0	0.98874	0.98763
('474205 115', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1235.0	604.0	4056.0	0.14868	-0.34248
('474206 116', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1235.0	774.0	4267.0	0.18118	-0.23112
('474207 117', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1235.0	587.0	4056.0	0.14484	-0.352
('474208 118', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1235.0	777.0	4267.0	0.18219	-0.22857
('474209 119', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1235.0	592.0	4056.0	0.14606	-0.34906
('474210 120', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	1235.0	861.0	4267.0	0.20243	-0.18508
('474211 121', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	1235.0	551.0	4056.0	0.13584	-0.37557
('474212 122', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1235.0	673.0	4267.0	0.15759	-0.28955
('474213 123', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1235.0	514.0	4056.0	0.12693	-0.40086
('474214 124', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	1235.0	670.0	4267.0	0.15725	-0.28989
('474215 125', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	1235.0	383.0	4056.0	0.094467	-0.49468
('474216 126', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10026', 'smallmolecule_smLincsID: LSM-1026', 'smallmolecule_smName: PD173074', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1235.0	4512.0	4056.0	1.1128	1.1288
('474217 127', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10026', 'smallmolecule_smLincsID: LSM-1026', 'smallmolecule_smName: PD173074', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1235.0	4427.0	4056.0	1.092	1.1053
('474218 128', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10026', 'smallmolecule_smLincsID: LSM-1026', 'smallmolecule_smName: PD173074', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1235.0	4506.0	4056.0	1.1119	1.1274
('474219 129', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10026', 'smallmolecule_smLincsID: LSM-1026', 'smallmolecule_smName: PD173074', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	1235.0	4692.0	4056.0	1.1566	1.1765
('474220 130', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10026', 'smallmolecule_smLincsID: LSM-1026', 'smallmolecule_smName: PD173074', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1235.0	4840.0	4056.0	1.1932	1.2169
('474221 131', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10026', 'smallmolecule_smLincsID: LSM-1026', 'smallmolecule_smName: PD173074', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	1235.0	3129.0	4056.0	0.77156	0.71868
('474222 132', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10027', 'smallmolecule_smLincsID: LSM-1027', 'smallmolecule_smName: Crizotinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1235.0	3325.0	4267.0	0.77942	0.73868
('474223 133', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10027', 'smallmolecule_smLincsID: LSM-1027', 'smallmolecule_smName: Crizotinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1235.0	3061.0	4267.0	0.718	0.66177
('474224 134', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10027', 'smallmolecule_smLincsID: LSM-1027', 'smallmolecule_smName: Crizotinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1235.0	2485.0	4267.0	0.58241	0.47799
('474225 135', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10027', 'smallmolecule_smLincsID: LSM-1027', 'smallmolecule_smName: Crizotinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	1235.0	1641.0	4267.0	0.38449	0.17149
('474226 136', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10027', 'smallmolecule_smLincsID: LSM-1027', 'smallmolecule_smName: Crizotinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1235.0	1243.0	4267.0	0.29126	0.0030345
('474227 137', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10027', 'smallmolecule_smLincsID: LSM-1027', 'smallmolecule_smName: Crizotinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	1235.0	750.0	4267.0	0.17552	-0.24472
('474228 138', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10028', 'smallmolecule_smLincsID: LSM-1028', 'smallmolecule_smName: BMS345541', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1235.0	4482.0	4056.0	1.1046	1.1188
('474229 139', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10028', 'smallmolecule_smLincsID: LSM-1028', 'smallmolecule_smName: BMS345541', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1235.0	4307.0	4056.0	1.0614	1.0705
('474230 140', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10028', 'smallmolecule_smLincsID: LSM-1028', 'smallmolecule_smName: BMS345541', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1235.0	3766.0	4056.0	0.92907	0.91223
('474231 141', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10028', 'smallmolecule_smLincsID: LSM-1028', 'smallmolecule_smName: BMS345541', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	1235.0	2068.0	4056.0	0.51049	0.34978
('474232 142', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10028', 'smallmolecule_smLincsID: LSM-1028', 'smallmolecule_smName: BMS345541', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1235.0	975.0	4056.0	0.2404	-0.12891
('474233 143', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10028', 'smallmolecule_smLincsID: LSM-1028', 'smallmolecule_smName: BMS345541', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	1235.0	866.0	4056.0	0.2132	-0.18845
('474234 144', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10031', 'smallmolecule_smLincsID: LSM-1031', 'smallmolecule_smName: KIN001-043', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1235.0	3928.0	4056.0	0.96854	0.96324
('474235 145', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10031', 'smallmolecule_smLincsID: LSM-1031', 'smallmolecule_smName: KIN001-043', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1235.0	3752.0	4056.0	0.92644	0.91175
('474236 146', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10031', 'smallmolecule_smLincsID: LSM-1031', 'smallmolecule_smName: KIN001-043', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1235.0	3856.0	4056.0	0.95058	0.94147
