	('MeanIntensityDAPI 0',)	('ElongationFactor 1',)	('MeanIntensityAlexa488 2',)	('MeanIntensityAlexa555 3',)	('TotalIntensityAlexa555 4',)	('MeanIntensityAlexa647 5',)	('Area 6',)	('Z 7',)	('SpotCellCount 8',)	('TotalIntensityDAPI 9',)	('MeanIntensityDAPIMedNorm 10',)	('MeanIntensityAlexa488MedNorm 11',)	('MeanIntensityAlexa555MedNorm 12',)	('TotalIntensityAlexa555MedNorm 13',)	('MeanIntensityAlexa647MedNorm 14',)	('TotalIntensityDAPIMedNorm 15',)	('SpotCellCountMedNorm 16',)	('RadialPosition 17',)	('Density 18',)	('EdUPositiveProportion 19',)	('CVElongationFactor 20',)	('CVZ 21',)	('CVRadialPosition 22',)	('CVDensity 23',)	('CVEdUPositiveProportion 24',)	('LoessSCC 25',)
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 50', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: CADH15_P55291', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:   9', 'ECMp: CADH15')	285.57	1.86	179.845	55.966	179533.0	5.214	3709.0	5756.0	11.0	873398.0	0.5328	1.6318	1.0431	0.71344	0.6185	0.37344	0.26829	95.711	0.74604	0.0	0.123539	0.0007065	0.246166	0.44572	1.5107	1.0415
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 51', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: CD44_P16070', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  13', 'ECMp: CD44')	253.96	1.733	152.967	54.426	196126.0	4.559	4114.0	5750.0	11.0	916801.0	0.4738	1.388	1.0144	0.77938	0.5409	0.392	0.26829	116.946	0.49736	0.0	0.129011	0.001395	0.137152	0.36293	3.6056	0.9841
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 52', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: CDH1_P12830', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  13', 'ECMp: CDH1')	272.24	1.779	153.927	52.039	200083.0	4.587	3818.0	5754.0	10.0	914015.0	0.5079	1.3967	0.9699	0.7951	0.5442	0.39081	0.2439	118.419	0.68387	0.0	0.08551	0.001028	0.233762	0.60285	2.1333	0.9828
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 53', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: CDH20_Q9HBT6', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  15', 'ECMp: CDH20')	269.81	1.787	152.556	52.639	206759.0	4.589	3882.0	5750.0	11.0	1000346.0	0.5034	1.3842	0.9811	0.82163	0.5444	0.42772	0.26829	114.119	0.74604	0.0	0.075675	0.001348	0.213771	0.40914	2.7956	0.9678
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 54', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: CDH3_P22223', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:   8', 'ECMp: CDH3')	282.4	1.731	177.466	51.653	168455.0	5.004	3224.0	5752.0	10.5	1088760.0	0.5269	1.6103	0.9627	0.66942	0.5937	0.46552	0.2561	93.29	0.71495	0.0	0.038057	0.0007137	0.30684	0.36687	2.8284	0.9993
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 55', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: CDH6_P55285', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  14', 'ECMp: CDH6')	271.14	1.854	150.682	54.724	207948.0	5.191	3932.0	5751.0	9.5	1018902.0	0.5059	1.3672	1.02	0.82636	0.6159	0.43565	0.23171	112.145	0.49736	0.0	0.100919	0.001618	0.268544	0.44907	3.7417	0.9499
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 56', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: CDH8_P55286', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  14', 'ECMp: CDH8')	281.16	1.751	144.885	50.87	194981.0	4.77	3995.0	5754.0	11.0	1272968.0	0.5246	1.3146	0.9481	0.77483	0.566	0.54428	0.26829	118.068	0.6217	0.0	0.165114	0.00201	0.157169	0.57324	2.0107	0.9646
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 57', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: CEACAM6_P40199', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  15', 'ECMp: CEACAM6')	276.23	1.788	152.571	53.197	207274.0	4.823	3870.0	5750.0	9.0	1043206.0	0.5154	1.3844	0.9915	0.82368	0.5722	0.44604	0.21951	103.041	0.55953	0.0	0.060576	0.00181	0.216078	0.72714	1.7953	0.9647
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 58', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: COL1', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  12', 'ECMp: COL1')	255.06	1.723	160.958	53.04	193008.0	4.931	3780.0	5748.0	10.5	872408.0	0.4759	1.4605	0.9886	0.76699	0.5851	0.37302	0.2561	112.061	0.6217	0.0	0.058422	0.001346	0.178982	0.34816	2.3831	0.9312
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 59', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: COL23A1_Q86Y22', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  13', 'ECMp: COL23A1')	272.7	1.827	149.912	55.222	225792.0	4.512	4440.0	5749.0	8.0	1276562.0	0.5088	1.3602	1.0292	0.89727	0.5353	0.54582	0.19512	99.112	0.68387	0.0	0.055103	0.001219	0.262558	0.5547	3.6056	0.9796
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 60', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: COL2A1_P02458', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  11', 'ECMp: COL2A1')	265.47	1.82	149.377	48.671	216244.0	4.764	4398.0	5749.0	11.0	910751.0	0.4953	1.3554	0.9072	0.85933	0.5652	0.38941	0.26829	119.047	0.6217	0.0	0.060552	0.001025	0.223496	0.46187	3.3166	0.9451
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 61', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: COL3A1_P02461', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  13', 'ECMp: COL3A1')	230.44	1.773	151.19	53.16	207989.0	4.832	3870.0	5752.0	8.0	945475.0	0.4299	1.3718	0.9908	0.82652	0.5733	0.40426	0.19512	119.732	0.43519	0.0	0.11911	0.001127	0.122158	0.53207	1.606	1.0668
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 62', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: COL4A1_P02462', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  15', 'ECMp: COL4A1')	255.4	1.843	144.813	51.308	179207.0	4.627	3740.0	5749.0	12.0	799839.0	0.4765	1.314	0.9563	0.71215	0.5489	0.34199	0.29268	107.284	0.74604	0.0	0.113184	0.001529	0.253236	0.58028	2.9711	1.0863
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 63', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: COL5A1_P20908', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  12', 'ECMp: COL5A1')	282.86	1.808	166.313	52.723	210461.0	4.924	3404.0	5754.0	9.5	987464.0	0.5278	1.5091	0.9827	0.83634	0.5842	0.42221	0.23171	110.214	0.6217	0.0	0.107129	0.001609	0.300625	0.60015	2.8147	0.9222
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 64', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: DCN_P07585', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  12', 'ECMp: DCN')	298.42	1.744	165.746	52.922	184767.0	5.095	3358.0	5754.0	8.5	846744.0	0.5568	1.5039	0.9864	0.73424	0.6045	0.36204	0.20732	93.299	0.49736	0.0	0.089382	0.00161	0.162233	0.27626	1.8941	1.0138
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 65', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: DSG2_Q14126', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  17', 'ECMp: DSG2')	264.02	1.785	150.443	53.445	216795.0	4.695	3967.0	5751.0	10.0	985515.0	0.4926	1.3651	0.9961	0.86151	0.557	0.42138	0.2439	101.73	0.6217	0.0	0.082028	0.00166	0.239177	0.4725	4.1231	0.9619
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 66', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: ECM1_Q16610', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  18', 'ECMp: ECM1')	288.44	1.794	162.391	52.59	186520.0	5.097	3848.0	5752.0	9.0	940029.0	0.5382	1.4735	0.9802	0.7412	0.6047	0.40193	0.21951	110.435	0.49736	0.0	0.074301	0.001733	0.322784	0.54225	2.4418	0.9967
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 67', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: FN1_P02751', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  12', 'ECMp: FN1')	289.49	1.875	156.44	54.984	219334.0	4.729	3838.0	5754.0	9.0	1065142.0	0.5401	1.4195	1.0248	0.8716	0.561	0.45542	0.21951	117.591	0.49736	0.0	0.063943	0.001531	0.208411	0.33861	1.8544	0.932
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 68', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: GAP43_P17677', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  16', 'ECMp: GAP43')	254.15	1.864	156.69	50.235	198568.0	4.665	3812.0	5751.0	8.0	949764.0	0.4742	1.4217	0.9363	0.78908	0.5535	0.40609	0.19512	103.163	0.49736	0.0	0.11901	0.001637	0.268864	0.56629	2.3037	0.8732
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 69', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: HyA500K', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  15', 'ECMp: HyA500K')	237.25	1.859	164.332	55.496	202527.0	4.719	3722.0	5750.0	13.0	931779.0	0.4427	1.4911	1.0343	0.80482	0.5599	0.3984	0.31707	117.691	0.74604	0.0	0.049625	0.001512	0.274391	0.44807	1.7011	1.0104
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 70', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: HyA50K', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  13', 'ECMp: HyA50K')	257.14	1.793	140.078	52.199	167450.0	4.633	3953.0	5750.0	13.0	819320.0	0.4798	1.271	0.9729	0.66542	0.5497	0.35032	0.31707	115.103	0.87038	0.0	0.061345	0.001316	0.147729	0.58628	3.6056	0.9887
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 71', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: ICAM1_P05362', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  15', 'ECMp: ICAM1')	275.89	1.811	147.513	50.994	194693.0	4.896	3621.0	5755.0	10.0	959168.0	0.5147	1.3385	0.9504	0.77368	0.5809	0.41011	0.2439	95.04	0.6217	0.0	0.060725	0.001581	0.252398	0.58568	2.0846	1.1486
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 72', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: INGAVB2', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:   9', 'ECMp: INGAVB2')	271.89	1.781	143.737	53.753	219996.0	4.765	4191.0	5752.0	9.0	1404732.0	0.5073	1.3042	1.0019	0.87423	0.5654	0.60062	0.21951	99.364	0.68387	0.0	0.099158	0.001323	0.267123	0.43032		1.0088
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 73', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: ITGA10B1', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  12', 'ECMp: ITGA10B1')	238.14	1.728	151.644	50.905	206872.0	4.362	4100.0	5749.0	9.5	827701.0	0.4443	1.376	0.9488	0.82208	0.5176	0.3539	0.23171	101.139	0.55953	0.0	0.07014	0.00102	0.279524	0.40821	2.4375	1.0152
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 74', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: ITGA2B1', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  15', 'ECMp: ITGA2B1')	249.67	1.82	161.115	54.506	205774.0	4.891	4005.0	5751.0	8.0	1029025.0	0.4658	1.4619	1.0159	0.81772	0.5803	0.43998	0.19512	104.008	0.6217	0.0	0.055111	0.001526	0.125158	0.33211	3.0732	1.0305
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 75', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: ITGA3B1', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  14', 'ECMp: ITGA3B1')	297.1	1.885	156.768	51.309	198356.0	4.891	3765.0	5751.0	7.5	925277.0	0.5543	1.4224	0.9563	0.78824	0.5803	0.39562	0.18293	105.599	0.49736	0.0	0.149106	0.001076	0.177139	1.41682	3.7417	0.9689
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 76', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: ITGA4B1', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  12', 'ECMp: ITGA4B1')	259.38	1.749	160.12	52.584	201015.0	4.498	3966.0	5751.0	10.5	966706.0	0.4839	1.4529	0.9801	0.79881	0.5336	0.41333	0.2561	89.383	0.74604	0.0	0.075711	0.001104	0.302346	0.45039	2.4863	1.0212
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 77', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: ITGA6B4', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  13', 'ECMp: ITGA6B4')	279.81	1.768	154.521	57.342	237713.0	4.929	4440.0	5751.0	8.0	1212033.0	0.5221	1.4021	1.0688	0.94464	0.5848	0.51823	0.19512	96.427	0.6217	0.0	0.075539	0.001568	0.188518	0.41433	2.1214	1.0005
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 78', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: ITGA9B1', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  11', 'ECMp: ITGA9B1')	248.97	1.77	149.705	52.041	169027.0	4.429	3588.0	5751.0	13.0	891666.0	0.4645	1.3584	0.97	0.67169	0.5255	0.38125	0.31707	105.766	0.87038	0.0	0.116002	0.001626	0.161728	0.55463	2.2329	1.1681
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 79', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: ITGAMB2', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  11', 'ECMp: ITGAMB2')	285.43	1.731	165.285	52.706	218554.0	4.704	4002.0	5756.0	8.0	1080300.0	0.5325	1.4997	0.9824	0.8685	0.5581	0.4619	0.19512	94.367	0.6217	0.0	0.073838	0.0009714	0.224669	0.55109		1.0371
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 80', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: LAMA3_Q16787', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  12', 'ECMp: LAMA3')	253.47	1.694	160.631	49.819	202642.0	4.578	4156.0	5756.0	10.0	1129270.0	0.4729	1.4575	0.9285	0.80527	0.5431	0.48284	0.2439	122.021	0.49736	0.0	0.101177	0.0008822	0.174053	0.70784	2.351	0.9645
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 81', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: LAMB1_P07942', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  15', 'ECMp: LAMB1')	262.69	1.796	141.997	52.489	224026.0	4.982	3900.0	5752.0	10.0	1203380.0	0.4901	1.2884	0.9783	0.89025	0.5911	0.51453	0.2439	114.919	0.49736	0.1	0.093554	0.001504	0.16357	0.71568	1.1366	0.9541
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 82', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: LUM_P51884', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  15', 'ECMp: LUM')	263.49	1.862	157.882	55.261	190460.0	4.829	3560.0	5755.0	10.0	816330.0	0.4916	1.4326	1.03	0.75686	0.573	0.34904	0.2439	122.635	0.49736	0.0	0.078929	0.00177	0.25189	0.77998	1.86	1.0458
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 83', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: NID1_P14543', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:   1', 'ECMp: NID1')	264.58	1.823	168.911	59.27	154279.0	5.724	2678.0	5739.0	6.0	657869.0	0.4936	1.5326	1.1047	0.61308	0.6792	0.28129	0.14634	125.164	0.12434	0.0						1.2806
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 84', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: OMD_Q99983', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:   9', 'ECMp: OMD')	281.44	1.786	166.057	53.15	218043.0	4.845	3938.0	5755.0	9.0	921079.0	0.5251	1.5067	0.9906	0.86647	0.5748	0.39383	0.21951	95.422	0.49736	0.0	0.066401	0.001332	0.261808	0.38491		1.0582
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 85', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: PECAM1_P16284', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  12', 'ECMp: PECAM1')	242.75	1.872	154.606	50.15	240898.0	4.658	4617.0	5751.0	8.5	1251808.0	0.4529	1.4028	0.9347	0.9573	0.5526	0.53524	0.20732	107.054	0.6217	0.0	0.09462	0.001404	0.213106	0.47973	2.5926	0.9313
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 86', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: POSTN_ Q15063', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  13', 'ECMp: POSTN')	281.46	1.765	151.24	51.85	180934.0	4.434	4031.0	5749.0	10.0	842187.0	0.5251	1.3723	0.9664	0.71901	0.5261	0.36009	0.2439	107.07	0.6217	0.0	0.057754	0.001425	0.183332	0.37387	2.1152	1.034
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 87', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: SPARC_ P09486', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  11', 'ECMp: SPARC')	279.49	1.808	161.493	52.013	205818.0	4.939	3779.0	5753.0	9.0	1007087.0	0.5215	1.4653	0.9694	0.8179	0.586	0.4306	0.21951	124.777	0.43519	0.0	0.087438	0.00123	0.167737	0.52403	1.8945	1.0002
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 88', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: SPP1_P10451', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  13', 'ECMp: SPP1')	248.9	1.798	154.448	53.797	190013.0	4.812	4146.0	5752.0	9.0	865237.0	0.4644	1.4014	1.0027	0.75509	0.5709	0.36995	0.21951	106.033	0.49736	0.0	0.126999	0.001122	0.18061	0.52053	3.6056	1.0064
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 89', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: THBS1_P07996', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  10', 'ECMp: THBS1')	291.33	1.869	153.41	52.207	205478.0	4.781	3914.0	5750.0	11.5	939754.0	0.5436	1.392	0.973	0.81654	0.5672	0.40181	0.28049	101.625	0.71495	0.0	0.07247	0.00204	0.250126	0.5665	2.3522	0.9574
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 90', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: TNC_P24821', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  13', 'ECMp: TNC')	249.17	1.827	153.123	53.542	191942.0	4.714	3778.0	5749.0	13.0	873314.0	0.4649	1.3894	0.9979	0.76275	0.5593	0.3734	0.31707	115.371	0.80821	0.0	0.065277	0.001623	0.185487	0.41472	1.4657	0.9536
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 91', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: VCAM1_P19320', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:   9', 'ECMp: VCAM1')	301.96	1.739	197.625	57.387	207687.0	5.162	3631.0	5755.0	7.0	1046649.0	0.5634	1.7932	1.0696	0.82532	0.6124	0.44752	0.17073	82.672	0.6217	0.0	0.119123	0.001031	0.354307	0.51208	2.2573	0.9806
('ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101 92', 'id: ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101', 'ECMpAnnotID: VTN_P04004', 'Well: B01', 'Ligand: ANGPT2', 'ReplicateCount:  12', 'ECMp: VTN')	264.33	1.852	159.049	55.484	219226.0	4.971	4064.0	5752.0	9.0	951179.0	0.4932	1.4431	1.0341	0.87118	0.5898	0.4067	0.21951	92.051	0.55953	0.055556	0.130623	0.001097	0.188013	0.33621	1.2739	0.9518
('AREG_P15514-RnDSystems_262AR100CF_WY0911062 93', 'id: AREG_P15514-RnDSystems_262AR100CF_WY0911062', 'ECMpAnnotID: ALCAM_Q13740', 'Well: B01', 'Ligand: AREG', 'ReplicateCount:  13', 'ECMp: ALCAM')	225.39	1.868	126.615	58.07	191595.0	4.646	3089.0	5753.0	9.0	745910.0	0.5931	1.2536	1.0437	0.83379	0.5299	0.50869	0.2093	96.934	0.6217	0.0	0.058174	0.001363	0.160818	0.54044	1.9415	1.0601
('AREG_P15514-RnDSystems_262AR100CF_WY0911062 94', 'id: AREG_P15514-RnDSystems_262AR100CF_WY0911062', 'ECMpAnnotID: BCAN_ Q96GW7', 'Well: B01', 'Ligand: AREG', 'ReplicateCount:  11', 'ECMp: BCAN')	209.16	1.89	137.787	56.235	168860.0	4.636	3484.0	5754.0	9.0	598620.0	0.5504	1.3642	1.0107	0.73485	0.5287	0.40824	0.2093	116.199	0.49736	0.0	0.125225	0.001367	0.244836	0.4453	1.5657	0.9896
('AREG_P15514-RnDSystems_262AR100CF_WY0911062 95', 'id: AREG_P15514-RnDSystems_262AR100CF_WY0911062', 'ECMpAnnotID: BGN_ P21810', 'Well: B01', 'Ligand: AREG', 'ReplicateCount:  11', 'ECMp: BGN')	193.7	1.859	140.024	52.548	200629.0	4.655	3585.0	5757.0	12.0	683944.0	0.5097	1.3864	0.9445	0.87311	0.5309	0.46643	0.27907	113.37	0.74604	0.0	0.074643	0.001452	0.171947	0.36705	2.2786	1.0091
('AREG_P15514-RnDSystems_262AR100CF_WY0911062 96', 'id: AREG_P15514-RnDSystems_262AR100CF_WY0911062', 'ECMpAnnotID: CADH15_P55291', 'Well: B01', 'Ligand: AREG', 'ReplicateCount:   7', 'ECMp: CADH15')	220.44	1.763	133.583	50.965	160838.0	4.802	2958.0	5757.0	11.0	607588.0	0.5801	1.3226	0.916	0.69994	0.5477	0.41436	0.25581	103.134	0.55953	0.076923	0.061756	0.001045	0.178518	0.50482	1.1661	1.0714
('AREG_P15514-RnDSystems_262AR100CF_WY0911062 97', 'id: AREG_P15514-RnDSystems_262AR100CF_WY0911062', 'ECMpAnnotID: CD44_P16070', 'Well: B01', 'Ligand: AREG', 'ReplicateCount:  13', 'ECMp: CD44')	220.26	1.81	124.888	53.152	164338.0	4.487	3165.0	5753.0	13.0	601751.0	0.5796	1.2365	0.9553	0.71517	0.5118	0.41038	0.30233	113.595	0.74604	0.0	0.037283	0.001095	0.151433	0.49201	2.3815	0.9869
('AREG_P15514-RnDSystems_262AR100CF_WY0911062 98', 'id: AREG_P15514-RnDSystems_262AR100CF_WY0911062', 'ECMpAnnotID: CDH1_P12830', 'Well: B01', 'Ligand: AREG', 'ReplicateCount:  14', 'ECMp: CDH1')	212.22	1.851	122.543	55.92	176890.0	4.55	3096.0	5755.0	13.5	609814.0	0.5585	1.2133	1.0051	0.7698	0.519	0.41587	0.31395	117.46	0.77712	0.0	0.077535	0.001038	0.142168	0.57735	2.7025	1.0801
('AREG_P15514-RnDSystems_262AR100CF_WY0911062 99', 'id: AREG_P15514-RnDSystems_262AR100CF_WY0911062', 'ECMpAnnotID: CDH20_Q9HBT6', 'Well: B01', 'Ligand: AREG', 'ReplicateCount:  13', 'ECMp: CDH20')	223.37	1.805	151.517	59.778	178546.0	4.855	3182.0	5755.0	13.0	745158.0	0.5878	1.5002	1.0744	0.77701	0.5537	0.50817	0.30233	108.05	0.74604	0.0	0.092229	0.001315	0.233494	0.76077	1.4556	1.0157
('AREG_P15514-RnDSystems_262AR100CF_WY0911062 100', 'id: AREG_P15514-RnDSystems_262AR100CF_WY0911062', 'ECMpAnnotID: CDH3_P22223', 'Well: B01', 'Ligand: AREG', 'ReplicateCount:  11', 'ECMp: CDH3')	226.55	1.815	129.739	56.665	198965.0	4.509	3510.0	5754.0	12.0	683436.0	0.5962	1.2845	1.0185	0.86587	0.5142	0.46608	0.27907	104.577	0.68387	0.0	0.077409	0.0007855	0.126753	0.69098	2.1639	0.9533
('AREG_P15514-RnDSystems_262AR100CF_WY0911062 101', 'id: AREG_P15514-RnDSystems_262AR100CF_WY0911062', 'ECMpAnnotID: CDH6_P55285', 'Well: B01', 'Ligand: AREG', 'ReplicateCount:  12', 'ECMp: CDH6')	224.27	1.872	136.651	57.585	202936.0	4.497	3553.0	5751.0	14.0	798047.0	0.5902	1.353	1.035	0.88315	0.5129	0.54424	0.32558	114.644	0.74604	0.0	0.076783	0.001393	0.176753	0.47318	2.5386	1.1261
