	('meanTotalCellCountBeforeTreatment 0',)	('meanTotalCellCountAfterTreatment 1',)	('meanTotalControlCellCount 2',)	('meanRelativeCellCountAfterTreatment 3',)	('meanRelativeGrowthRateAfterTreatment 4',)
('330951 95', 'smCenterCompoundID: 10056', 'smSalt: 101', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1097.0	3709.0	3769.0	0.98403	0.97747
('330952 96', 'smCenterCompoundID: 10052', 'smSalt: 101', 'smLincsID: LSM-1052', 'smName: Rapamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1097.0	2367.0	3769.0	0.62802	0.47528
('330953 97', 'smCenterCompoundID: 10008', 'smSalt: 101', 'smLincsID: LSM-1008', 'smName: Sorafenib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1097.0	3411.0	3769.0	0.90506	0.86608
('330954 98', 'smCenterCompoundID: 10119', 'smSalt: 101', 'smLincsID: LSM-1119', 'smName: SU11274', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1097.0	4164.0	3769.0	1.1048	1.1479
('330955 99', 'smCenterCompoundID: 10141', 'smSalt: 101', 'smLincsID: LSM-1142', 'smName: TG 101348', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1097.0	4106.0	3769.0	1.0894	1.1262
('330956 100', 'smCenterCompoundID: 10171', 'smSalt: 101', 'smLincsID: LSM-1172', 'smName: TGX221', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1097.0	3685.0	3769.0	0.97775	0.96861
('330957 101', 'smCenterCompoundID: 10079', 'smSalt: 101', 'smLincsID: LSM-1079', 'smName: Torin1', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1097.0	1514.0	3769.0	0.40173	0.15608
('330958 102', 'smCenterCompoundID: 10080', 'smSalt: 101', 'smLincsID: LSM-1080', 'smName: Torin2', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1097.0	969.0	3769.0	0.25706	-0.047995
('330959 103', 'smCenterCompoundID: 10021', 'smSalt: 101', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1097.0	2027.0	3769.0	0.53791	0.34817
('330960 104', 'smCenterCompoundID: 10142', 'smSalt: 101', 'smLincsID: LSM-1143', 'smName: Trametinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1097.0	3045.0	3769.0	0.80779	0.72887
('330961 105', 'smCenterCompoundID: 10111', 'smSalt: 101', 'smLincsID: LSM-1111', 'smName: TWS119', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1097.0	3861.0	3769.0	1.0244	1.0345
('330962 106', 'smCenterCompoundID: 10068', 'smSalt: 101', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1097.0	3679.0	3769.0	0.97616	0.96637
('330963 107', 'smCenterCompoundID: 10481', 'smSalt: 101', 'smLincsID: ', 'smName: Withaferin A', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1097.0	4114.0	3769.0	1.0915	1.129
('330964 108', 'smCenterCompoundID: 10481', 'smSalt: 101', 'smLincsID: ', 'smName: Withaferin A', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1097.0	3946.0	3769.0	1.0469	1.0662
('330965 109', 'smCenterCompoundID: 10064', 'smSalt: 101', 'smLincsID: LSM-1064', 'smName: WYE-125132', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1097.0	1767.0	3769.0	0.46876	0.25063
('330966 110', 'smCenterCompoundID: 10084', 'smSalt: 101', 'smLincsID: LSM-5970', 'smName: WZ3105', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1097.0	1794.0	3769.0	0.4761	0.26098
('330967 111', 'smCenterCompoundID: 10086', 'smSalt: 101', 'smLincsID: LSM-1086', 'smName: XMD11-50', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1097.0	2981.0	3769.0	0.7909	0.70504
('330968 112', 'smCenterCompoundID: 10149', 'smSalt: 102', 'smLincsID: LSM-1150', 'smName: Y39983', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1097.0	3422.0	3769.0	0.9078	0.86995
('330969 113', 'smCenterCompoundID: 10109', 'smSalt: 101', 'smLincsID: LSM-1109', 'smName: YM 201636', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1097.0	4179.0	3769.0	1.1087	1.1534
('330970 114', 'smCenterCompoundID: 10053', 'smSalt: 101', 'smLincsID: LSM-1053', 'smName: ZSTK474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1097.0	3487.0	3769.0	0.92514	0.8944
('330971 115', 'smCenterCompoundID: 10133', 'smSalt: 101', 'smLincsID: LSM-5742', 'smName: Afatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	3032.0	3769.0	0.80443	0.72413
('330972 116', 'smCenterCompoundID: 10035', 'smSalt: 101', 'smLincsID: LSM-1035', 'smName: Sigma A6730', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3378.0	3769.0	0.89631	0.85373
('330973 117', 'smCenterCompoundID: 10011', 'smSalt: 101', 'smLincsID: LSM-1011', 'smName: Flavopiridol', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	613.0	3769.0	0.1628	-0.18096
('330974 118', 'smCenterCompoundID: 10004', 'smSalt: 101', 'smLincsID: LSM-1004', 'smName: AT-7519', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	1875.0	3769.0	0.49759	0.29129
('330975 119', 'smCenterCompoundID: 10158', 'smSalt: 101', 'smLincsID: LSM-1159', 'smName: AZD 5438', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	2250.0	3769.0	0.59707	0.43162
('330976 120', 'smCenterCompoundID: 10059', 'smSalt: 101', 'smLincsID: LSM-1059', 'smName: AZD-6482', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3269.0	3769.0	0.86739	0.81294
('330977 121', 'smCenterCompoundID: 10006', 'smSalt: 101', 'smLincsID: LSM-1006', 'smName: AZD7762', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	2846.0	3769.0	0.755	0.6544
('330978 122', 'smCenterCompoundID: 10007', 'smSalt: 101', 'smLincsID: LSM-1007', 'smName: AZD8055', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	1170.0	3769.0	0.31038	0.027222
('330979 123', 'smCenterCompoundID: 10164', 'smSalt: 101', 'smLincsID: LSM-1165', 'smName: AZD8330', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	2907.0	3769.0	0.77136	0.67748
('330980 124', 'smCenterCompoundID: 10067', 'smSalt: 101', 'smLincsID: LSM-1067', 'smName: AZD1152-HQPA', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	2171.0	3769.0	0.57602	0.40193
('330981 125', 'smCenterCompoundID: 10041', 'smSalt: 101', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	846.0	3769.0	0.22461	-0.093773
('330982 126', 'smCenterCompoundID: 10028', 'smSalt: 102', 'smLincsID: LSM-1028', 'smName: BMS345541', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	3421.0	3769.0	0.90772	0.86982
('330983 127', 'smCenterCompoundID: 10132', 'smSalt: 101', 'smLincsID: LSM-1132', 'smName: BMS-387032', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	1048.0	3769.0	0.27811	-0.018307
('330984 128', 'smCenterCompoundID: 10234', 'smSalt: 101', 'smLincsID: LSM-4257', 'smName: GDC-0980', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	984.0	3769.0	0.26113	-0.042257
('330985 129', 'smCenterCompoundID: 10122', 'smSalt: 101', 'smLincsID: LSM-1122', 'smName: NVP-AEW541', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3912.0	3769.0	1.0378	1.0533
('330986 130', 'smCenterCompoundID: 10046', 'smSalt: 101', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3896.0	3769.0	1.0337	1.0476
('330987 131', 'smCenterCompoundID: 10190', 'smSalt: 101', 'smLincsID: LSM-1191', 'smName: PIK-93', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	4017.0	3769.0	1.0656	1.0926
('330988 132', 'smCenterCompoundID: 10031', 'smSalt: 101', 'smLincsID: LSM-1031', 'smName: KIN001-043', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	3483.0	3769.0	0.92399	0.89277
('330989 133', 'smCenterCompoundID: 10233', 'smSalt: 101', 'smLincsID: LSM-4256', 'smName: BYL719', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3808.0	3769.0	1.0103	1.0145
('330990 134', 'smCenterCompoundID: 10161', 'smSalt: 101', 'smLincsID: LSM-1162', 'smName: NVP-AUY922', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	1164.0	3769.0	0.30897	0.025226
('330991 135', 'smCenterCompoundID: 10045', 'smSalt: 101', 'smLincsID: LSM-1045', 'smName: A443654', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	1500.0	3769.0	0.3981	0.15096
('330992 136', 'smCenterCompoundID: 10063', 'smSalt: 102', 'smLincsID: LSM-1063', 'smName: OSI-027', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	2885.0	3769.0	0.76535	0.669
('330993 137', 'smCenterCompoundID: 10087', 'smSalt: 101', 'smLincsID: LSM-5577', 'smName: XMD11-85h', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	3201.0	3769.0	0.84918	0.78725
('330994 138', 'smCenterCompoundID: 10017', 'smSalt: 101', 'smLincsID: LSM-6015', 'smName: HG-6-64-01', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	2796.0	3769.0	0.74174	0.63569
('330995 139', 'smCenterCompoundID: 10039', 'smSalt: 101', 'smLincsID: LSM-5431', 'smName: WH-4-025', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3344.0	3769.0	0.8872	0.84088
('330996 140', 'smCenterCompoundID: 10082', 'smSalt: 101', 'smLincsID: LSM-5545', 'smName: WZ-4-145', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	2948.0	3769.0	0.78206	0.69257
('330997 141', 'smCenterCompoundID: 10091', 'smSalt: 101', 'smLincsID: LSM-6299', 'smName: XMD16-144', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	1569.0	3769.0	0.41632	0.17666
('330998 142', 'smCenterCompoundID: 10177', 'smSalt: 101', 'smLincsID: LSM-1178', 'smName: Brivanib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3567.0	3769.0	0.94645	0.92446
('330999 143', 'smCenterCompoundID: 10147', 'smSalt: 101', 'smLincsID: LSM-1148', 'smName: NVP-BKM120', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3018.0	3769.0	0.80072	0.71889
('331000 144', 'smCenterCompoundID: 10055', 'smSalt: 101', 'smLincsID: LSM-1055', 'smName: BX-912', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3707.0	3769.0	0.9835	0.97672
('331001 145', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	3273.0	3769.0	0.86845	0.81444
('331002 146', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	3935.0	3769.0	1.0439	1.0619
('331003 147', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	932.0	3769.0	0.24733	-0.061716
('331004 148', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	663.0	3769.0	0.17597	-0.16238
('331005 149', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	3254.0	3769.0	0.86332	0.8072
('331006 150', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3658.0	3769.0	0.97059	0.95851
('331007 151', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	4048.0	3769.0	1.074	1.1045
('331008 152', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3563.0	3769.0	0.94521	0.92271
('331009 153', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3476.0	3769.0	0.92231	0.8904
('331010 154', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	2306.0	3769.0	0.61183	0.45245
('331011 155', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	1455.0	3769.0	0.38617	0.13412
('331012 156', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	2546.0	3769.0	0.67541	0.54214
('331013 157', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	4042.0	3769.0	1.0723	1.102
('331014 158', 'smCenterCompoundID: 10097', 'smSalt: 101', 'smLincsID: LSM-1097', 'smName: Erlotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3281.0	3769.0	0.8704	0.81718
('331015 159', 'smCenterCompoundID: 10157', 'smSalt: 101', 'smLincsID: LSM-1158', 'smName: Foretinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3635.0	3769.0	0.96431	0.94965
('331016 160', 'smCenterCompoundID: 10040', 'smSalt: 101', 'smLincsID: LSM-1040', 'smName: R406', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	3598.0	3769.0	0.95467	0.93606
('331017 161', 'smCenterCompoundID: 10047', 'smSalt: 101', 'smLincsID: LSM-1047', 'smName: GDC-0941', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	2576.0	3769.0	0.68355	0.55361
('331018 162', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	3197.0	3769.0	0.84811	0.78575
('331019 163', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	1238.0	3769.0	0.32851	0.052793
('331020 164', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	1049.0	3769.0	0.27846	-0.017808
('331021 165', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	2863.0	3769.0	0.75951	0.66076
('331022 166', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	2383.0	3769.0	0.63217	0.48114
('331023 167', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	3289.0	3769.0	0.87252	0.82018
('331024 168', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	729.0	3769.0	0.19339	-0.13781
('331025 169', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	2905.0	3769.0	0.77083	0.67673
('331026 170', 'smCenterCompoundID: 10014', 'smSalt: 101', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	2174.0	3769.0	0.57682	0.40306
('331027 171', 'smCenterCompoundID: 10015', 'smSalt: 101', 'smLincsID: LSM-5982', 'smName: HG-5-113-01', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3485.0	3769.0	0.92452	0.89352
('331028 172', 'smCenterCompoundID: 10016', 'smSalt: 101', 'smLincsID: LSM-5245', 'smName: HG-5-88-01', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	3491.0	3769.0	0.92628	0.89602
('331029 173', 'smCenterCompoundID: 10023', 'smSalt: 103', 'smLincsID: LSM-1023', 'smName: Imatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	3779.0	3769.0	1.0026	1.0037
('331030 174', 'smCenterCompoundID: 10100', 'smSalt: 101', 'smLincsID: LSM-36386', 'smName: JNK-9L', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	2972.0	3769.0	0.78843	0.70155
('331031 175', 'smCenterCompoundID: 10019', 'smSalt: 101', 'smLincsID: LSM-5674', 'smName: JW-7-24-1', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	3059.0	3769.0	0.81151	0.73411
('331032 176', 'smCenterCompoundID: 10051', 'smSalt: 104', 'smLincsID: LSM-1051', 'smName: Lapatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	3280.0	3769.0	0.87031	0.81706
('331033 177', 'smCenterCompoundID: 10115', 'smSalt: 102', 'smLincsID: LSM-1115', 'smName: LDN-193189', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3388.0	3769.0	0.89887	0.85735
('331034 178', 'smCenterCompoundID: 10182', 'smSalt: 101', 'smLincsID: LSM-1183', 'smName: Linifanib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	3763.0	3769.0	0.99827	0.99755
('331035 179', 'smCenterCompoundID: 10135', 'smSalt: 101', 'smLincsID: LSM-1135', 'smName: Linsitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3616.0	3769.0	0.95927	0.94254
('331036 180', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	1136.0	3769.0	0.30136	0.014499
('331037 181', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	1149.0	3769.0	0.30499	0.019613
('331038 182', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	2986.0	3769.0	0.79232	0.70704
('331039 183', 'smCenterCompoundID: 10018', 'smSalt: 101', 'smLincsID: LSM-1018', 'smName: Neratinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	2626.0	3769.0	0.69681	0.57232
('331040 184', 'smCenterCompoundID: 10099', 'smSalt: 101', 'smLincsID: LSM-1099', 'smName: Nilotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	4002.0	3769.0	1.0618	1.0872
('331041 185', 'smCenterCompoundID: 10151', 'smSalt: 101', 'smLincsID: LSM-1152', 'smName: BIBF-1120', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1097.0	3389.0	3769.0	0.89923	0.85785
('331042 186', 'smCenterCompoundID: 10061', 'smSalt: 101', 'smLincsID: LSM-1061', 'smName: NU7441', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1097.0	3754.0	3769.0	0.99588	0.99419
