	('cellCount 0',)	('eduPositive 1',)	('mpm2Positive 2',)	('eduPositiveNonMitotic 3',)	('eduPositiveMitotic 4',)
('29661 158', 'smName: MPS-1-IN-1', 'clName: 5637', 'recordedWell: E15', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	45.0	13.333	0.0	13.333	0.0
('29662 159', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: E16', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	78.0	62.821	0.0	62.821	0.0
('29663 160', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: E16', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	42.0	40.476	0.0	40.476	0.0
('29664 161', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: E16', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	25.0	24.0	0.0	24.0	0.0
('29665 162', 'smName: MPS-1-IN-1', 'clName: 5637', 'recordedWell: E17', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	112.0	89.286	1.7857	89.091	100.0
('29666 163', 'smName: MPS-1-IN-1', 'clName: 5637', 'recordedWell: E17', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	257.0	87.549	1.9455	87.302	100.0
('29667 164', 'smName: MPS-1-IN-1', 'clName: 5637', 'recordedWell: E17', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	536.0	88.433	1.6791	88.235	100.0
('29668 165', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: E18', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	68.0	76.471	1.4706	76.119	100.0
('29669 166', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: E18', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	67.0	44.776	0.0	44.776	0.0
('29670 167', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: E18', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	29.0	20.69	0.0	20.69	0.0
('29671 168', 'smName: MPS-1-IN-1', 'clName: 5637', 'recordedWell: E19', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	152.0	89.474	1.3158	89.333	100.0
('29672 169', 'smName: MPS-1-IN-1', 'clName: 5637', 'recordedWell: E19', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	308.0	89.61	2.2727	89.369	100.0
('29673 170', 'smName: MPS-1-IN-1', 'clName: 5637', 'recordedWell: E19', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	572.0	90.035	0.6993	89.965	100.0
('29674 171', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: E20', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	173.0	94.22	2.3121	94.083	100.0
('29675 172', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: E20', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	345.0	89.565	1.1594	89.443	100.0
('29676 173', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: E20', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	506.0	86.759	0.59289	86.68	100.0
('29677 174', 'smName: ', 'clName: 5637', 'recordedWell: E21', 'timepoint: 1', 'assayCompoundConcentration: ')	171.0	94.737	2.3392	94.611	100.0
('29678 175', 'smName: ', 'clName: 5637', 'recordedWell: E21', 'timepoint: 2', 'assayCompoundConcentration: ')	289.0	85.467	3.4602	84.946	100.0
('29679 176', 'smName: ', 'clName: 5637', 'recordedWell: E21', 'timepoint: 3', 'assayCompoundConcentration: ')	659.0	89.226	2.4279	89.114	93.75
('29680 177', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: E22', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	169.0	91.124	1.7751	91.566	66.667
('29681 178', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: E22', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	252.0	83.333	1.9841	82.996	100.0
('29682 179', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: E22', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	516.0	88.372	1.1628	88.431	83.333
('29683 180', 'smName: GW843682', 'clName: 5637', 'recordedWell: F03', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	120.0	86.667	0.0	86.667	0.0
('29684 181', 'smName: GW843682', 'clName: 5637', 'recordedWell: F03', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	294.0	90.816	0.68027	90.753	100.0
('29685 182', 'smName: GW843682', 'clName: 5637', 'recordedWell: F03', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	503.0	86.879	1.1928	86.922	83.333
('29686 183', 'smName: ', 'clName: 5637', 'recordedWell: F04', 'timepoint: 1', 'assayCompoundConcentration: ')	159.0	93.711	0.62893	93.671	100.0
('29687 184', 'smName: ', 'clName: 5637', 'recordedWell: F04', 'timepoint: 2', 'assayCompoundConcentration: ')	237.0	93.671	0.42194	93.644	100.0
('29688 185', 'smName: ', 'clName: 5637', 'recordedWell: F04', 'timepoint: 3', 'assayCompoundConcentration: ')	752.0	92.287	0.93085	92.215	100.0
('29689 186', 'smName: GW843682', 'clName: 5637', 'recordedWell: F05', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	97.0	91.753	0.0	91.753	0.0
('29690 187', 'smName: GW843682', 'clName: 5637', 'recordedWell: F05', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	189.0	85.185	1.0582	85.027	100.0
('29691 188', 'smName: GW843682', 'clName: 5637', 'recordedWell: F05', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	489.0	75.051	0.818	74.845	100.0
('29692 189', 'smName: Tozasertib', 'clName: 5637', 'recordedWell: F06', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	48.0	54.167	0.0	54.167	0.0
('29693 190', 'smName: Tozasertib', 'clName: 5637', 'recordedWell: F06', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	31.0	29.032	0.0	29.032	0.0
('29694 191', 'smName: Tozasertib', 'clName: 5637', 'recordedWell: F06', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	63.0	42.857	0.0	42.857	0.0
('29695 192', 'smName: GW843682', 'clName: 5637', 'recordedWell: F07', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	155.0	92.903	2.5806	92.715	100.0
('29696 193', 'smName: GW843682', 'clName: 5637', 'recordedWell: F07', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	303.0	91.419	1.9802	91.246	100.0
('29697 194', 'smName: GW843682', 'clName: 5637', 'recordedWell: F07', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	552.0	90.761	0.9058	90.676	100.0
('29698 195', 'smName: Tozasertib', 'clName: 5637', 'recordedWell: F08', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	94.0	55.319	1.0638	54.839	100.0
('29699 196', 'smName: Tozasertib', 'clName: 5637', 'recordedWell: F08', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	104.0	41.346	0.96154	41.748	0.0
('29700 197', 'smName: Tozasertib', 'clName: 5637', 'recordedWell: F08', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	82.0	31.707	1.2195	30.864	100.0
('29701 198', 'smName: GW843682', 'clName: 5637', 'recordedWell: F09', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	176.0	82.386	1.1364	82.184	100.0
('29702 199', 'smName: GW843682', 'clName: 5637', 'recordedWell: F09', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	355.0	92.394	0.56338	92.351	100.0
('29703 200', 'smName: GW843682', 'clName: 5637', 'recordedWell: F09', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	461.0	88.72	1.0846	88.596	100.0
('29704 201', 'smName: Tozasertib', 'clName: 5637', 'recordedWell: F10', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	191.0	91.623	1.5707	91.489	100.0
('29705 202', 'smName: Tozasertib', 'clName: 5637', 'recordedWell: F10', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	243.0	90.947	1.6461	91.213	75.0
('29706 203', 'smName: Tozasertib', 'clName: 5637', 'recordedWell: F10', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	466.0	82.189	0.42918	82.112	100.0
('29707 204', 'smName: ', 'clName: 5637', 'recordedWell: F11', 'timepoint: 1', 'assayCompoundConcentration: ')	86.0	82.558	1.1628	82.353	100.0
('29708 205', 'smName: ', 'clName: 5637', 'recordedWell: F11', 'timepoint: 2', 'assayCompoundConcentration: ')	256.0	90.625	1.1719	90.514	100.0
('29709 206', 'smName: ', 'clName: 5637', 'recordedWell: F11', 'timepoint: 3', 'assayCompoundConcentration: ')	451.0	86.475	1.9956	86.199	100.0
('29710 207', 'smName: Tozasertib', 'clName: 5637', 'recordedWell: F12', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	179.0	91.061	2.2346	90.857	100.0
('29711 208', 'smName: Tozasertib', 'clName: 5637', 'recordedWell: F12', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	296.0	91.892	3.0405	91.638	100.0
('29712 209', 'smName: Tozasertib', 'clName: 5637', 'recordedWell: F12', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	685.0	91.971	1.3139	91.864	100.0
('29713 210', 'smName: XMD-12', 'clName: 5637', 'recordedWell: F13', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	143.0	75.524	1.3986	75.887	50.0
('29714 211', 'smName: XMD-12', 'clName: 5637', 'recordedWell: F13', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	47.0	17.021	2.1277	17.391	0.0
('29715 212', 'smName: XMD-12', 'clName: 5637', 'recordedWell: F13', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	32.0	25.0	0.0	25.0	0.0
('29716 213', 'smName: ', 'clName: 5637', 'recordedWell: F14', 'timepoint: 1', 'assayCompoundConcentration: ')	174.0	96.552	1.1494	96.512	100.0
('29717 214', 'smName: ', 'clName: 5637', 'recordedWell: F14', 'timepoint: 2', 'assayCompoundConcentration: ')	230.0	90.0	1.3043	89.868	100.0
('29718 215', 'smName: ', 'clName: 5637', 'recordedWell: F14', 'timepoint: 3', 'assayCompoundConcentration: ')	430.0	85.116	2.5581	84.726	100.0
('29719 216', 'smName: XMD-12', 'clName: 5637', 'recordedWell: F15', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	101.0	70.297	0.9901	70.0	100.0
('29720 217', 'smName: XMD-12', 'clName: 5637', 'recordedWell: F15', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	54.0	33.333	1.8519	32.075	100.0
('29721 218', 'smName: XMD-12', 'clName: 5637', 'recordedWell: F15', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	29.0	20.69	0.0	20.69	0.0
('29722 219', 'smName: Taxol', 'clName: 5637', 'recordedWell: F16', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	63.0	77.778	9.5238	77.193	83.333
('29723 220', 'smName: Taxol', 'clName: 5637', 'recordedWell: F16', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	38.0	13.158	0.0	13.158	0.0
('29724 221', 'smName: Taxol', 'clName: 5637', 'recordedWell: F16', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	19.0	5.2632	0.0	5.2632	0.0
('29725 222', 'smName: XMD-12', 'clName: 5637', 'recordedWell: F17', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	131.0	93.893	2.2901	93.75	100.0
('29726 223', 'smName: XMD-12', 'clName: 5637', 'recordedWell: F17', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	261.0	90.421	0.38314	90.385	100.0
('29727 224', 'smName: XMD-12', 'clName: 5637', 'recordedWell: F17', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	538.0	83.457	0.55762	83.551	66.667
('29728 225', 'smName: Taxol', 'clName: 5637', 'recordedWell: F18', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	53.0	79.245	15.094	77.778	87.5
('29729 226', 'smName: Taxol', 'clName: 5637', 'recordedWell: F18', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	18.0	5.5556	0.0	5.5556	0.0
('29730 227', 'smName: Taxol', 'clName: 5637', 'recordedWell: F18', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	31.0	16.129	3.2258	13.333	100.0
('29731 228', 'smName: XMD-12', 'clName: 5637', 'recordedWell: F19', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	209.0	94.258	0.0	94.258	0.0
('29732 229', 'smName: XMD-12', 'clName: 5637', 'recordedWell: F19', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	370.0	95.676	1.3514	95.616	100.0
('29733 230', 'smName: XMD-12', 'clName: 5637', 'recordedWell: F19', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	514.0	90.856	1.9455	90.675	100.0
('29734 231', 'smName: Taxol', 'clName: 5637', 'recordedWell: F20', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	67.0	77.612	17.91	76.364	83.333
('29735 232', 'smName: Taxol', 'clName: 5637', 'recordedWell: F20', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	24.0	20.833	4.1667	17.391	100.0
('29736 233', 'smName: Taxol', 'clName: 5637', 'recordedWell: F20', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	27.0	0.0	0.0	0.0	0.0
('29737 234', 'smName: ', 'clName: 5637', 'recordedWell: F21', 'timepoint: 1', 'assayCompoundConcentration: ')	146.0	86.986	1.3699	86.806	100.0
('29738 235', 'smName: ', 'clName: 5637', 'recordedWell: F21', 'timepoint: 2', 'assayCompoundConcentration: ')	324.0	93.519	1.5432	93.417	100.0
('29739 236', 'smName: ', 'clName: 5637', 'recordedWell: F21', 'timepoint: 3', 'assayCompoundConcentration: ')	654.0	90.979	1.3761	91.008	88.889
('29740 237', 'smName: Taxol', 'clName: 5637', 'recordedWell: F22', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	100.0	84.0	4.0	83.333	100.0
('29741 238', 'smName: Taxol', 'clName: 5637', 'recordedWell: F22', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	31.0	0.0	0.0	0.0	0.0
('29742 239', 'smName: Taxol', 'clName: 5637', 'recordedWell: F22', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	19.0	10.526	0.0	10.526	0.0
('29743 240', 'smName: RO-3306', 'clName: 5637', 'recordedWell: G03', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	90.0	68.889	1.1111	69.663	0.0
('29744 241', 'smName: RO-3306', 'clName: 5637', 'recordedWell: G03', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	44.0	25.0	0.0	25.0	0.0
('29745 242', 'smName: RO-3306', 'clName: 5637', 'recordedWell: G03', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	51.0	17.647	0.0	17.647	0.0
('29746 243', 'smName: ', 'clName: 5637', 'recordedWell: G04', 'timepoint: 1', 'assayCompoundConcentration: ')	215.0	92.558	0.46512	92.523	100.0
('29747 244', 'smName: ', 'clName: 5637', 'recordedWell: G04', 'timepoint: 2', 'assayCompoundConcentration: ')	267.0	90.262	1.1236	90.152	100.0
('29748 245', 'smName: ', 'clName: 5637', 'recordedWell: G04', 'timepoint: 3', 'assayCompoundConcentration: ')	503.0	88.469	1.5905	88.283	100.0
('29749 246', 'smName: RO-3306', 'clName: 5637', 'recordedWell: G05', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	94.0	77.66	0.0	77.66	0.0
('29750 247', 'smName: RO-3306', 'clName: 5637', 'recordedWell: G05', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	40.0	12.5	0.0	12.5	0.0
('29751 248', 'smName: RO-3306', 'clName: 5637', 'recordedWell: G05', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	24.0	12.5	0.0	12.5	0.0
('29752 249', 'smName: BI-2536', 'clName: 5637', 'recordedWell: G06', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	104.0	56.731	0.0	56.731	0.0
('29753 250', 'smName: BI-2536', 'clName: 5637', 'recordedWell: G06', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	83.0	9.6386	1.2048	9.7561	0.0
('29754 251', 'smName: BI-2536', 'clName: 5637', 'recordedWell: G06', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	32.0	21.875	0.0	21.875	0.0
('29755 252', 'smName: RO-3306', 'clName: 5637', 'recordedWell: G07', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	177.0	88.136	0.56497	88.068	100.0
('29756 253', 'smName: RO-3306', 'clName: 5637', 'recordedWell: G07', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	245.0	89.388	0.0	89.388	0.0
('29757 254', 'smName: RO-3306', 'clName: 5637', 'recordedWell: G07', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	395.0	87.089	1.7722	86.856	100.0
('29758 255', 'smName: BI-2536', 'clName: 5637', 'recordedWell: G08', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	92.0	47.826	0.0	47.826	0.0
('29759 256', 'smName: BI-2536', 'clName: 5637', 'recordedWell: G08', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	66.0	10.606	0.0	10.606	0.0
('29760 257', 'smName: BI-2536', 'clName: 5637', 'recordedWell: G08', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	26.0	7.6923	3.8462	8.0	0.0
('29761 258', 'smName: RO-3306', 'clName: 5637', 'recordedWell: G09', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	140.0	91.429	0.71429	91.367	100.0
('29762 259', 'smName: RO-3306', 'clName: 5637', 'recordedWell: G09', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	260.0	88.846	1.1538	88.716	100.0
('29763 260', 'smName: RO-3306', 'clName: 5637', 'recordedWell: G09', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	535.0	84.299	1.4953	84.061	100.0
('29764 261', 'smName: BI-2536', 'clName: 5637', 'recordedWell: G10', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	112.0	89.286	2.6786	88.991	100.0
('29765 262', 'smName: BI-2536', 'clName: 5637', 'recordedWell: G10', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	155.0	90.323	1.9355	90.132	100.0
('29766 263', 'smName: BI-2536', 'clName: 5637', 'recordedWell: G10', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	262.0	89.313	2.2901	89.062	100.0
('29767 264', 'smName: ', 'clName: 5637', 'recordedWell: G11', 'timepoint: 1', 'assayCompoundConcentration: ')	181.0	96.133	2.7624	96.591	80.0
('29768 265', 'smName: ', 'clName: 5637', 'recordedWell: G11', 'timepoint: 2', 'assayCompoundConcentration: ')	362.0	91.989	0.27624	91.967	100.0
('29769 266', 'smName: ', 'clName: 5637', 'recordedWell: G11', 'timepoint: 3', 'assayCompoundConcentration: ')	667.0	88.306	1.949	88.226	92.308
('29770 267', 'smName: BI-2536', 'clName: 5637', 'recordedWell: G12', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	153.0	94.771	1.3072	94.702	100.0
('29771 268', 'smName: BI-2536', 'clName: 5637', 'recordedWell: G12', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	322.0	92.236	0.62112	92.188	100.0
('29772 269', 'smName: BI-2536', 'clName: 5637', 'recordedWell: G12', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	560.0	91.429	2.1429	91.241	100.0
('29773 270', 'smName: MPS-1-IN-1', 'clName: 5637', 'recordedWell: G13', 'timepoint: 1', 'assayCompoundConcentration: 1.23457')	107.0	83.178	1.8692	82.857	100.0
('29774 271', 'smName: MPS-1-IN-1', 'clName: 5637', 'recordedWell: G13', 'timepoint: 2', 'assayCompoundConcentration: 1.23457')	44.0	25.0	2.2727	23.256	100.0
('29775 272', 'smName: MPS-1-IN-1', 'clName: 5637', 'recordedWell: G13', 'timepoint: 3', 'assayCompoundConcentration: 1.23457')	23.0	26.087	0.0	26.087	0.0
('29776 273', 'smName: ', 'clName: 5637', 'recordedWell: G14', 'timepoint: 1', 'assayCompoundConcentration: ')	154.0	92.857	1.9481	92.715	100.0
('29777 274', 'smName: ', 'clName: 5637', 'recordedWell: G14', 'timepoint: 2', 'assayCompoundConcentration: ')	317.0	96.215	1.5773	96.154	100.0
('29778 275', 'smName: ', 'clName: 5637', 'recordedWell: G14', 'timepoint: 3', 'assayCompoundConcentration: ')	420.0	88.333	2.619	88.02	100.0
('29779 276', 'smName: MPS-1-IN-1', 'clName: 5637', 'recordedWell: G15', 'timepoint: 1', 'assayCompoundConcentration: 1.23457')	84.0	67.857	1.1905	68.675	0.0
('29780 277', 'smName: MPS-1-IN-1', 'clName: 5637', 'recordedWell: G15', 'timepoint: 2', 'assayCompoundConcentration: 1.23457')	37.0	29.73	5.4054	28.571	50.0
('29781 278', 'smName: MPS-1-IN-1', 'clName: 5637', 'recordedWell: G15', 'timepoint: 3', 'assayCompoundConcentration: 1.23457')	25.0	12.0	0.0	12.0	0.0
('29782 279', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: G16', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	142.0	79.577	2.1127	80.576	33.333
('29783 280', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: G16', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	60.0	48.333	3.3333	46.552	100.0
('29784 281', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: G16', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	29.0	34.483	0.0	34.483	0.0
('29785 282', 'smName: MPS-1-IN-1', 'clName: 5637', 'recordedWell: G17', 'timepoint: 1', 'assayCompoundConcentration: 0.001696667')	192.0	94.271	1.5625	94.18	100.0
('29786 283', 'smName: MPS-1-IN-1', 'clName: 5637', 'recordedWell: G17', 'timepoint: 2', 'assayCompoundConcentration: 0.001696667')	237.0	86.498	0.84388	86.383	100.0
('29787 284', 'smName: MPS-1-IN-1', 'clName: 5637', 'recordedWell: G17', 'timepoint: 3', 'assayCompoundConcentration: 0.001696667')	440.0	85.909	1.1364	85.747	100.0
('29788 285', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: G18', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	120.0	79.167	1.6667	78.814	100.0
('29789 286', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: G18', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	63.0	36.508	6.3492	35.593	50.0
('29790 287', 'smName: Staurosporine', 'clName: 5637', 'recordedWell: G18', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	33.0	12.121	0.0	12.121	0.0
