	('pAkt10min 0',)	('pAkt30min 1',)	('pAkt90min 2',)	('pErk10min 3',)	('pErk30min 4',)	('pErk90min 5',)	('ligrespelisapaktAU 6',)	('ligrespelisaperkAU 7',)
('114622 157', 'protein_ppName: EGF', 'cell_clName: MCF7', 'ligandConcentration: 100.0')	889.1092723	2359.564882	889.1092723	24821.94333	6643.643804	991.4530653		
('114623 158', 'protein_ppName: EGF', 'cell_clName: SK-BR-3', 'ligandConcentration: 1.0')	20647.71316	21261.21928	10369.59376	38617.43544	36741.29442	26553.72561		
('114624 159', 'protein_ppName: EGF', 'cell_clName: SK-BR-3', 'ligandConcentration: 100.0')	43123.14837	39832.23997	33116.81401	44073.24422	39729.90197	30419.27835		
('114625 160', 'protein_ppName: EGF', 'cell_clName: MDA-MB-231', 'ligandConcentration: 1.0')	4642.007649	3131.582612	3312.642719	9821.497701	10554.47476	6795.803083		
('114626 161', 'protein_ppName: EGF', 'cell_clName: MDA-MB-231', 'ligandConcentration: 100.0')	9121.857407	6022.700539	1954.058836	18425.17379	10493.72007	6994.027839		
('114627 162', 'protein_ppName: EGF', 'cell_clName: AU565', 'ligandConcentration: 1.0')	9444.646864	12910.57523	6958.256926	38478.59196	36797.87377	25765.69141		
('114628 163', 'protein_ppName: EGF', 'cell_clName: AU565', 'ligandConcentration: 100.0')	24894.26349	28920.57526	21243.05071	47368.37278	41974.35066	30625.86833		
('114629 164', 'protein_ppName: EGF', 'cell_clName: BT-20', 'ligandConcentration: 1.0')	12993.25321	13463.12678	14324.59904	27097.42038	25151.61864	21070.51864		
('114630 165', 'protein_ppName: EGF', 'cell_clName: BT-20', 'ligandConcentration: 100.0')	13817.49443	14973.89927	14572.76854	29698.08085	27654.34118	22950.44448		
('114631 166', 'protein_ppName: EGF', 'cell_clName: BT-474', 'ligandConcentration: 1.0')	20332.12243	19659.01448	18339.51878	19722.84486	15614.29587	16131.92798		
('114632 167', 'protein_ppName: EGF', 'cell_clName: BT-474', 'ligandConcentration: 100.0')	38916.86022	31881.09616	38849.78137	41284.0154	24094.73139	15436.43779		
('114633 168', 'protein_ppName: EGF', 'cell_clName: BT-483', 'ligandConcentration: 1.0')	3436.077647	3057.471889	3426.584432	5966.340709	2667.600408	2840.973468		
('114634 169', 'protein_ppName: EGF', 'cell_clName: BT-483', 'ligandConcentration: 100.0')	4352.428116	3376.260183	2892.412437	31488.11446	6414.271246	972.6738573		
('114635 170', 'protein_ppName: EGF', 'cell_clName: BT-549', 'ligandConcentration: 1.0')	11103.53645	11109.89553	10639.02978	7471.474742	4437.791621	5535.094776		
('114636 171', 'protein_ppName: EGF', 'cell_clName: BT-549', 'ligandConcentration: 100.0')	18876.58789	15825.69479	11755.58719	21963.35638	15472.60057	6414.827149		
('114637 172', 'protein_ppName: EGF', 'cell_clName: CAMA-1', 'ligandConcentration: 1.0')	4763.499966	3951.494911	4977.505491	70.21348513	70.21348513	70.21348513		
('114638 173', 'protein_ppName: EGF', 'cell_clName: CAMA-1', 'ligandConcentration: 100.0')	4609.805089	6869.833133	5299.243343	8999.756897	5370.5368	5104.836457		
('114639 174', 'protein_ppName: EGF', 'cell_clName: HCC1395', 'ligandConcentration: 1.0')	16276.15259	20293.99152	20930.05966	12854.86703	11796.22993	8969.993637		
('114640 175', 'protein_ppName: EGF', 'cell_clName: HCC1395', 'ligandConcentration: 100.0')	22130.18338	26555.36732	19161.13931	17436.85072	14213.01892	2294.37206		
('114641 176', 'protein_ppName: EGF', 'cell_clName: HCC1419', 'ligandConcentration: 1.0')	33563.22447	29191.69621	28052.8813	22877.87774	19526.45139	21158.76848		
('114642 177', 'protein_ppName: EGF', 'cell_clName: HCC1419', 'ligandConcentration: 100.0')	43163.26797	40898.17982	38835.75535	35385.44035	24274.13888	26775.4391		
('114643 178', 'protein_ppName: EGF', 'cell_clName: HCC1428', 'ligandConcentration: 1.0')	1040.118819	1040.118819	1040.118819	21679.98051	13885.01672	11567.6548		
('114644 179', 'protein_ppName: EGF', 'cell_clName: HCC1428', 'ligandConcentration: 100.0')	1040.118819	1040.118819	1040.118819	38853.1326	21315.36619	5790.390427		
('114645 180', 'protein_ppName: EGF', 'cell_clName: HCC1569', 'ligandConcentration: 1.0')	35358.15079	36056.16574	31485.66756	37053.58264	29831.65255	21566.83722		
('114646 181', 'protein_ppName: EGF', 'cell_clName: HCC1569', 'ligandConcentration: 100.0')	60275.08372	62456.44895	54663.86742	46514.4079	34548.82962	21367.26863		
('114647 182', 'protein_ppName: EGF', 'cell_clName: HCC1806', 'ligandConcentration: 1.0')	12485.49312	21448.40099	26585.48433	43243.53235	48214.96948	42064.02799		
('114648 183', 'protein_ppName: EGF', 'cell_clName: HCC1806', 'ligandConcentration: 100.0')	27420.06571	23248.34652	18106.51225	62832.38388	57271.30875	42289.13261		
('114649 184', 'protein_ppName: EGF', 'cell_clName: HCC1937', 'ligandConcentration: 1.0')	9543.654678	6229.622768	7802.495497	31732.90205	22160.00489	21920.95562		
('114650 185', 'protein_ppName: EGF', 'cell_clName: HCC1937', 'ligandConcentration: 100.0')	17611.26188	15221.57457	10589.41367	41593.81115	33602.09759	22239.37127		
('114651 186', 'protein_ppName: EGF', 'cell_clName: HCC1954', 'ligandConcentration: 1.0')	5258.076212	5199.827351	7444.780863	37518.56715	35495.88061	34240.05521		
('114652 187', 'protein_ppName: EGF', 'cell_clName: HCC1954', 'ligandConcentration: 100.0')	9116.836129	9842.170736	8653.772825	39534.38367	38394.80017	35174.92524		
('114653 188', 'protein_ppName: EGF', 'cell_clName: HCC202', 'ligandConcentration: 1.0')	59840.10327	56254.99118	56612.8177	22293.95374	24438.10184	22384.11519		
('114654 189', 'protein_ppName: EGF', 'cell_clName: HCC202', 'ligandConcentration: 100.0')	67283.60927	61799.81372	62621.64378	53226.56401	37691.86899	22421.54071		
('114655 190', 'protein_ppName: EGF', 'cell_clName: HCC38', 'ligandConcentration: 1.0')	6308.371512	5692.878189	5183.436262	33243.61422	27796.17679	21517.03542		
('114656 191', 'protein_ppName: EGF', 'cell_clName: HCC38', 'ligandConcentration: 100.0')	13886.10609	12036.46434	5206.490913	55052.49913	42248.9339	14382.27111		
('114657 192', 'protein_ppName: EGF', 'cell_clName: HCC70', 'ligandConcentration: 1.0')	25551.38114	27912.10715	30761.32477	22945.47323	14309.0468	15725.8939		
('114658 193', 'protein_ppName: EGF', 'cell_clName: HCC70', 'ligandConcentration: 100.0')	37221.78619	46284.7139	39711.93569	45388.13011	22820.84602	12416.66468		
('114659 194', 'protein_ppName: EGF', 'cell_clName: Hs 578T', 'ligandConcentration: 1.0')	24107.61624	19588.10756	21994.6834	37397.31691	24971.45566	19077.68711		
('114660 195', 'protein_ppName: EGF', 'cell_clName: Hs 578T', 'ligandConcentration: 100.0')	88911.66457	79179.29771	32318.22683	67988.02888	54467.01232	14984.02885		
('114661 196', 'protein_ppName: EGF', 'cell_clName: MDA-MB-134-VI', 'ligandConcentration: 1.0')	842.221377	842.221377	842.221377	2006.296572	1080.612327	1970.868264		
('114662 197', 'protein_ppName: EGF', 'cell_clName: MDA-MB-134-VI', 'ligandConcentration: 100.0')	842.221377	842.221377	842.221377	1232.259849	1279.717026	1873.0215		
('114663 198', 'protein_ppName: EGF', 'cell_clName: MDA-MB-157', 'ligandConcentration: 1.0')	1653.677478	1620.617817	1069.931871	9665.452538	13672.50341	11797.7016		
('114664 199', 'protein_ppName: EGF', 'cell_clName: MDA-MB-157', 'ligandConcentration: 100.0')	6906.456991	3041.334936	1608.041808	24310.35987	17491.33975	6589.414142		
('114665 200', 'protein_ppName: EGF', 'cell_clName: MDA-MB-175-VII', 'ligandConcentration: 1.0')	14083.4481	13673.64592	11773.95182	30546.11549	27871.08149	28856.2077		
('114666 201', 'protein_ppName: EGF', 'cell_clName: MDA-MB-175-VII', 'ligandConcentration: 100.0')	15204.75055	15115.13934	10646.83732	36863.21072	37947.51697	34757.60946		
('114667 202', 'protein_ppName: EGF', 'cell_clName: MDA-MB-361', 'ligandConcentration: 1.0')	2414.442957	2423.399348	2441.108574	1220.771558	430.2735854	166.1702235		
('114668 203', 'protein_ppName: EGF', 'cell_clName: MDA-MB-361', 'ligandConcentration: 100.0')	2843.026598	3131.666637	3113.346747	3706.751538	2691.8589	166.1702235		
('114669 204', 'protein_ppName: EGF', 'cell_clName: MDA-MB-415', 'ligandConcentration: 1.0')	26801.29858	28915.86807	32764.5375	915.3018844	43.43729105	43.43729105		
('114670 205', 'protein_ppName: EGF', 'cell_clName: MDA-MB-415', 'ligandConcentration: 100.0')	16394.38456	33224.7034	38073.19972	191.9222117	43.43729105	272.2598269		
('114671 206', 'protein_ppName: EGF', 'cell_clName: MDA-MB-436', 'ligandConcentration: 1.0')	9534.901509	9565.550567	8549.928921	18140.01521	20266.64376	16311.81201		
('114672 207', 'protein_ppName: EGF', 'cell_clName: MDA-MB-436', 'ligandConcentration: 100.0')	15801.25016	15543.03953	10567.74403	26790.7814	23793.32329	18351.43254		
('114673 208', 'protein_ppName: EGF', 'cell_clName: MDA-MB-453', 'ligandConcentration: 1.0')	6375.389595	6002.649414	5996.103045	3673.941426	2682.6338	2164.264694		
('114674 209', 'protein_ppName: EGF', 'cell_clName: MDA-MB-453', 'ligandConcentration: 100.0')	7928.691895	7199.426386	7406.39236	6227.723491	2326.525551	2481.97182		
('114675 210', 'protein_ppName: EGF', 'cell_clName: MDA-MB-468', 'ligandConcentration: 1.0')	41066.01849	40361.65697	43834.42996	32799.77051	28308.1269	25669.56929		
('114676 211', 'protein_ppName: EGF', 'cell_clName: MDA-MB-468', 'ligandConcentration: 100.0')	58243.75625	61057.32041	57932.59089	52196.36191	46258.30107	34920.84863		
('114677 212', 'protein_ppName: EGF', 'cell_clName: T47D', 'ligandConcentration: 1.0')	15512.95712	14469.90351	20340.83871	34340.34938	27463.1792	29644.48562		
('114678 213', 'protein_ppName: EGF', 'cell_clName: T47D', 'ligandConcentration: 100.0')	32590.28171	28524.02912	16403.59491	41207.38231	33970.62869	22897.02971		
('114679 214', 'protein_ppName: EGF', 'cell_clName: UACC-812', 'ligandConcentration: 1.0')	4088.267206	3856.132661	3829.914419	26779.85038	25060.98299	27673.06765		
('114680 215', 'protein_ppName: EGF', 'cell_clName: UACC-812', 'ligandConcentration: 100.0')	5437.279216	5007.771389	7852.106945	42670.30298	37916.06722	34705.8156		
('114681 216', 'protein_ppName: EGF', 'cell_clName: UACC-893', 'ligandConcentration: 1.0')	26398.18479	27553.74833	29782.96907	2073.098393	2073.098393	3866.41852		
('114682 217', 'protein_ppName: EGF', 'cell_clName: UACC-893', 'ligandConcentration: 100.0')	30271.51999	40095.14664	26022.54912	4898.405086	7235.280137	2073.098393		
('114683 218', 'protein_ppName: EGF', 'cell_clName: ZR-75-1', 'ligandConcentration: 1.0')	6661.261251	5194.032286	5279.243141	21914.45054	13346.0168	18080.10693		
('114684 219', 'protein_ppName: EGF', 'cell_clName: ZR-75-1', 'ligandConcentration: 100.0')	28339.92244	12390.78089	4867.609164	71799.49459	33935.07324	8203.111164		
('114685 220', 'protein_ppName: EGF', 'cell_clName: ZR-75-30', 'ligandConcentration: 1.0')	6006.17825	6379.427242	6279.593498	16832.63248	16177.93212	15039.41702		
('114686 221', 'protein_ppName: EGF', 'cell_clName: ZR-75-30', 'ligandConcentration: 100.0')	7662.028775	8553.340542	21840.73649	17149.95437	15509.76435	20842.27487		
('114687 222', 'protein_ppName: EGF', 'cell_clName: 184B5', 'ligandConcentration: 1.0')	13047.0323	6990.15664	6174.302671	33115.46764	31061.53548	22431.79251		
('114688 223', 'protein_ppName: EGF', 'cell_clName: 184B5', 'ligandConcentration: 100.0')	31495.15793	20879.81964	11778.89934	41110.73457	34243.87085	21844.5281		
('114689 224', 'protein_ppName: EGF', 'cell_clName: HCC1187', 'ligandConcentration: 1.0')	23903.90264	25706.79689	35329.98273	16753.62011	14215.81575	17684.5723		
('114690 225', 'protein_ppName: EGF', 'cell_clName: HCC1187', 'ligandConcentration: 100.0')	66520.54642	56373.6124	43113.77962	26154.10982	24175.56904	19091.75415		
('114691 226', 'protein_ppName: EGF', 'cell_clName: HCC1500', 'ligandConcentration: 1.0')	2583.102236	1244.241173	1244.241173	3077.164256	3077.164256	3077.164256		
('114692 227', 'protein_ppName: EGF', 'cell_clName: HCC1500', 'ligandConcentration: 100.0')	1244.241173	1872.511514	2612.016865	3077.164256	3077.164256	3077.164256		
('114693 228', 'protein_ppName: EGF', 'cell_clName: MCF 10A', 'ligandConcentration: 1.0')	7906.506987	5034.443047	5578.125933	21700.22917	14222.34539	9706.081681		
('114694 229', 'protein_ppName: EGF', 'cell_clName: MCF 10A', 'ligandConcentration: 100.0')	25185.7402	14604.28711	9794.445095	25997.34432	15469.7193	12210.41263		
('114695 230', 'protein_ppName: EGF', 'cell_clName: MCF 10F', 'ligandConcentration: 1.0')	4481.29266	2493.404311	3541.304274	16742.92367	11929.93342	10555.09851		
('114696 231', 'protein_ppName: EGF', 'cell_clName: MCF 10F', 'ligandConcentration: 100.0')	8487.768342	3697.176551	2603.383159	32541.70845	19901.03952	7550.853504		
('114697 232', 'protein_ppName: EGF', 'cell_clName: MCF12A', 'ligandConcentration: 1.0')	2075.893936	1924.944808	2202.508461	7564.023424	9392.173326	12338.69051		
('114698 233', 'protein_ppName: EGF', 'cell_clName: MCF12A', 'ligandConcentration: 100.0')	4467.584508	2577.690235	1636.379303	20797.89672	18381.42226	18795.8995		
('114699 234', 'protein_ppName: EPR', 'cell_clName: MCF7', 'ligandConcentration: 1.0')	889.1092723	889.1092723	2238.910074	1848.922289	248.7780028	849.0243546		
('114700 235', 'protein_ppName: EPR', 'cell_clName: MCF7', 'ligandConcentration: 100.0')	889.1092723	889.1092723	889.1092723	7130.304402	3929.970805	3716.649528		
('114701 236', 'protein_ppName: EPR', 'cell_clName: SK-BR-3', 'ligandConcentration: 1.0')	15985.87563	16572.50334	7941.273395	37803.53984	33241.4483	24332.6886		
('114702 237', 'protein_ppName: EPR', 'cell_clName: SK-BR-3', 'ligandConcentration: 100.0')	35418.17958	37966.27846	21723.11032	44132.44527	41982.10743	30431.29911		
('114703 238', 'protein_ppName: EPR', 'cell_clName: MDA-MB-231', 'ligandConcentration: 1.0')	2014.055085	547.0725358	1486.119139	3186.190313	3696.758714	1433.117362		
('114704 239', 'protein_ppName: EPR', 'cell_clName: MDA-MB-231', 'ligandConcentration: 100.0')	6614.871305	1544.993505	1912.373131	18866.55609	11997.18181	8454.603908		
('114705 240', 'protein_ppName: EPR', 'cell_clName: AU565', 'ligandConcentration: 1.0')	9380.5448	13988.30533	7062.224584	34654.61119	38608.57597	28681.90354		
('114706 241', 'protein_ppName: EPR', 'cell_clName: AU565', 'ligandConcentration: 100.0')	22376.16228	32149.46189	19313.75981	44965.77138	48969.51094	35922.69221		
('114707 242', 'protein_ppName: EPR', 'cell_clName: BT-20', 'ligandConcentration: 1.0')	16195.68269	16121.33277	13794.50539	28268.80836	27232.57672	21474.86383		
('114708 243', 'protein_ppName: EPR', 'cell_clName: BT-20', 'ligandConcentration: 100.0')	16371.52082	17739.98554	15514.53423	29353.82718	28411.26956	23815.49131		
('114709 244', 'protein_ppName: EPR', 'cell_clName: BT-474', 'ligandConcentration: 1.0')	18707.47828	19897.08409	18236.62744	16701.79105	13266.51461	15526.51669		
('114710 245', 'protein_ppName: EPR', 'cell_clName: BT-474', 'ligandConcentration: 100.0')	35107.09706	30100.86248	30808.29847	39718.17826	29656.31426	20445.15214		
('114711 246', 'protein_ppName: EPR', 'cell_clName: BT-483', 'ligandConcentration: 1.0')	3275.815841	2952.025746	3557.141662	1505.443448	281.9715551	281.9715551		
('114712 247', 'protein_ppName: EPR', 'cell_clName: BT-483', 'ligandConcentration: 100.0')	3041.854019	2923.341945	3039.200002	17933.73402	4913.349021	3670.501199		
('114713 248', 'protein_ppName: EPR', 'cell_clName: BT-549', 'ligandConcentration: 1.0')	8882.748461	9170.863907	9243.455303	2842.894557	1479.583328	2240.445824		
('114714 249', 'protein_ppName: EPR', 'cell_clName: BT-549', 'ligandConcentration: 100.0')	17117.27378	10858.76061	11959.0779	16567.40246	8512.836797	8536.340794		
('114715 250', 'protein_ppName: EPR', 'cell_clName: CAMA-1', 'ligandConcentration: 1.0')	5106.070931	4648.796247	5340.342131	118.6321857	70.21348513	595.7593247		
('114716 251', 'protein_ppName: EPR', 'cell_clName: CAMA-1', 'ligandConcentration: 100.0')	5341.477009	5498.819707	5639.544552	4550.488491	3435.358446	2984.46341		
('114717 252', 'protein_ppName: EPR', 'cell_clName: HCC1395', 'ligandConcentration: 1.0')	12813.65598	11503.84766	12426.5565	2294.37206	2294.37206	2294.37206		
('114718 253', 'protein_ppName: EPR', 'cell_clName: HCC1395', 'ligandConcentration: 100.0')	20755.15374	22009.47908	19480.45474	24389.56932	13102.86845	8347.260442		
('114719 254', 'protein_ppName: EPR', 'cell_clName: HCC1419', 'ligandConcentration: 1.0')	37490.68202	27502.64582	14800.0187	24508.91481	19788.45133	22069.96133		
('114720 255', 'protein_ppName: EPR', 'cell_clName: HCC1419', 'ligandConcentration: 100.0')	40173.00013	31750.83442	23477.571	32211.12621	23992.78241	26530.23563		
('114721 256', 'protein_ppName: EPR', 'cell_clName: HCC1428', 'ligandConcentration: 1.0')	1040.118819	1040.118819	1040.118819	103.8606935	103.8606935	103.8606935		
('114722 257', 'protein_ppName: EPR', 'cell_clName: HCC1428', 'ligandConcentration: 100.0')	1040.118819	1040.118819	1040.118819	25774.80469	10079.15978	8781.06651		
('114723 258', 'protein_ppName: EPR', 'cell_clName: HCC1569', 'ligandConcentration: 1.0')	23618.45255	26002.88664	22989.11921	15721.85075	11430.60051	13333.27118		
('114724 259', 'protein_ppName: EPR', 'cell_clName: HCC1569', 'ligandConcentration: 100.0')	46185.01809	56492.50525	42275.72716	33891.12928	36491.70071	26639.54263		
('114725 260', 'protein_ppName: EPR', 'cell_clName: HCC1806', 'ligandConcentration: 1.0')	12164.54089	17934.5547	21378.06072	40419.01513	40135.22529	28230.164		
('114726 261', 'protein_ppName: EPR', 'cell_clName: HCC1806', 'ligandConcentration: 100.0')	17146.69087	31887.92669	29938.59057	60418.93719	58776.43614	46851.41731		
('114727 262', 'protein_ppName: EPR', 'cell_clName: HCC1937', 'ligandConcentration: 1.0')	4820.506838	2751.538647	3733.094733	12909.73556	3379.023567	5424.814066		
('114728 263', 'protein_ppName: EPR', 'cell_clName: HCC1937', 'ligandConcentration: 100.0')	11784.65121	8726.643157	8570.370132	34224.45546	26443.09767	24416.6262		
('114729 264', 'protein_ppName: EPR', 'cell_clName: HCC1954', 'ligandConcentration: 1.0')	3657.292515	2637.382212	4220.600394	27577.11057	17114.85543	19143.83141		
('114730 265', 'protein_ppName: EPR', 'cell_clName: HCC1954', 'ligandConcentration: 100.0')	8398.063353	7296.685404	7625.079764	42492.87558	36472.58354	33877.13792		
('114731 266', 'protein_ppName: EPR', 'cell_clName: HCC202', 'ligandConcentration: 1.0')	58150.49925	56447.10214	55854.99154	15456.0773	14072.31482	15036.15259		
('114732 267', 'protein_ppName: EPR', 'cell_clName: HCC202', 'ligandConcentration: 100.0')	65401.79506	69001.49408	57716.66189	37715.09636	38271.01569	27047.87695		
('114733 268', 'protein_ppName: EPR', 'cell_clName: HCC38', 'ligandConcentration: 1.0')	3499.788001	2924.21216	3562.10143	3852.363958	4384.719469	2840.410108		
('114734 269', 'protein_ppName: EPR', 'cell_clName: HCC38', 'ligandConcentration: 100.0')	8915.128018	6638.250639	5075.14527	45875.32375	29541.5862	19538.30302		
('114735 270', 'protein_ppName: EPR', 'cell_clName: HCC70', 'ligandConcentration: 1.0')	25531.16412	24554.87208	28005.07089	20478.2652	7477.284083	8590.266755		
('114736 271', 'protein_ppName: EPR', 'cell_clName: HCC70', 'ligandConcentration: 100.0')	35731.08327	43729.42066	43076.77375	40005.46693	24692.20584	21225.68612		
('114737 272', 'protein_ppName: EPR', 'cell_clName: Hs 578T', 'ligandConcentration: 1.0')	4237.247571	3689.330091	3625.969896	5699.940322	4123.626492	4307.736991		
