	('auc 0',)
('491034 384', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10056', 'smallmolecule_smLincsID: LSM-1056', 'smallmolecule_smName: Selumetinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	1.0149
('491035 385', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10057', 'smallmolecule_smLincsID: LSM-1057', 'smallmolecule_smName: MK2206', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.61183
('491036 386', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10059', 'smallmolecule_smLincsID: LSM-1059', 'smallmolecule_smName: AZD-6482', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.55015
('491037 387', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10061', 'smallmolecule_smLincsID: LSM-1061', 'smallmolecule_smName: NU7441', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.85808
('491038 388', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10063', 'smallmolecule_smLincsID: LSM-1063', 'smallmolecule_smName: OSI-027', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.56128
('491039 389', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10064', 'smallmolecule_smLincsID: LSM-1064', 'smallmolecule_smName: WYE-125132', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.2095
('491040 390', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10067', 'smallmolecule_smLincsID: LSM-1067', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.3486
('491041 391', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10068', 'smallmolecule_smLincsID: LSM-1068', 'smallmolecule_smName: Vemurafenib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.88428
('491042 392', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10069', 'smallmolecule_smLincsID: LSM-1069', 'smallmolecule_smName: Enzastaurin', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	1.0834
('491043 393', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.39316
('491044 394', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10072', 'smallmolecule_smLincsID: LSM-1072', 'smallmolecule_smName: PF562271', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.53104
('491045 395', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10073', 'smallmolecule_smLincsID: LSM-1073', 'smallmolecule_smName: PHA-793887', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.1846
('491046 396', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10075', 'smallmolecule_smLincsID: LSM-5803', 'smallmolecule_smName: QL-X-138', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.46308
('491047 397', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10077', 'smallmolecule_smLincsID: LSM-6019', 'smallmolecule_smName: QL-XII-47', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.21872
('491048 398', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10079', 'smallmolecule_smLincsID: LSM-1079', 'smallmolecule_smName: Torin1', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	-0.012863
('491049 399', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10080', 'smallmolecule_smLincsID: LSM-1080', 'smallmolecule_smName: Torin2', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	-0.16249
('491050 400', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10082', 'smallmolecule_smLincsID: LSM-5545', 'smallmolecule_smName: WZ-4-145', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.69303
('491051 401', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10084', 'smallmolecule_smLincsID: LSM-5970', 'smallmolecule_smName: WZ3105', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	-0.093963
('491052 402', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10086', 'smallmolecule_smLincsID: LSM-1086', 'smallmolecule_smName: XMD11-50', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.67489
('491053 403', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10087', 'smallmolecule_smLincsID: LSM-5577', 'smallmolecule_smName: XMD11-85h', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.87025
('491054 404', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10091', 'smallmolecule_smLincsID: LSM-6299', 'smallmolecule_smName: XMD16-144', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.22691
('491055 405', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10097', 'smallmolecule_smLincsID: LSM-1097', 'smallmolecule_smName: Erlotinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.81317
('491056 406', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10098', 'smallmolecule_smLincsID: LSM-1098', 'smallmolecule_smName: Gefitinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.91619
('491057 407', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.8416
('491058 408', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10100', 'smallmolecule_smLincsID: LSM-36386', 'smallmolecule_smName: JNK-9L', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.36905
('491059 409', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10101', 'smallmolecule_smLincsID: LSM-1101', 'smallmolecule_smName: PD0325901', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.72784
('491060 410', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10101', 'smallmolecule_smLincsID: LSM-1101', 'smallmolecule_smName: PD0325901', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.71256
('491061 411', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10108', 'smallmolecule_smLincsID: LSM-1108', 'smallmolecule_smName: Geldanamycin', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	-0.021069
('491062 412', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10108', 'smallmolecule_smLincsID: LSM-1108', 'smallmolecule_smName: Geldanamycin', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	-0.040037
('491063 413', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10109', 'smallmolecule_smLincsID: LSM-1109', 'smallmolecule_smName: YM 201636', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.72863
('491064 414', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10111', 'smallmolecule_smLincsID: LSM-1111', 'smallmolecule_smName: TWS119', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.76265
('491065 415', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10112', 'smallmolecule_smLincsID: LSM-1112', 'smallmolecule_smName: PF477736', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.77675
('491066 416', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10115', 'smallmolecule_smLincsID: LSM-1115', 'smallmolecule_smName: LDN-193189', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.47881
('491067 417', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10116', 'smallmolecule_smLincsID: LSM-1116', 'smallmolecule_smName: PF431396', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.3416
('491068 418', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10117', 'smallmolecule_smLincsID: LSM-1117', 'smallmolecule_smName: Celastrol', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.43908
('491069 419', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10119', 'smallmolecule_smLincsID: LSM-1119', 'smallmolecule_smName: SU11274', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.81916
('491070 420', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10120', 'smallmolecule_smLincsID: LSM-1120', 'smallmolecule_smName: Canertinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.66695
('491071 421', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10122', 'smallmolecule_smLincsID: LSM-1122', 'smallmolecule_smName: NVP-AEW541', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.99528
('491072 422', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10125', 'smallmolecule_smLincsID: LSM-1125', 'smallmolecule_smName: PHA-665752', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.8666
('491073 423', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10126', 'smallmolecule_smLincsID: LSM-1126', 'smallmolecule_smName: PI103', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.32612
('491074 424', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10127', 'smallmolecule_smLincsID: LSM-1127', 'smallmolecule_smName: Dovitinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.43137
('491075 425', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10128', 'smallmolecule_smLincsID: LSM-1128', 'smallmolecule_smName: GSK 690693', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.59638
('491076 426', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10132', 'smallmolecule_smLincsID: LSM-1132', 'smallmolecule_smName: BMS-387032', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	-0.028577
('491077 427', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10133', 'smallmolecule_smLincsID: LSM-5742', 'smallmolecule_smName: Afatinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.67941
('491078 428', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10134', 'smallmolecule_smLincsID: LSM-1134', 'smallmolecule_smName: GSK1904529A', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.92262
('491079 429', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10135', 'smallmolecule_smLincsID: LSM-1135', 'smallmolecule_smName: Linsitinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.88442
('491080 430', 'smallmolecule_smSalt: 105', 'smallmolecule_smCenterCompoundID: 10138', 'smallmolecule_smLincsID: LSM-1139', 'smallmolecule_smName: Ruxolitinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.91295
('491081 431', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10140', 'smallmolecule_smLincsID: LSM-1141', 'smallmolecule_smName: CYT387', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.67014
('491082 432', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10141', 'smallmolecule_smLincsID: LSM-1142', 'smallmolecule_smName: TG 101348', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.70949
('491083 433', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10142', 'smallmolecule_smLincsID: LSM-1143', 'smallmolecule_smName: Trametinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.73257
('491084 434', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	-0.2384
('491085 435', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10147', 'smallmolecule_smLincsID: LSM-1148', 'smallmolecule_smName: Buparlisib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.2977
('491086 436', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10148', 'smallmolecule_smLincsID: LSM-1149', 'smallmolecule_smName: XL147', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.8472
('491087 437', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10149', 'smallmolecule_smLincsID: LSM-1150', 'smallmolecule_smName: Y39983', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.82711
('491088 438', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10151', 'smallmolecule_smLincsID: LSM-1152', 'smallmolecule_smName: Nintedanib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.8223
('491089 439', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10157', 'smallmolecule_smLincsID: LSM-1158', 'smallmolecule_smName: Foretinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.31733
('491090 440', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10158', 'smallmolecule_smLincsID: LSM-1159', 'smallmolecule_smName: AZD 5438', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.24524
('491091 441', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10159', 'smallmolecule_smLincsID: LSM-1160', 'smallmolecule_smName: Pelitinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.60996
('491092 442', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10161', 'smallmolecule_smLincsID: LSM-1162', 'smallmolecule_smName: NVP-AUY922', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	-0.035041
('491093 443', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10164', 'smallmolecule_smLincsID: LSM-1165', 'smallmolecule_smName: AZD8330', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.75041
('491094 444', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10171', 'smallmolecule_smLincsID: LSM-1172', 'smallmolecule_smName: TGX221', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.99951
('491095 445', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10172', 'smallmolecule_smLincsID: LSM-1173', 'smallmolecule_smName: GSK1059615', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.12897
('491096 446', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10172', 'smallmolecule_smLincsID: LSM-1173', 'smallmolecule_smName: GSK1059615', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.1212
('491097 447', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10177', 'smallmolecule_smLincsID: LSM-1178', 'smallmolecule_smName: Brivanib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.91534
('491098 448', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10180', 'smallmolecule_smLincsID: LSM-1181', 'smallmolecule_smName: CHIR-99021', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.94855
('491099 449', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10182', 'smallmolecule_smLincsID: LSM-1183', 'smallmolecule_smName: Linifanib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.98155
('491100 450', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10190', 'smallmolecule_smLincsID: LSM-1191', 'smallmolecule_smName: PIK-93', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.81834
('491101 451', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10232', 'smallmolecule_smLincsID: LSM-4255', 'smallmolecule_smName: BEZ235', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.11141
('491102 452', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10233', 'smallmolecule_smLincsID: LSM-4256', 'smallmolecule_smName: BYL719', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.54349
('491103 453', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10234', 'smallmolecule_smLincsID: LSM-4257', 'smallmolecule_smName: GDC-0980', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	-0.029188
('491104 454', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	-0.13265
('491105 455', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	-0.10262
('491106 456', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.18342
('491107 457', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.18605
('491108 458', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.33164
('491109 459', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.33919
('491110 460', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10001', 'smallmolecule_smLincsID: LSM-1001', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.93057
('491111 461', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10004', 'smallmolecule_smLincsID: LSM-1004', 'smallmolecule_smName: AT-7519', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.11413
('491112 462', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10006', 'smallmolecule_smLincsID: LSM-1006', 'smallmolecule_smName: AZD7762', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	-0.016243
('491113 463', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10007', 'smallmolecule_smLincsID: LSM-1007', 'smallmolecule_smName: AZD8055', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.11148
('491114 464', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10008', 'smallmolecule_smLincsID: LSM-1008', 'smallmolecule_smName: Sorafenib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	1.1062
('491115 465', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10009', 'smallmolecule_smLincsID: LSM-1009', 'smallmolecule_smName: CP466722', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.96785
('491116 466', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10010', 'smallmolecule_smLincsID: LSM-1010', 'smallmolecule_smName: CP724714', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.94078
('491117 467', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10011', 'smallmolecule_smLincsID: LSM-1011', 'smallmolecule_smName: Flavopiridol', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	-0.076392
('491118 468', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10014', 'smallmolecule_smLincsID: LSM-1014', 'smallmolecule_smName: GW843682', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.22047
('491119 469', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10015', 'smallmolecule_smLincsID: LSM-5982', 'smallmolecule_smName: HG-5-113-01', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.52144
('491120 470', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10016', 'smallmolecule_smLincsID: LSM-5245', 'smallmolecule_smName: HG-5-88-01', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.85457
('491121 471', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10017', 'smallmolecule_smLincsID: LSM-6015', 'smallmolecule_smName: HG-6-64-01', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.46041
('491122 472', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10018', 'smallmolecule_smLincsID: LSM-1018', 'smallmolecule_smName: Neratinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.52212
('491123 473', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10019', 'smallmolecule_smLincsID: LSM-5674', 'smallmolecule_smName: JW-7-24-1', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.55853
('491124 474', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.15562
('491125 475', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	-0.023386
('491126 476', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10021', 'smallmolecule_smLincsID: LSM-1021', 'smallmolecule_smName: Tozasertib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.089448
('491127 477', 'smallmolecule_smSalt: 103', 'smallmolecule_smCenterCompoundID: 10023', 'smallmolecule_smLincsID: LSM-1023', 'smallmolecule_smName: Imatinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	1.0222
('491128 478', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.39408
('491129 479', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.038252
('491130 480', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	-0.18588
