	('cellCount 0',)	('relativeCellCount 1',)	('relativeGrowth 2',)
('GDC-0941 153', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 22', 'replicate: 3', 'experimentDate: 2014-04-01')	1710.0		
('GDC-0941 154', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.02', 'replicate: ', 'experimentDate: 2014-04-01')		1.0152	1.0209
('GDC-0941 155', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.028333', 'replicate: ', 'experimentDate: 2014-04-01')		1.018	1.0248
('GDC-0941 156', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.038333', 'replicate: ', 'experimentDate: 2014-04-01')		1.0811	1.1132
('GDC-0941 157', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.055', 'replicate: ', 'experimentDate: 2014-04-01')		0.9975	0.99673
('GDC-0941 158', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.078333', 'replicate: ', 'experimentDate: 2014-04-01')		1.1242	1.1732
('GDC-0941 159', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.11049', 'replicate: ', 'experimentDate: 2014-04-01')		1.0871	1.1216
('GDC-0941 160', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.15625', 'replicate: ', 'experimentDate: 2014-04-01')		1.1341	1.1874
('GDC-0941 161', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.22097', 'replicate: ', 'experimentDate: 2014-04-01')		0.99613	0.99514
('GDC-0941 162', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.3125', 'replicate: ', 'experimentDate: 2014-04-01')		1.1711	1.2391
('GDC-0941 163', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.44194', 'replicate: ', 'experimentDate: 2014-04-01')		1.0256	1.0352
('GDC-0941 164', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.625', 'replicate: ', 'experimentDate: 2014-04-01')		1.0267	1.037
('GDC-0941 165', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.88388', 'replicate: ', 'experimentDate: 2014-04-01')		0.91597	0.88247
('GDC-0941 166', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 1.25', 'replicate: ', 'experimentDate: 2014-04-01')		0.85937	0.80343
('GDC-0941 167', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 1.7678', 'replicate: ', 'experimentDate: 2014-04-01')		0.8039	0.72593
('GDC-0941 168', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 2.5', 'replicate: ', 'experimentDate: 2014-04-01')		0.69751	0.57767
('GDC-0941 169', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 3.5355', 'replicate: ', 'experimentDate: 2014-04-01')		0.48643	0.2828
('GDC-0941 170', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 5', 'replicate: ', 'experimentDate: 2014-04-01')		0.37936	0.13356
('GDC-0941 171', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 7.0711', 'replicate: ', 'experimentDate: 2014-04-01')		0.34586	0.086919
('GDC-0941 172', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 10', 'replicate: ', 'experimentDate: 2014-04-01')		0.27838	-0.0073673
('GDC-0941 173', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 14.1421', 'replicate: ', 'experimentDate: 2014-04-01')		0.22952	-0.075389
('GDC-0941 174', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 20', 'replicate: ', 'experimentDate: 2014-04-01')		0.212	-0.099926
('GDC-0941 175', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 22', 'replicate: ', 'experimentDate: 2014-04-01')		0.22106	-0.087255
('GDC-0941 176', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.02', 'replicate: 1', 'experimentDate: 2014-04-08')	7418.0		
('GDC-0941 177', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.0283333333333', 'replicate: 1', 'experimentDate: 2014-04-08')	7350.0		
('GDC-0941 178', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.0383333333333', 'replicate: 1', 'experimentDate: 2014-04-08')	7985.0		
('GDC-0941 179', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.055', 'replicate: 1', 'experimentDate: 2014-04-08')	7895.0		
('GDC-0941 180', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.0783333333333', 'replicate: 1', 'experimentDate: 2014-04-08')	7909.0		
('GDC-0941 181', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.11048543456', 'replicate: 1', 'experimentDate: 2014-04-08')	7648.0		
('GDC-0941 182', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.15625', 'replicate: 1', 'experimentDate: 2014-04-08')	8931.0		
('GDC-0941 183', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.220970869121', 'replicate: 1', 'experimentDate: 2014-04-08')	9056.0		
('GDC-0941 184', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.3125', 'replicate: 1', 'experimentDate: 2014-04-08')	9109.0		
('GDC-0941 185', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.441941738242', 'replicate: 1', 'experimentDate: 2014-04-08')	6245.0		
('GDC-0941 186', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.625', 'replicate: 1', 'experimentDate: 2014-04-08')	7312.0		
('GDC-0941 187', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.883883476483', 'replicate: 1', 'experimentDate: 2014-04-08')	6193.0		
('GDC-0941 188', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 1.25', 'replicate: 1', 'experimentDate: 2014-04-08')	6378.0		
('GDC-0941 189', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 1.76776695297', 'replicate: 1', 'experimentDate: 2014-04-08')	4123.0		
('GDC-0941 190', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 2.5', 'replicate: 1', 'experimentDate: 2014-04-08')	4434.0		
('GDC-0941 191', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 3.53553390593', 'replicate: 1', 'experimentDate: 2014-04-08')	2158.0		
('GDC-0941 192', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 5', 'replicate: 1', 'experimentDate: 2014-04-08')	2408.0		
('GDC-0941 193', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 7.07106781187', 'replicate: 1', 'experimentDate: 2014-04-08')	2437.0		
('GDC-0941 194', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 10', 'replicate: 1', 'experimentDate: 2014-04-08')	1854.0		
('GDC-0941 195', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 14.1421356237', 'replicate: 1', 'experimentDate: 2014-04-08')	1778.0		
('GDC-0941 196', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 20', 'replicate: 1', 'experimentDate: 2014-04-08')	1589.0		
('GDC-0941 197', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 22', 'replicate: 1', 'experimentDate: 2014-04-08')	1906.0		
('GDC-0941 198', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.02', 'replicate: 2', 'experimentDate: 2014-04-08')	7704.0		
('GDC-0941 199', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.0283333333333', 'replicate: 2', 'experimentDate: 2014-04-08')	8219.0		
('GDC-0941 200', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.0383333333333', 'replicate: 2', 'experimentDate: 2014-04-08')	7206.0		
('GDC-0941 201', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.055', 'replicate: 2', 'experimentDate: 2014-04-08')	6775.0		
('GDC-0941 202', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.0783333333333', 'replicate: 2', 'experimentDate: 2014-04-08')	8975.0		
('GDC-0941 203', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.11048543456', 'replicate: 2', 'experimentDate: 2014-04-08')	8786.0		
('GDC-0941 204', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.15625', 'replicate: 2', 'experimentDate: 2014-04-08')	7963.0		
('GDC-0941 205', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.220970869121', 'replicate: 2', 'experimentDate: 2014-04-08')	7708.0		
('GDC-0941 206', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.3125', 'replicate: 2', 'experimentDate: 2014-04-08')	8518.0		
('GDC-0941 207', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.441941738242', 'replicate: 2', 'experimentDate: 2014-04-08')	8345.0		
('GDC-0941 208', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.625', 'replicate: 2', 'experimentDate: 2014-04-08')	6623.0		
('GDC-0941 209', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.883883476483', 'replicate: 2', 'experimentDate: 2014-04-08')	6124.0		
('GDC-0941 210', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 1.25', 'replicate: 2', 'experimentDate: 2014-04-08')	5893.0		
('GDC-0941 211', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 1.76776695297', 'replicate: 2', 'experimentDate: 2014-04-08')	5433.0		
('GDC-0941 212', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 2.5', 'replicate: 2', 'experimentDate: 2014-04-08')	4242.0		
('GDC-0941 213', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 3.53553390593', 'replicate: 2', 'experimentDate: 2014-04-08')	3518.0		
('GDC-0941 214', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 5', 'replicate: 2', 'experimentDate: 2014-04-08')	1949.0		
('GDC-0941 215', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 7.07106781187', 'replicate: 2', 'experimentDate: 2014-04-08')	2362.0		
('GDC-0941 216', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 10', 'replicate: 2', 'experimentDate: 2014-04-08')	2106.0		
('GDC-0941 217', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 14.1421356237', 'replicate: 2', 'experimentDate: 2014-04-08')	1843.0		
('GDC-0941 218', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 20', 'replicate: 2', 'experimentDate: 2014-04-08')	1790.0		
('GDC-0941 219', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 22', 'replicate: 2', 'experimentDate: 2014-04-08')	1739.0		
('GDC-0941 220', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.02', 'replicate: 3', 'experimentDate: 2014-04-08')	8259.0		
('GDC-0941 221', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.0283333333333', 'replicate: 3', 'experimentDate: 2014-04-08')	7290.0		
('GDC-0941 222', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.0383333333333', 'replicate: 3', 'experimentDate: 2014-04-08')	8250.0		
('GDC-0941 223', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.055', 'replicate: 3', 'experimentDate: 2014-04-08')	7117.0		
('GDC-0941 224', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.0783333333333', 'replicate: 3', 'experimentDate: 2014-04-08')	7234.0		
('GDC-0941 225', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.11048543456', 'replicate: 3', 'experimentDate: 2014-04-08')	7205.0		
('GDC-0941 226', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.15625', 'replicate: 3', 'experimentDate: 2014-04-08')	7648.0		
('GDC-0941 227', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.220970869121', 'replicate: 3', 'experimentDate: 2014-04-08')	6434.0		
('GDC-0941 228', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.3125', 'replicate: 3', 'experimentDate: 2014-04-08')	8317.0		
('GDC-0941 229', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.441941738242', 'replicate: 3', 'experimentDate: 2014-04-08')	8202.0		
('GDC-0941 230', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.625', 'replicate: 3', 'experimentDate: 2014-04-08')	8683.0		
('GDC-0941 231', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.883883476483', 'replicate: 3', 'experimentDate: 2014-04-08')	7762.0		
('GDC-0941 232', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 1.25', 'replicate: 3', 'experimentDate: 2014-04-08')	4991.0		
('GDC-0941 233', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 1.76776695297', 'replicate: 3', 'experimentDate: 2014-04-08')	5233.0		
('GDC-0941 234', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 2.5', 'replicate: 3', 'experimentDate: 2014-04-08')	3342.0		
('GDC-0941 235', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 3.53553390593', 'replicate: 3', 'experimentDate: 2014-04-08')	3166.0		
('GDC-0941 236', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 5', 'replicate: 3', 'experimentDate: 2014-04-08')	2819.0		
('GDC-0941 237', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 7.07106781187', 'replicate: 3', 'experimentDate: 2014-04-08')	2089.0		
('GDC-0941 238', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 10', 'replicate: 3', 'experimentDate: 2014-04-08')	2084.0		
('GDC-0941 239', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 14.1421356237', 'replicate: 3', 'experimentDate: 2014-04-08')	1817.0		
('GDC-0941 240', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 20', 'replicate: 3', 'experimentDate: 2014-04-08')	1600.0		
('GDC-0941 241', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 22', 'replicate: 3', 'experimentDate: 2014-04-08')	1722.0		
('GDC-0941 242', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.02', 'replicate: ', 'experimentDate: 2014-04-08')		1.0453	1.0618
('GDC-0941 243', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.028333', 'replicate: ', 'experimentDate: 2014-04-08')		1.0216	1.0294
('GDC-0941 244', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.038333', 'replicate: ', 'experimentDate: 2014-04-08')		1.0477	1.0648
('GDC-0941 245', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.055', 'replicate: ', 'experimentDate: 2014-04-08')		0.97323	0.96348
('GDC-0941 246', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.078333', 'replicate: ', 'experimentDate: 2014-04-08')		1.0776	1.1053
('GDC-0941 247', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.11049', 'replicate: ', 'experimentDate: 2014-04-08')		1.0563	1.0764
('GDC-0941 248', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.15625', 'replicate: ', 'experimentDate: 2014-04-08')		1.0961	1.1302
('GDC-0941 249', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.22097', 'replicate: ', 'experimentDate: 2014-04-08')		1.0354	1.0474
('GDC-0941 250', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.3125', 'replicate: ', 'experimentDate: 2014-04-08')		1.159	1.2158
('GDC-0941 251', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.44194', 'replicate: ', 'experimentDate: 2014-04-08')		1.0197	1.0273
('GDC-0941 252', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.625', 'replicate: ', 'experimentDate: 2014-04-08')		1.0114	1.0159
('GDC-0941 253', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 0.88388', 'replicate: ', 'experimentDate: 2014-04-08')		0.8981	0.86205
('GDC-0941 254', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 1.25', 'replicate: ', 'experimentDate: 2014-04-08')		0.77075	0.68843
('GDC-0941 255', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 1.7678', 'replicate: ', 'experimentDate: 2014-04-08')		0.66155	0.54078
('GDC-0941 256', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 2.5', 'replicate: ', 'experimentDate: 2014-04-08')		0.53655	0.3705
('GDC-0941 257', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 3.5355', 'replicate: ', 'experimentDate: 2014-04-08')		0.39573	0.17982
('GDC-0941 258', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 5', 'replicate: ', 'experimentDate: 2014-04-08')		0.32087	0.077993
('GDC-0941 259', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 7.0711', 'replicate: ', 'experimentDate: 2014-04-08')		0.30766	0.059883
('GDC-0941 260', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 10', 'replicate: ', 'experimentDate: 2014-04-08')		0.27024	0.0092187
('GDC-0941 261', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 14.1421', 'replicate: ', 'experimentDate: 2014-04-08')		0.24305	-0.027746
('GDC-0941 262', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 20', 'replicate: ', 'experimentDate: 2014-04-08')		0.22253	-0.055608
('GDC-0941 263', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: HME1', 'drugConcentration: 22', 'replicate: ', 'experimentDate: 2014-04-08')		0.23976	-0.032279
('GDC-0941 264', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: 1', 'experimentDate: 2014-03-19')	4749.0		
('GDC-0941 265', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 0.0283333333333', 'replicate: 1', 'experimentDate: 2014-03-19')	4801.0		
('GDC-0941 266', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 0.0383333333333', 'replicate: 1', 'experimentDate: 2014-03-19')	5018.0		
('GDC-0941 267', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 0.055', 'replicate: 1', 'experimentDate: 2014-03-19')	4799.0		
('GDC-0941 268', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 0.0783333333333', 'replicate: 1', 'experimentDate: 2014-03-19')	4813.0		
('GDC-0941 269', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 0.11048543456', 'replicate: 1', 'experimentDate: 2014-03-19')	5104.0		
('GDC-0941 270', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 0.15625', 'replicate: 1', 'experimentDate: 2014-03-19')	4881.0		
('GDC-0941 271', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 0.220970869121', 'replicate: 1', 'experimentDate: 2014-03-19')	4842.0		
('GDC-0941 272', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 0.3125', 'replicate: 1', 'experimentDate: 2014-03-19')	4612.0		
('GDC-0941 273', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 0.441941738242', 'replicate: 1', 'experimentDate: 2014-03-19')	4719.0		
('GDC-0941 274', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 0.625', 'replicate: 1', 'experimentDate: 2014-03-19')	4137.0		
('GDC-0941 275', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 0.883883476483', 'replicate: 1', 'experimentDate: 2014-03-19')	4666.0		
('GDC-0941 276', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 1.25', 'replicate: 1', 'experimentDate: 2014-03-19')	4152.0		
('GDC-0941 277', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 1.76776695297', 'replicate: 1', 'experimentDate: 2014-03-19')	4613.0		
('GDC-0941 278', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 2.5', 'replicate: 1', 'experimentDate: 2014-03-19')	4461.0		
('GDC-0941 279', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 3.53553390593', 'replicate: 1', 'experimentDate: 2014-03-19')	4127.0		
('GDC-0941 280', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 5', 'replicate: 1', 'experimentDate: 2014-03-19')	3469.0		
('GDC-0941 281', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 7.07106781187', 'replicate: 1', 'experimentDate: 2014-03-19')	3635.0		
('GDC-0941 282', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 10', 'replicate: 1', 'experimentDate: 2014-03-19')	2658.0		
('GDC-0941 283', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 14.1421356237', 'replicate: 1', 'experimentDate: 2014-03-19')	2408.0		
('GDC-0941 284', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 20', 'replicate: 1', 'experimentDate: 2014-03-19')	1712.0		
('GDC-0941 285', 'smSalt: 101.0', 'smName: GDC-0941', 'clName: MDA-MB-231', 'drugConcentration: 22', 'replicate: 1', 'experimentDate: 2014-03-19')	1715.0		
