	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCount 3',)	('normalizedGrowthRateInhibitionValue 4',)
('CP466722 98', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I10')	1235.0	4833.0	4326.0	1.1171	1.1263
('CP466722 99', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I09')	1235.0	4563.0	4119.0	1.1077	1.1213
('CP466722 100', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I09')	1235.0	4853.0	4356.0	1.114	1.1224
('CP466722 101', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I09')	1235.0	4645.0	4326.0	1.0736	1.0801
('CP466722 102', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I08')	1235.0	3958.0	4119.0	0.96086	0.95457
('CP466722 103', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I08')	1235.0	4132.0	4356.0	0.94851	0.94269
('CP466722 104', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I08')	1235.0	4601.0	4326.0	1.0635	1.0692
('CP466722 105', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I07')	1235.0	1943.0	4119.0	0.47169	0.29777
('CP466722 106', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I07')	1235.0	1881.0	4356.0	0.43179	0.26016
('CP466722 107', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I07')	1235.0	2092.0	4326.0	0.48354	0.33817
('CP724714 108', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A12')	1235.0	3347.0	4119.0	0.81253	0.77475
('CP724714 109', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A12')	1235.0	3088.0	4356.0	0.70886	0.65515
('CP724714 110', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A12')	1235.0	3306.0	4326.0	0.76414	0.72354
('CP724714 111', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A11')	1235.0	3397.0	4119.0	0.82467	0.78996
('CP724714 112', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A11')	1235.0	3229.0	4356.0	0.74123	0.6963
('CP724714 113', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A11')	1235.0	3463.0	4326.0	0.80043	0.76834
('CP724714 114', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A10')	1235.0	3413.0	4119.0	0.82856	0.79481
('CP724714 115', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A10')	1235.0	3323.0	4356.0	0.76281	0.72328
('CP724714 116', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A10')	1235.0	3494.0	4326.0	0.80759	0.77707
('CP724714 117', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A09')	1235.0	3209.0	4119.0	0.77903	0.73226
('CP724714 118', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A09')	1235.0	3383.0	4356.0	0.77658	0.74033
('CP724714 119', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A09')	1235.0	3320.0	4326.0	0.76738	0.72757
('CP724714 120', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A08')	1235.0	3204.0	4119.0	0.77782	0.7307
('CP724714 121', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A08')	1235.0	3436.0	4356.0	0.78875	0.75527
('CP724714 122', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A08')	1235.0	3196.0	4326.0	0.73872	0.69158
('CP724714 123', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A07')	1235.0	2139.0	4119.0	0.51927	0.37158
('CP724714 124', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A07')	1235.0	2057.0	4356.0	0.47219	0.3237
('CP724714 125', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A07')	1235.0	2135.0	4326.0	0.49348	0.35331
('Flavopiridol 126', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A18')	1235.0	1106.0	3974.0	0.2783	-0.063524
('Flavopiridol 127', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A18')	1235.0	1183.0	4070.0	0.29064	-0.024874
('Flavopiridol 128', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A18')	1235.0	1089.0	4126.0	0.26391	-0.069923
('Flavopiridol 129', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A17')	1235.0	722.0	3974.0	0.18167	-0.27286
('Flavopiridol 130', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A17')	1235.0	631.0	4070.0	0.15502	-0.32332
('Flavopiridol 131', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A17')	1235.0	675.0	4126.0	0.16358	-0.29347
('Flavopiridol 132', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A16')	1235.0	677.0	3974.0	0.17035	-0.30009
('Flavopiridol 133', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A16')	1235.0	712.0	4070.0	0.17492	-0.2741
('Flavopiridol 134', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A16')	1235.0	694.0	4126.0	0.16819	-0.28211
('Flavopiridol 135', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A15')	1235.0	609.0	3974.0	0.15324	-0.34269
('Flavopiridol 136', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A15')	1235.0	521.0	4070.0	0.128	-0.39463
('Flavopiridol 137', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A15')	1235.0	589.0	4126.0	0.14274	-0.3467
('Flavopiridol 138', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A14')	1235.0	563.0	3974.0	0.14167	-0.37262
('Flavopiridol 139', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A14')	1235.0	559.0	4070.0	0.13733	-0.36934
('Flavopiridol 140', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A14')	1235.0	505.0	4126.0	0.12238	-0.40199
('Flavopiridol 141', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A13')	1235.0	329.0	3974.0	0.082785	-0.54383
('Flavopiridol 142', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A13')	1235.0	578.0	4070.0	0.142	-0.35697
('Flavopiridol 143', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A13')	1235.0	630.0	4126.0	0.15268	-0.32094
('GW843682 144', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B18')	1235.0	2869.0	3974.0	0.72192	0.64847
('GW843682 145', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B18')	1235.0	3246.0	4070.0	0.79747	0.75345
('GW843682 146', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B18')	1235.0	2952.0	4126.0	0.7154	0.64981
('GW843682 147', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B17')	1235.0	1318.0	3974.0	0.33177	0.039382
('GW843682 148', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B17')	1235.0	1769.0	4070.0	0.43461	0.23209
('GW843682 149', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B17')	1235.0	1761.0	4126.0	0.42677	0.22599
('GW843682 150', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B16')	1235.0	1653.0	3974.0	0.41594	0.18857
('GW843682 151', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B16')	1235.0	1399.0	4070.0	0.3437	0.074981
('GW843682 152', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B16')	1235.0	1500.0	4126.0	0.36352	0.11801
('GW843682 153', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B15')	1235.0	1453.0	3974.0	0.36561	0.10103
('GW843682 154', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B15')	1235.0	1472.0	4070.0	0.36164	0.10724
('GW843682 155', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B15')	1235.0	1374.0	4126.0	0.33298	0.063026
('GW843682 156', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B14')	1235.0	1417.0	3974.0	0.35655	0.084769
('GW843682 157', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B14')	1235.0	1271.0	4070.0	0.31226	0.016659
('GW843682 158', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B14')	1235.0	1297.0	4126.0	0.31432	0.028368
('GW843682 159', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B13')	1235.0	1619.0	3974.0	0.40738	0.17401
('GW843682 160', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B13')	1235.0	1632.0	4070.0	0.40095	0.17569
('GW843682 161', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B13')	1235.0	1587.0	4126.0	0.3846	0.15483
('HG-5-113-01 162', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B12')	1235.0	3730.0	4119.0	0.90551	0.88895
('HG-5-113-01 163', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B12')	1235.0	3456.0	4356.0	0.79334	0.76088
('HG-5-113-01 164', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B12')	1235.0	3353.0	4326.0	0.775	0.73705
('HG-5-113-01 165', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B11')	1235.0	2879.0	4119.0	0.69892	0.62737
('HG-5-113-01 166', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B11')	1235.0	2318.0	4356.0	0.5321	0.41359
('HG-5-113-01 167', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B11')	1235.0	2612.0	4326.0	0.60373	0.51297
('HG-5-113-01 168', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B10')	1235.0	1841.0	4119.0	0.44693	0.25811
('HG-5-113-01 169', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B10')	1235.0	1691.0	4356.0	0.38817	0.18847
('HG-5-113-01 170', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B10')	1235.0	1586.0	4326.0	0.36658	0.14817
('HG-5-113-01 171', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B09')	1235.0	1405.0	4119.0	0.34108	0.07686
('HG-5-113-01 172', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B09')	1235.0	1534.0	4356.0	0.35213	0.12646
('HG-5-113-01 173', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B09')	1235.0	1399.0	4326.0	0.32336	0.071204
('HG-5-113-01 174', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B08')	1235.0	1364.0	4119.0	0.33113	0.05866
('HG-5-113-01 175', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B08')	1235.0	1436.0	4356.0	0.32964	0.086287
('HG-5-113-01 176', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B08')	1235.0	1315.0	4326.0	0.30395	0.035142
('HG-5-113-01 177', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B07')	1235.0	934.0	4119.0	0.22674	-0.14868
('HG-5-113-01 178', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B07')	1235.0	868.0	4356.0	0.19925	-0.17645
('HG-5-113-01 179', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B07')	1235.0	847.0	4326.0	0.19577	-0.18839
('HG-5-88-01 180', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A24')	1235.0	2338.0	3974.0	0.5883	0.45999
('HG-5-88-01 181', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A24')	1235.0	2718.0	4070.0	0.66775	0.58152
('HG-5-88-01 182', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A24')	1235.0	2821.0	4126.0	0.68365	0.60732
('HG-5-88-01 183', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A23')	1235.0	2861.0	3974.0	0.7199	0.64574
('HG-5-88-01 184', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A23')	1235.0	2555.0	4070.0	0.62771	0.52567
('HG-5-88-01 185', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A23')	1235.0	2503.0	4126.0	0.60659	0.50055
('HG-5-88-01 186', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A22')	1235.0	2139.0	3974.0	0.53823	0.38494
('HG-5-88-01 187', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A22')	1235.0	2203.0	4070.0	0.54123	0.39971
('HG-5-88-01 188', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A22')	1235.0	2335.0	4126.0	0.56587	0.44181
('HG-5-88-01 189', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A21')	1235.0	1906.0	3974.0	0.4796	0.29335
('HG-5-88-01 190', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A21')	1235.0	1818.0	4070.0	0.44664	0.25182
('HG-5-88-01 191', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A21')	1235.0	1963.0	4126.0	0.47572	0.30494
('HG-5-88-01 192', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A20')	1235.0	1442.0	3974.0	0.36285	0.096082
('HG-5-88-01 193', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A20')	1235.0	1498.0	4070.0	0.36803	0.11857
