	('PC1Loading 0',)	('PC2Loading 1',)
(' 807', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-S6(S235/236)')	5.5615	-0.53446
(' 808', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-AMPK(T172)')	-1.1404	0.049592
(' 809', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-JNK(T183/Y185)')	-0.73842	-0.11067
(' 810', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: Total c-Jun')	-0.13867	-0.033837
(' 811', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-cJun(S63)')	-0.57728	0.12976
(' 812', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-P38(T180/Y182)')	-2.6037	-0.31292
(' 813', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-HSP27(S82)')	-0.23762	0.14007
(' 814', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-NFKB(S536)')	1.1007	0.1912
(' 815', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: Bim')	-2.3659	-0.23922
(' 816', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: cPARP')	-1.2794	-0.47872
(' 817', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-Histone H3(S10)')	9.4449	-0.13301
(' 818', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p27 Kip1')	-2.7134	-0.44041
(' 819', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: pMEK(S217/221)')	3.7755	-3.0556
(' 820', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: pERK(T202/Y204)')	7.6785	0.77446
(' 821', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-p90RSK(S380)')	0.78665	1.0788
(' 822', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-p90RSK(T573)')	0.96745	1.0955
(' 823', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-AKT(T308)')		
(' 824', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-AKT(S473)')	-0.18915	-0.39227
(' 825', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-mTOR(S2448)')	0.55839	-0.16851
(' 826', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-p70S6K(T421/S424)')	0.62969	-0.23589
(' 827', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-p70S6K(T389)')	0.4264	0.01345
(' 828', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-S6(S235/236)')	3.2142	-0.12182
(' 829', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-AMPK(T172)')	-1.9177	-0.69557
(' 830', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-JNK(T183/Y185)')	-0.42593	-0.67233
(' 831', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: Total c-Jun')	-1.0432	-0.1048
(' 832', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-cJun(S63)')	-1.1634	-0.39616
(' 833', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-P38(T180/Y182)')	0.63043	0.93016
(' 834', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-HSP27(S82)')	-0.44036	-0.42333
(' 835', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-NFKB(S536)')	0.71128	-0.18884
(' 836', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: Bim')	-3.1168	-0.99508
(' 837', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: cPARP')	-1.3492	-0.94426
(' 838', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-Histone H3(S10)')	8.6575	1.6173
(' 839', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p27 Kip1')	-3.9211	-1.2824
(' 840', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: pMEK(S217/221)')	4.7014	-0.75664
(' 841', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: pERK(T202/Y204)')	9.2357	-0.49027
(' 842', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-p90RSK(S380)')	1.1252	0.052657
(' 843', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-p90RSK(T573)')	0.43579	0.54794
(' 844', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-AKT(T308)')	1.6619	1.0588
(' 845', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-AKT(S473)')	0.69382	0.93824
(' 846', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-mTOR(S2448)')	0.7152	0.7219
(' 847', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-p70S6K(T421/S424)')	1.1634	0.25295
(' 848', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-p70S6K(T389)')	1.4263	0.49719
(' 849', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-S6(S235/236)')	0.13554	-0.47737
(' 850', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-AMPK(T172)')	0.5854	1.0321
(' 851', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-JNK(T183/Y185)')	1.7142	0.35645
(' 852', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: Total c-Jun')	2.158	0.20979
(' 853', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-cJun(S63)')	0.88454	0.89004
(' 854', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-P38(T180/Y182)')	1.5566	0.036201
(' 855', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-HSP27(S82)')	-0.31859	0.16494
(' 856', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-NFKB(S536)')	0.3107	0.63499
(' 857', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: Bim')	1.0986	1.0864
(' 858', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: cPARP')	0.45668	0.47791
(' 859', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-Histone H3(S10)')	0.31209	1.0803
(' 860', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p27 Kip1')	0.74185	1.1915
(' 861', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: pMEK(S217/221)')	2.2465	-0.31879
(' 862', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: pERK(T202/Y204)')	5.1157	1.2348
(' 863', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-p90RSK(S380)')	0.71722	0.35797
(' 864', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-p90RSK(T573)')	-0.15418	0.07814
(' 865', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-AKT(T308)')	-1.9722	1.5696
(' 866', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-AKT(S473)')	-2.0799	0.99858
(' 867', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-mTOR(S2448)')	-0.095948	0.70906
(' 868', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-p70S6K(T421/S424)')	-0.26868	0.57301
(' 869', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-p70S6K(T389)')	-0.25985	0.96583
(' 870', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-S6(S235/236)')	1.3153	-0.54324
(' 871', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-AMPK(T172)')	-0.9411	0.99099
(' 872', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-JNK(T183/Y185)')	-0.60147	0.93064
(' 873', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: Total c-Jun')	0.55632	-0.1509
(' 874', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-cJun(S63)')	-0.77422	0.99435
(' 875', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-P38(T180/Y182)')	0.11276	0.16637
(' 876', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-HSP27(S82)')	0.02344	0.26354
(' 877', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-NFKB(S536)')	-0.20464	0.48328
(' 878', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: Bim')	-1.4546	1.1897
(' 879', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: cPARP')	-0.24793	0.29727
(' 880', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-Histone H3(S10)')	-2.2614	0.74478
(' 881', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p27 Kip1')	-0.061083	0.51786
(' 882', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: pMEK(S217/221)')	3.6541	-0.1664
(' 883', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: pERK(T202/Y204)')	5.045	-0.47106
(' 884', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-p90RSK(S380)')	1.0313	0.12859
(' 885', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-p90RSK(T573)')	-0.019653	0.22543
(' 886', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-AKT(T308)')	-0.93077	1.6053
(' 887', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-AKT(S473)')	-1.287	1.1889
(' 888', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-mTOR(S2448)')	0.26044	0.80667
(' 889', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-p70S6K(T421/S424)')	0.47619	0.53291
(' 890', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-p70S6K(T389)')	0.87038	0.96586
(' 891', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-S6(S235/236)')	1.8333	-0.43886
(' 892', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-AMPK(T172)')	0.25548	0.64474
(' 893', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-JNK(T183/Y185)')	0.48886	0.86935
(' 894', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: Total c-Jun')	-0.78471	-0.43368
(' 895', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-cJun(S63)')	0.0094297	1.1978
(' 896', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-P38(T180/Y182)')	0.23569	0.16682
(' 897', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-HSP27(S82)')	-0.30671	0.2114
(' 898', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-NFKB(S536)')	0.17229	0.55414
(' 899', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: Bim')	-0.3719	1.3175
(' 900', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: cPARP')	0.011277	0.32742
(' 901', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-Histone H3(S10)')	-1.9678	1.1837
(' 902', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p27 Kip1')	0.053295	0.64561
(' 903', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: pMEK(S217/221)')	-0.68057	-0.52273
(' 904', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: pERK(T202/Y204)')	8.5082	-0.29793
(' 905', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-p90RSK(S380)')	-0.02389	0.28827
(' 906', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-p90RSK(T573)')	-0.10646	0.54018
(' 907', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-AKT(T308)')	-0.92619	1.3195
(' 908', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-AKT(S473)')	-1.3171	1.3725
(' 909', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-mTOR(S2448)')	-0.49535	1.3154
(' 910', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-p70S6K(T421/S424)')	-0.5282	0.44946
(' 911', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-p70S6K(T389)')	-0.95852	0.99862
(' 912', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-S6(S235/236)')	3.4415	-0.63741
(' 913', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-AMPK(T172)')	-0.88496	1.1836
(' 914', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-JNK(T183/Y185)')	-0.43288	0.68799
(' 915', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: Total c-Jun')	-0.84396	0.78996
(' 916', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-cJun(S63)')	-0.95812	1.531
(' 917', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-P38(T180/Y182)')	-0.46087	0.41602
(' 918', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-HSP27(S82)')	-0.12376	0.52265
(' 919', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-NFKB(S536)')	-0.62764	0.86798
(' 920', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: Bim')	-1.0139	1.2912
(' 921', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: cPARP')	0.24485	0.40212
(' 922', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-Histone H3(S10)')	-0.33014	0.68886
(' 923', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p27 Kip1')	-0.69857	1.0942
(' 924', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: pMEK(S217/221)')	3.6192	-0.3692
(' 925', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: pERK(T202/Y204)')	7.7539	0.066131
(' 926', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-p90RSK(S380)')	1.2473	0.90426
(' 927', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-p90RSK(T573)')	1.4525	1.1241
(' 928', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-AKT(T308)')	-1.0901	0.72651
(' 929', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-AKT(S473)')	-0.66683	1.1837
(' 930', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-mTOR(S2448)')	0.35394	1.8771
(' 931', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-p70S6K(T421/S424)')	1.9476	1.1398
(' 932', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-p70S6K(T389)')	0.91259	1.7696
(' 933', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-S6(S235/236)')	3.6783	-0.76412
(' 934', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-AMPK(T172)')	-1.4382	1.3684
(' 935', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-JNK(T183/Y185)')	0.22576	1.1286
(' 936', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: Total c-Jun')	-4.4487	1.6617
(' 937', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-cJun(S63)')	-2.2269	2.1101
(' 938', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-P38(T180/Y182)')	0.90801	1.324
(' 939', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-HSP27(S82)')	0.05554	1.1747
(' 940', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-NFKB(S536)')	0.60937	1.5898
(' 941', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: Bim')	-2.0693	1.4283
(' 942', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: cPARP')	-1.5247	0.42378
(' 943', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-Histone H3(S10)')	6.7836	1.8376
(' 944', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p27 Kip1')	-2.0372	1.3857
(' 945', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: pMEK(S217/221)')	3.8442	-1.5564
(' 946', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: pERK(T202/Y204)')	9.3905	0.68225
(' 947', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-p90RSK(S380)')	1.0443	-0.65084
(' 948', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-p90RSK(T573)')	0.97504	-0.4837
(' 949', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-AKT(T308)')	0.963	-1.1603
(' 950', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-AKT(S473)')	0.54488	-0.76362
(' 951', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-mTOR(S2448)')	1.4272	-0.75908
(' 952', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-p70S6K(T421/S424)')	1.553	-0.99489
(' 953', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-p70S6K(T389)')	1.5834	-1.0826
(' 954', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-S6(S235/236)')	0.6508	-0.57446
(' 955', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-AMPK(T172)')	1.3362	-0.67454
(' 956', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-JNK(T183/Y185)')	1.4577	-0.91981
(' 957', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: Total c-Jun')	1.5217	-0.8716
(' 958', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-cJun(S63)')	1.4202	-0.81236
(' 959', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-P38(T180/Y182)')	1.48	-1.0663
(' 960', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-HSP27(S82)')	1.5435	-0.46652
(' 961', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-NFKB(S536)')	1.1808	-0.92854
(' 962', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: Bim')	1.7129	-1.3078
(' 963', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: cPARP')	1.412	-0.99897
(' 964', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-Histone H3(S10)')	1.1441	-1.0418
(' 965', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p27 Kip1')	1.4169	-0.90408
(' 966', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: pMEK(S217/221)')	2.4147	-1.1379
(' 967', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: pERK(T202/Y204)')	7.3971	0.80643
(' 968', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-p90RSK(S380)')	-0.25597	-0.42339
(' 969', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-p90RSK(T573)')	-0.13343	-0.17898
(' 970', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-AKT(T308)')	-0.78872	-0.83332
(' 971', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-AKT(S473)')	-0.90432	-0.67135
(' 972', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-mTOR(S2448)')	-0.10469	-0.60573
(' 973', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-p70S6K(T421/S424)')	-0.48323	-1.201
(' 974', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-p70S6K(T389)')	-0.59739	-0.86903
(' 975', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-S6(S235/236)')	-0.73607	-0.2472
(' 976', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-AMPK(T172)')	-0.90466	-0.56141
(' 977', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-JNK(T183/Y185)')	-0.26746	-0.69956
(' 978', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: Total c-Jun')	1.5897	-0.20117
(' 979', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-cJun(S63)')	0.89778	-0.32381
(' 980', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-P38(T180/Y182)')	-0.72553	-0.95401
(' 981', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-HSP27(S82)')	0.59308	-0.32984
(' 982', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-NFKB(S536)')	-0.51668	-0.58352
(' 983', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: Bim')	-0.94622	-1.2556
(' 984', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: cPARP')	-0.856	-0.84695
(' 985', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-Histone H3(S10)')	-1.0925	-0.92409
(' 986', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p27 Kip1')	0.77875	-0.53953
(' 987', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: pMEK(S217/221)')	3.5046	-1.592
(' 988', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: pERK(T202/Y204)')	8.9563	0.51497
(' 989', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-p90RSK(S380)')	0.60489	-0.95333
(' 990', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-p90RSK(T573)')	0.76506	-0.67646
(' 991', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-AKT(T308)')	-0.45227	-1.8016
(' 992', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-AKT(S473)')	-0.14843	-1.4476
(' 993', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-mTOR(S2448)')	0.99032	-0.89242
(' 994', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-p70S6K(T421/S424)')	0.88426	-1.0995
(' 995', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-p70S6K(T389)')	0.96434	-1.2378
(' 996', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-S6(S235/236)')	0.22695	-0.57897
(' 997', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-AMPK(T172)')	0.31773	-1.1756
(' 998', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-JNK(T183/Y185)')	1.0096	-1.1088
(' 999', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: Total c-Jun')	3.2564	-0.60574
(' 1000', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-cJun(S63)')	1.716	-0.8725
(' 1001', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-P38(T180/Y182)')	0.6253	-1.1446
(' 1002', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-HSP27(S82)')	0.67183	-0.83648
(' 1003', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-NFKB(S536)')	0.69797	-0.8983
(' 1004', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: Bim')	0.15272	-1.7358
(' 1005', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: cPARP')	0.61577	-1.1632
(' 1006', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-Histone H3(S10)')	0.47173	-1.2209
(' 1007', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p27 Kip1')	2.1697	-0.61342
(' 1008', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: pMEK(S217/221)')	3.169	-1.3605
