	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCount 3',)	('normalizedGrowthRateInhibitionValue 4',)
('CP724714 99', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A11')	1389.0	4848.0	6038.0	0.80285	0.80321
('CP724714 100', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A10')	1389.0	4545.0	5772.0	0.78735	0.78035
('CP724714 101', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A10')	1389.0	4700.0	6038.0	0.77834	0.77704
('CP724714 102', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A09')	1389.0	4828.0	5772.0	0.83638	0.83346
('CP724714 103', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A09')	1389.0	4517.0	6038.0	0.74803	0.74406
('CP724714 104', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A08')	1389.0	5082.0	5772.0	0.88038	0.87978
('CP724714 105', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A08')	1389.0	5037.0	6038.0	0.83415	0.83604
('CP724714 106', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A07')	1389.0	3343.0	5772.0	0.57913	0.53319
('CP724714 107', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP724714', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A07')	1389.0	3722.0	6038.0	0.61638	0.59186
('Flavopiridol 108', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A18')	1389.0	1324.0	5147.0	0.25723	-0.025067
('Flavopiridol 109', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A18')	1389.0	1933.0	5447.0	0.35481	0.18247
('Flavopiridol 110', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A18')	1389.0	1636.0	5740.0	0.28499	0.083213
('Flavopiridol 111', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A17')	1389.0	446.0	5147.0	0.086651	-0.45185
('Flavopiridol 112', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A17')	1389.0	692.0	5447.0	0.12702	-0.29772
('Flavopiridol 113', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A17')	1389.0	559.0	5740.0	0.097378	-0.35895
('Flavopiridol 114', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A16')	1389.0	441.0	5147.0	0.08568	-0.45511
('Flavopiridol 115', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A16')	1389.0	474.0	5447.0	0.087006	-0.42035
('Flavopiridol 116', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A16')	1389.0	552.0	5740.0	0.096159	-0.36289
('Flavopiridol 117', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A15')	1389.0	391.0	5147.0	0.075966	-0.48873
('Flavopiridol 118', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A15')	1389.0	518.0	5447.0	0.095082	-0.39366
('Flavopiridol 119', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A15')	1389.0	550.0	5740.0	0.09581	-0.36402
('Flavopiridol 120', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A14')	1389.0	433.0	5147.0	0.084126	-0.46036
('Flavopiridol 121', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A14')	1389.0	486.0	5447.0	0.089208	-0.41295
('Flavopiridol 122', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A14')	1389.0	485.0	5740.0	0.084487	-0.40191
('Flavopiridol 123', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A13')	1389.0	479.0	5147.0	0.093063	-0.43075
('Flavopiridol 124', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A13')	1389.0	458.0	5447.0	0.084069	-0.43036
('Flavopiridol 125', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Flavopiridol', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A13')	1389.0	590.0	5740.0	0.10278	-0.34183
('GW843682 126', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B18')	1389.0	4095.0	5147.0	0.7956	0.77205
('GW843682 127', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B18')	1389.0	5070.0	5447.0	0.93063	0.92838
('GW843682 128', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B18')	1389.0	4520.0	5740.0	0.78739	0.77958
('GW843682 129', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B17')	1389.0	2378.0	5147.0	0.46201	0.32912
('GW843682 130', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B17')	1389.0	3672.0	5447.0	0.67402	0.63731
('GW843682 131', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B17')	1389.0	3185.0	5740.0	0.55483	0.49986
('GW843682 132', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B16')	1389.0	1789.0	5147.0	0.34758	0.14328
('GW843682 133', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B16')	1389.0	2023.0	5447.0	0.37133	0.21008
('GW843682 134', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B16')	1389.0	1837.0	5740.0	0.32001	0.1463
('GW843682 135', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B15')	1389.0	1297.0	5147.0	0.25199	-0.035639
('GW843682 136', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B15')	1389.0	1716.0	5447.0	0.31498	0.11316
('GW843682 137', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B15')	1389.0	1628.0	5740.0	0.2836	0.080622
('GW843682 138', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B14')	1389.0	1347.0	5147.0	0.2617	-0.016141
('GW843682 139', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B14')	1389.0	1508.0	5447.0	0.2768	0.04255
('GW843682 140', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B14')	1389.0	1611.0	5740.0	0.28064	0.075095
('GW843682 141', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B13')	1389.0	1379.0	5147.0	0.26792	-0.0038401
('GW843682 142', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B13')	1389.0	1632.0	5447.0	0.29956	0.085184
('GW843682 143', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: GW843682', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B13')	1389.0	1755.0	5740.0	0.30572	0.12101
('HG-5-113-01 144', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B12')	1389.0	5066.0	5772.0	0.87761	0.8769
('HG-5-113-01 145', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B12')	1389.0	5170.0	6038.0	0.85617	0.85875
('HG-5-113-01 146', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B11')	1389.0	4540.0	5772.0	0.78649	0.7794
('HG-5-113-01 147', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B11')	1389.0	4572.0	6038.0	0.75714	0.75404
('HG-5-113-01 148', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B10')	1389.0	3444.0	5772.0	0.59662	0.55556
('HG-5-113-01 149', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B10')	1389.0	4197.0	6038.0	0.69504	0.68465
('HG-5-113-01 150', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B09')	1389.0	2186.0	5772.0	0.37869	0.24688
('HG-5-113-01 151', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B09')	1389.0	2560.0	6038.0	0.42395	0.33426
('HG-5-113-01 152', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B08')	1389.0	1569.0	5772.0	0.27181	0.061064
('HG-5-113-01 153', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B08')	1389.0	1723.0	6038.0	0.28534	0.10696
('HG-5-113-01 154', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B07')	1389.0	899.0	5772.0	0.15574	-0.19081
('HG-5-113-01 155', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-113-01', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B07')	1389.0	1081.0	6038.0	0.17902	-0.11154
('HG-5-88-01 156', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A24')	1389.0	3732.0	5147.0	0.72507	0.68711
('HG-5-88-01 157', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A24')	1389.0	3764.0	5447.0	0.6909	0.65799
('HG-5-88-01 158', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A24')	1389.0	3530.0	5740.0	0.61493	0.57714
('HG-5-88-01 159', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A23')	1389.0	3313.0	5147.0	0.64367	0.58407
('HG-5-88-01 160', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A23')	1389.0	3767.0	5447.0	0.69146	0.65866
('HG-5-88-01 161', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A23')	1389.0	3675.0	5740.0	0.64019	0.60846
('HG-5-88-01 162', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A22')	1389.0	3255.0	5147.0	0.6324	0.56933
('HG-5-88-01 163', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A22')	1389.0	3782.0	5447.0	0.69421	0.66201
('HG-5-88-01 164', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A22')	1389.0	3106.0	5740.0	0.54107	0.48157
('HG-5-88-01 165', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A21')	1389.0	2374.0	5147.0	0.46123	0.32793
('HG-5-88-01 166', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A21')	1389.0	2807.0	5447.0	0.51524	0.42877
('HG-5-88-01 167', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A21')	1389.0	2837.0	5740.0	0.49421	0.41744
('HG-5-88-01 168', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A20')	1389.0	1802.0	5147.0	0.3501	0.14767
('HG-5-88-01 169', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A20')	1389.0	1989.0	5447.0	0.36509	0.19972
('HG-5-88-01 170', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A20')	1389.0	1938.0	5740.0	0.3376	0.17667
('HG-5-88-01 171', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A19')	1389.0	1116.0	5147.0	0.21682	-0.10937
('HG-5-88-01 172', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A19')	1389.0	1417.0	5447.0	0.2601	0.010151
('HG-5-88-01 173', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-5-88-01', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A19')	1389.0	1208.0	5740.0	0.21043	-0.065951
('HG-6-64-01 174', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M06')	1389.0	6820.0	5147.0	1.325	1.3212
('HG-6-64-01 175', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M06')	1389.0	6304.0	5447.0	1.1571	1.1537
('HG-6-64-01 176', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M06')	1389.0	6226.0	5740.0	1.0846	1.0809
('HG-6-64-01 177', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M05')	1389.0	5922.0	5147.0	1.1506	1.1541
('HG-6-64-01 178', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M05')	1389.0	6112.0	5447.0	1.1219	1.1201
('HG-6-64-01 179', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M05')	1389.0	5911.0	5740.0	1.0297	1.0288
('HG-6-64-01 180', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M04')	1389.0	6022.0	5147.0	1.17	1.1733
('HG-6-64-01 181', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M04')	1389.0	5577.0	5447.0	1.0237	1.0239
('HG-6-64-01 182', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M04')	1389.0	5545.0	5740.0	0.96594	0.96643
('HG-6-64-01 183', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M03')	1389.0	5788.0	5147.0	1.1245	1.1282
('HG-6-64-01 184', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M03')	1389.0	5439.0	5447.0	0.99836	0.99834
('HG-6-64-01 185', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M03')	1389.0	5222.0	5740.0	0.90968	0.90962
('HG-6-64-01 186', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M02')	1389.0	3126.0	5147.0	0.60734	0.5361
('HG-6-64-01 187', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M02')	1389.0	3760.0	5447.0	0.69017	0.6571
('HG-6-64-01 188', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M02')	1389.0	3462.0	5740.0	0.60308	0.56222
('HG-6-64-01 189', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M01')	1389.0	908.0	5147.0	0.17641	-0.20147
('HG-6-64-01 190', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M01')	1389.0	930.0	5447.0	0.17071	-0.18412
('HG-6-64-01 191', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: HG-6-64-01', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M01')	1389.0	850.0	5740.0	0.14807	-0.21332
('Neratinib 192', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A18')	1389.0	3750.0	5772.0	0.64963	0.62134
('Neratinib 193', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Neratinib', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A18')	1389.0	3724.0	6038.0	0.61671	0.59226
